"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Scherpenzeel";279;"Scherpenzeel";9880;"04-11-2020";"17-11-2020";22;222,7;0;0;0;0
"Schiedam";606;"Schiedam";78730;"04-11-2020";"17-11-2020";515;654,1;12;15,2;2;2,5
"Schiermonnikoog";88;"Schiermonnikoog";947;"04-11-2020";"17-11-2020";1;105,6;0;0;0;0
"Schouwen-Duiveland";1676;"Schouwen-Duiveland";33839;"04-11-2020";"17-11-2020";64;189,1;0;0;1;3
"Simpelveld";965;"Simpelveld";10555;"04-11-2020";"17-11-2020";30;284,2;1;9,5;0;0
"Sint Anthonis";1702;"Sint Anthonis";11664;"04-11-2020";"17-11-2020";30;257,2;0;0;0;0
"Sint-Michielsgestel";845;"Sint-Michielsgestel";29208;"04-11-2020";"17-11-2020";133;455,4;0;0;1;3,4
"Sittard-Geleen";1883;"Sittard-Geleen";92429;"04-11-2020";"17-11-2020";239;258,6;1;1,1;3;3,2
"Sliedrecht";610;"Sliedrecht";25220;"04-11-2020";"17-11-2020";181;717,7;0;0;2;7,9
"Sluis";1714;"Sluis";23210;"04-11-2020";"17-11-2020";172;741,1;5;21,5;1;4,3
"Smallingerland";90;"Smallingerland";56150;"04-11-2020";"17-11-2020";81;144,3;1;1,8;0;0
"Soest";342;"Soest";46606;"04-11-2020";"17-11-2020";158;339;2;4,3;5;10,7
"Someren";847;"Someren";19368;"04-11-2020";"17-11-2020";77;397,6;0;0;1;5,2
"Son en Breugel";848;"Son en Breugel";17322;"04-11-2020";"17-11-2020";60;346,4;0;0;0;0
"Stadskanaal";37;"Stadskanaal";31686;"04-11-2020";"17-11-2020";127;400,8;1;3,2;0;0
"Staphorst";180;"Staphorst";17145;"04-11-2020";"17-11-2020";40;233,3;0;0;1;5,8
"Stede Broec";532;"Stede Broec";21726;"04-11-2020";"17-11-2020";62;285,4;0;0;0;0
"Steenbergen";851;"Steenbergen";24416;"04-11-2020";"17-11-2020";107;438,2;1;4,1;0;0
"Steenwijkerland";1708;"Steenwijkerland";44126;"04-11-2020";"17-11-2020";88;199,4;0;0;1;2,3
"Stein (L.)";971;"Stein (L.)";25007;"04-11-2020";"17-11-2020";57;227,9;0;0;0;0
"Stichtse Vecht";1904;"Stichtse Vecht";64931;"04-11-2020";"17-11-2020";295;454,3;5;7,7;3;4,6
"Súdwest-Fryslân";1900;"Súdwest-Fryslân";89987;"04-11-2020";"17-11-2020";258;286,7;0;0;7;7,8
"Terneuzen";715;"Terneuzen";54426;"04-11-2020";"17-11-2020";238;437,3;1;1,8;0;0
"Terschelling";93;"Terschelling";4888;"04-11-2020";"17-11-2020";0;0;0;0;0;0
"Texel";448;"Texel";13575;"04-11-2020";"17-11-2020";17;125,2;0;0;0;0
"Teylingen";1525;"Teylingen";37440;"04-11-2020";"17-11-2020";191;510,1;1;2,7;1;2,7
"Tholen";716;"Tholen";25757;"04-11-2020";"17-11-2020";140;543,5;1;3,9;0;0
"Tiel";281;"Tiel";42159;"04-11-2020";"17-11-2020";174;412,7;4;9,5;6;14,2
"Tilburg";855;"Tilburg";219789;"04-11-2020";"17-11-2020";1071;487,3;5;2,3;11;5
"Tubbergen";183;"Tubbergen";21275;"04-11-2020";"17-11-2020";144;676,9;0;0;1;4,7
"Twenterand";1700;"Twenterand";33743;"04-11-2020";"17-11-2020";220;652;1;3;2;5,9
"Tynaarlo";1730;"Tynaarlo";33887;"04-11-2020";"17-11-2020";42;123,9;1;3;4;11,8
"Tytsjerksteradiel";737;"Tytsjerksteradiel";32052;"04-11-2020";"17-11-2020";38;118,6;0;0;0;0
"Uden";856;"Uden";42119;"04-11-2020";"17-11-2020";112;265,9;0;0;2;4,7
"Uitgeest";450;"Uitgeest";13666;"04-11-2020";"17-11-2020";61;446,4;0;0;0;0
"Uithoorn";451;"Uithoorn";29478;"04-11-2020";"17-11-2020";137;464,8;1;3,4;0;0
"Urk";184;"Urk";21031;"04-11-2020";"17-11-2020";279;1326,6;1;4,8;1;4,8
"Utrecht (gemeente)";344;"Utrecht (gemeente)";357597;"04-11-2020";"17-11-2020";1457;407,4;17;4,8;12;3,4
"Utrechtse Heuvelrug";1581;"Utrechtse Heuvelrug";49580;"04-11-2020";"17-11-2020";134;270,3;0;0;1;2
"Vaals";981;"Vaals";10105;"04-11-2020";"17-11-2020";10;99;0;0;0;0
"Valkenburg aan de Geul";994;"Valkenburg aan de Geul";16367;"04-11-2020";"17-11-2020";26;158,9;1;6,1;1;6,1
"Valkenswaard";858;"Valkenswaard";31193;"04-11-2020";"17-11-2020";106;339,8;0;0;4;12,8
"Veendam";47;"Veendam";27384;"04-11-2020";"17-11-2020";24;87,6;0;0;0;0
"Veenendaal";345;"Veenendaal";66493;"04-11-2020";"17-11-2020";311;467,7;2;3;0;0
"Veere";717;"Veere";21880;"04-11-2020";"17-11-2020";40;182,8;0;0;0;0
"Veldhoven";861;"Veldhoven";45466;"04-11-2020";"17-11-2020";223;490,5;0;0;2;4,4
"Velsen";453;"Velsen";68648;"04-11-2020";"17-11-2020";252;367,1;2;2,9;2;2,9
"Venlo";983;"Venlo";101802;"04-11-2020";"17-11-2020";363;356,6;1;1;3;2,9
"Venray";984;"Venray";43614;"04-11-2020";"17-11-2020";124;284,3;1;2,3;1;2,3
"Vijfheerenlanden";1961;"Vijfheerenlanden";56811;"04-11-2020";"17-11-2020";329;579,1;1;1,8;1;1,8
"Vlaardingen";622;"Vlaardingen";73397;"04-11-2020";"17-11-2020";428;583,1;8;10,9;6;8,2
"Vlieland";96;"Vlieland";1155;"04-11-2020";"17-11-2020";1;86,6;0;0;0;0
"Vlissingen";718;"Vlissingen";44360;"04-11-2020";"17-11-2020";102;229,9;0;0;0;0
"Voerendaal";986;"Voerendaal";12475;"04-11-2020";"17-11-2020";31;248,5;0;0;0;0
"Voorschoten";626;"Voorschoten";25596;"04-11-2020";"17-11-2020";87;339,9;0;0;1;3,9
"Voorst";285;"Voorst";24552;"04-11-2020";"17-11-2020";63;256,6;0;0;0;0
"Vught";865;"Vught";26558;"04-11-2020";"17-11-2020";121;455,6;1;3,8;3;11,3
"Waadhoeke";1949;"Waadhoeke";46090;"04-11-2020";"17-11-2020";50;108,5;1;2,2;0;0
"Waalre";866;"Waalre";17456;"04-11-2020";"17-11-2020";83;475,5;1;5,7;1;5,7
"Waalwijk";867;"Waalwijk";48637;"04-11-2020";"17-11-2020";283;581,9;0;0;3;6,2
"Waddinxveen";627;"Waddinxveen";29291;"04-11-2020";"17-11-2020";138;471,1;2;6,8;0;0
"Wageningen";289;"Wageningen";39664;"04-11-2020";"17-11-2020";107;269,8;0;0;2;5
"Wassenaar";629;"Wassenaar";26305;"04-11-2020";"17-11-2020";58;220,5;2;7,6;0;0
"Waterland";852;"Waterland";17424;"04-11-2020";"17-11-2020";80;459,1;1;5,7;1;5,7
"Weert";988;"Weert";50105;"04-11-2020";"17-11-2020";239;477;5;10;3;6
"Weesp";457;"Weesp";19738;"04-11-2020";"17-11-2020";125;633,3;0;0;1;5,1
"West Betuwe";1960;"West Betuwe";51128;"04-11-2020";"17-11-2020";243;475,3;4;7,8;3;5,9
"West Maas en Waal";668;"West Maas en Waal";19324;"04-11-2020";"17-11-2020";60;310,5;0;0;0;0
"Westerkwartier";1969;"Westerkwartier";63329;"04-11-2020";"17-11-2020";50;79;0;0;2;3,2
"Westerveld";1701;"Westerveld";19460;"04-11-2020";"17-11-2020";46;236,4;0;0;0;0
"Westervoort";293;"Westervoort";14971;"04-11-2020";"17-11-2020";64;427,5;0;0;1;6,7
"Westerwolde";1950;"Westerwolde";25733;"04-11-2020";"17-11-2020";40;155,4;0;0;0;0
"Westland";1783;"Westland";110375;"04-11-2020";"17-11-2020";640;579,8;7;6,3;3;2,7
"Weststellingwerf";98;"Weststellingwerf";25914;"04-11-2020";"17-11-2020";49;189,1;1;3,9;1;3,9
"Westvoorne";614;"Westvoorne";14731;"04-11-2020";"17-11-2020";36;244,4;0;0;0;0
"Wierden";189;"Wierden";24446;"04-11-2020";"17-11-2020";193;789,5;0;0;0;0
"Wijchen";296;"Wijchen";41110;"04-11-2020";"17-11-2020";173;420,8;2;4,9;1;2,4
"Wijdemeren";1696;"Wijdemeren";24358;"04-11-2020";"17-11-2020";89;365,4;0;0;1;4,1
"Wijk bij Duurstede";352;"Wijk bij Duurstede";23914;"04-11-2020";"17-11-2020";82;342,9;0;0;1;4,2
"Winterswijk";294;"Winterswijk";28854;"04-11-2020";"17-11-2020";97;336,2;1;3,5;2;6,9
"Woensdrecht";873;"Woensdrecht";21876;"04-11-2020";"17-11-2020";88;402,3;0;0;4;18,3
"Woerden";632;"Woerden";52299;"04-11-2020";"17-11-2020";262;501;4;7,6;0;0
"Wormerland";880;"Wormerland";16270;"04-11-2020";"17-11-2020";62;381,1;2;12,3;0;0
"Woudenberg";351;"Woudenberg";13362;"04-11-2020";"17-11-2020";39;291,9;1;7,5;2;15
"Zaanstad";479;"Zaanstad";156794;"04-11-2020";"17-11-2020";816;520,4;10;6,4;7;4,5
"Zaltbommel";297;"Zaltbommel";28881;"04-11-2020";"17-11-2020";229;792,9;2;6,9;0;0
"Zandvoort";473;"Zandvoort";17116;"04-11-2020";"17-11-2020";51;298;0;0;0;0
"Zeewolde";50;"Zeewolde";22653;"04-11-2020";"17-11-2020";42;185,4;1;4,4;0;0
"Zeist";355;"Zeist";64905;"04-11-2020";"17-11-2020";196;302;1;1,5;2;3,1
"Zevenaar";299;"Zevenaar";43750;"04-11-2020";"17-11-2020";134;306,3;1;2,3;1;2,3
"Zoetermeer";637;"Zoetermeer";125285;"04-11-2020";"17-11-2020";580;462,9;1;0,8;1;0,8
"Zoeterwoude";638;"Zoeterwoude";8605;"04-11-2020";"17-11-2020";38;441,6;0;0;0;0
"Zuidplas";1892;"Zuidplas";43885;"04-11-2020";"17-11-2020";194;442,1;2;4,6;0;0
"Zundert";879;"Zundert";21829;"04-11-2020";"17-11-2020";80;366,5;1;4,6;0;0
"Zutphen";301;"Zutphen";47934;"04-11-2020";"17-11-2020";165;344,2;2;4,2;2;4,2
"Zwartewaterland";1896;"Zwartewaterland";22685;"04-11-2020";"17-11-2020";41;180,7;0;0;0;0
"Zwijndrecht";642;"Zwijndrecht";44737;"04-11-2020";"17-11-2020";286;639,3;0;0;8;17,9
"Zwolle";193;"Zwolle";128840;"04-11-2020";"17-11-2020";312;242,2;0;0;7;5,4
