Updated;Municipality_name;Total_reported;Total_reported_per_100000;Hospital_admission;Hospital_admission_per_100000;Deceased;Deceased_per_100000
19-5-2020;Dalfsen;0;0;0;0;0;0
26-5-2020;Dalfsen;0;0;0;0;0;0
2-6-2020;Dalfsen;0;0;0;0;0;0
9-6-2020;Dalfsen;1;3,5;0;0;0;0
16-6-2020;Dalfsen;2;7;0;0;0;0
23-6-2020;Dalfsen;1;3,5;0;0;0;0
30-6-2020;Dalfsen;1;3,5;0;0;0;0
7-7-2020;Dalfsen;1;3,5;0;0;0;0
14-7-2020;Dalfsen;0;0;0;0;0;0
21-7-2020;Dalfsen;2;7;0;0;0;0
28-7-2020;Dalfsen;2;7;0;0;0;0
4-8-2020;Dalfsen;1;3,5;0;0;0;0
11-8-2020;Dalfsen;2;7;0;0;0;0
18-8-2020;Dalfsen;1;3,5;0;0;0;0
3-3-2020;Dantumadiel;0;0;0;0;0;0
10-3-2020;Dantumadiel;0;0;0;0;0;0
17-3-2020;Dantumadiel;0;0;0;0;0;0
25-3-2020;Dantumadiel;0;0;0;0;0;0
31-3-2020;Dantumadiel;3;15,9;1;5,3;0;0
7-4-2020;Dantumadiel;5;26,4;2;10,6;0;0
14-4-2020;Dantumadiel;2;10,6;1;5,3;0;0
21-4-2020;Dantumadiel;0;0;0;0;0;0
28-4-2020;Dantumadiel;0;0;0;0;0;0
5-5-2020;Dantumadiel;0;0;0;0;0;0
12-5-2020;Dantumadiel;0;0;0;0;0;0
19-5-2020;Dantumadiel;0;0;0;0;0;0
26-5-2020;Dantumadiel;0;0;0;0;0;0
2-6-2020;Dantumadiel;0;0;0;0;0;0
9-6-2020;Dantumadiel;0;0;0;0;0;0
16-6-2020;Dantumadiel;0;0;0;0;0;0
23-6-2020;Dantumadiel;0;0;0;0;0;0
30-6-2020;Dantumadiel;0;0;0;0;0;0
7-7-2020;Dantumadiel;0;0;0;0;0;0
14-7-2020;Dantumadiel;0;0;0;0;0;0
21-7-2020;Dantumadiel;0;0;0;0;0;0
28-7-2020;Dantumadiel;0;0;0;0;0;0
4-8-2020;Dantumadiel;0;0;0;0;0;0
11-8-2020;Dantumadiel;0;0;0;0;0;0
18-8-2020;Dantumadiel;7;37;0;0;0;0
3-3-2020;De Bilt;4;9,3;0;0;0;0
10-3-2020;De Bilt;10;23,2;1;2,3;0;0
17-3-2020;De Bilt;12;27,8;2;4,6;0;0
25-3-2020;De Bilt;26;60,3;8;18,5;1;2,3
31-3-2020;De Bilt;33;76,5;14;32,5;1;2,3
7-4-2020;De Bilt;32;74,2;11;25,5;3;7
14-4-2020;De Bilt;30;69,5;7;16,2;6;13,9
21-4-2020;De Bilt;28;64,9;4;9,3;4;9,3
28-4-2020;De Bilt;38;88,1;1;2,3;4;9,3
5-5-2020;De Bilt;39;90,4;0;0;9;20,9
12-5-2020;De Bilt;29;67,2;1;2,3;8;18,5
19-5-2020;De Bilt;24;55,6;1;2,3;3;7
26-5-2020;De Bilt;25;58;0;0;2;4,6
2-6-2020;De Bilt;17;39,4;1;2,3;3;7
9-6-2020;De Bilt;5;11,6;1;2,3;2;4,6
16-6-2020;De Bilt;1;2,3;0;0;1;2,3
23-6-2020;De Bilt;3;7;0;0;1;2,3
30-6-2020;De Bilt;3;7;0;0;0;0
7-7-2020;De Bilt;4;9,3;0;0;0;0
14-7-2020;De Bilt;4;9,3;0;0;0;0
21-7-2020;De Bilt;4;9,3;0;0;0;0
28-7-2020;De Bilt;5;11,6;0;0;0;0
4-8-2020;De Bilt;5;11,6;0;0;0;0
11-8-2020;De Bilt;7;16,2;1;2,3;0;0
18-8-2020;De Bilt;10;23,2;0;0;0;0
3-3-2020;De Fryske Marren;0;0;0;0;0;0
10-3-2020;De Fryske Marren;0;0;0;0;0;0
17-3-2020;De Fryske Marren;6;11,6;1;1,9;0;0
25-3-2020;De Fryske Marren;10;19,4;4;7,8;0;0
31-3-2020;De Fryske Marren;18;34,9;8;15,5;3;5,8
7-4-2020;De Fryske Marren;23;44,6;6;11,6;5;9,7
14-4-2020;De Fryske Marren;22;42,7;2;3,9;3;5,8
21-4-2020;De Fryske Marren;18;34,9;2;3,9;1;1,9
28-4-2020;De Fryske Marren;9;17,5;1;1,9;0;0
5-5-2020;De Fryske Marren;5;9,7;0;0;0;0
12-5-2020;De Fryske Marren;5;9,7;1;1,9;0;0
19-5-2020;De Fryske Marren;6;11,6;1;1,9;0;0
26-5-2020;De Fryske Marren;4;7,8;0;0;0;0
2-6-2020;De Fryske Marren;5;9,7;0;0;0;0
9-6-2020;De Fryske Marren;4;7,8;0;0;0;0
16-6-2020;De Fryske Marren;1;1,9;0;0;0;0
23-6-2020;De Fryske Marren;1;1,9;0;0;0;0
30-6-2020;De Fryske Marren;2;3,9;0;0;0;0
7-7-2020;De Fryske Marren;2;3,9;0;0;0;0
14-7-2020;De Fryske Marren;1;1,9;0;0;0;0
21-7-2020;De Fryske Marren;1;1,9;0;0;0;0
28-7-2020;De Fryske Marren;3;5,8;0;0;0;0
4-8-2020;De Fryske Marren;4;7,8;0;0;0;0
11-8-2020;De Fryske Marren;4;7,8;0;0;0;0
18-8-2020;De Fryske Marren;4;7,8;0;0;0;0
3-3-2020;De Ronde Venen;0;0;0;0;0;0
10-3-2020;De Ronde Venen;0;0;0;0;0;0
17-3-2020;De Ronde Venen;2;4,5;0;0;0;0
25-3-2020;De Ronde Venen;10;22,5;9;20,2;0;0
31-3-2020;De Ronde Venen;26;58,5;18;40,5;1;2,2
7-4-2020;De Ronde Venen;37;83,2;17;38,2;2;4,5
14-4-2020;De Ronde Venen;29;65,2;13;29,2;3;6,7
21-4-2020;De Ronde Venen;28;63;11;24,7;6;13,5
28-4-2020;De Ronde Venen;25;56,2;7;15,7;7;15,7
5-5-2020;De Ronde Venen;13;29,2;1;2,2;3;6,7
12-5-2020;De Ronde Venen;8;18;0;0;0;0
19-5-2020;De Ronde Venen;3;6,7;0;0;0;0
26-5-2020;De Ronde Venen;7;15,7;0;0;0;0
2-6-2020;De Ronde Venen;9;20,2;0;0;1;2,2
9-6-2020;De Ronde Venen;5;11,2;0;0;2;4,5
16-6-2020;De Ronde Venen;2;4,5;0;0;1;2,2
23-6-2020;De Ronde Venen;1;2,2;0;0;0;0
30-6-2020;De Ronde Venen;2;4,5;0;0;0;0
7-7-2020;De Ronde Venen;1;2,2;0;0;0;0
14-7-2020;De Ronde Venen;0;0;0;0;0;0
21-7-2020;De Ronde Venen;1;2,2;0;0;0;0
28-7-2020;De Ronde Venen;4;9;0;0;0;0
4-8-2020;De Ronde Venen;4;9;0;0;0;0
11-8-2020;De Ronde Venen;9;20,2;0;0;0;0
18-8-2020;De Ronde Venen;24;54;0;0;0;0
3-3-2020;De Wolden;0;0;0;0;0;0
10-3-2020;De Wolden;0;0;0;0;0;0
17-3-2020;De Wolden;1;4,1;0;0;0;0
25-3-2020;De Wolden;3;12,3;1;4,1;0;0
31-3-2020;De Wolden;7;28,8;2;8,2;1;4,1
7-4-2020;De Wolden;16;65,8;6;24,7;1;4,1
14-4-2020;De Wolden;21;86,3;7;28,8;0;0
21-4-2020;De Wolden;17;69,9;3;12,3;0;0
28-4-2020;De Wolden;15;61,7;2;8,2;3;12,3
5-5-2020;De Wolden;8;32,9;1;4,1;3;12,3
12-5-2020;De Wolden;0;0;0;0;1;4,1
19-5-2020;De Wolden;0;0;0;0;1;4,1
26-5-2020;De Wolden;1;4,1;0;0;0;0
2-6-2020;De Wolden;2;8,2;0;0;0;0
9-6-2020;De Wolden;3;12,3;0;0;0;0
16-6-2020;De Wolden;2;8,2;0;0;0;0
23-6-2020;De Wolden;0;0;0;0;0;0
30-6-2020;De Wolden;0;0;0;0;0;0
7-7-2020;De Wolden;0;0;0;0;0;0
14-7-2020;De Wolden;0;0;0;0;0;0
21-7-2020;De Wolden;0;0;0;0;0;0
28-7-2020;De Wolden;0;0;0;0;0;0
4-8-2020;De Wolden;0;0;0;0;0;0
11-8-2020;De Wolden;0;0;0;0;0;0
18-8-2020;De Wolden;0;0;0;0;0;0
3-3-2020;Delft;1;1;0;0;0;0
10-3-2020;Delft;1;1;0;0;0;0
17-3-2020;Delft;3;2,9;3;2,9;0;0
25-3-2020;Delft;20;19,3;15;14,5;0;0
31-3-2020;Delft;38;36,7;22;21,2;2;1,9
7-4-2020;Delft;41;39,6;19;18,3;3;2,9
14-4-2020;Delft;49;47,3;10;9,7;4;3,9
21-4-2020;Delft;43;41,5;2;1,9;5;4,8
28-4-2020;Delft;24;23,2;1;1;3;2,9
5-5-2020;Delft;20;19,3;0;0;2;1,9
12-5-2020;Delft;15;14,5;0;0;3;2,9
19-5-2020;Delft;10;9,7;0;0;2;1,9
26-5-2020;Delft;4;3,9;0;0;0;0
2-6-2020;Delft;1;1;0;0;0;0
9-6-2020;Delft;8;7,7;0;0;0;0
16-6-2020;Delft;9;8,7;0;0;0;0
23-6-2020;Delft;5;4,8;0;0;0;0
30-6-2020;Delft;6;5,8;0;0;0;0
7-7-2020;Delft;7;6,8;0;0;0;0
14-7-2020;Delft;7;6,8;0;0;0;0
21-7-2020;Delft;7;6,8;0;0;0;0
28-7-2020;Delft;11;10,6;0;0;0;0
4-8-2020;Delft;24;23,2;0;0;0;0
11-8-2020;Delft;34;32,8;0;0;0;0
18-8-2020;Delft;40;38,6;0;0;0;0
3-3-2020;Delfzijl;0;0;0;0;0;0
10-3-2020;Delfzijl;0;0;0;0;0;0
17-3-2020;Delfzijl;0;0;0;0;0;0
25-3-2020;Delfzijl;2;8,1;0;0;0;0
31-3-2020;Delfzijl;9;36,5;4;16,2;0;0
7-4-2020;Delfzijl;10;40,5;5;20,3;0;0
14-4-2020;Delfzijl;4;16,2;1;4,1;0;0
21-4-2020;Delfzijl;3;12,2;0;0;0;0
28-4-2020;Delfzijl;3;12,2;0;0;0;0
5-5-2020;Delfzijl;2;8,1;1;4,1;0;0
12-5-2020;Delfzijl;1;4,1;1;4,1;0;0
19-5-2020;Delfzijl;0;0;0;0;0;0
26-5-2020;Delfzijl;0;0;0;0;0;0
2-6-2020;Delfzijl;1;4,1;0;0;0;0
9-6-2020;Delfzijl;1;4,1;0;0;0;0
16-6-2020;Delfzijl;0;0;0;0;0;0
23-6-2020;Delfzijl;0;0;0;0;0;0
30-6-2020;Delfzijl;0;0;0;0;0;0
7-7-2020;Delfzijl;0;0;0;0;0;0
14-7-2020;Delfzijl;0;0;0;0;0;0
21-7-2020;Delfzijl;0;0;0;0;0;0
28-7-2020;Delfzijl;0;0;0;0;0;0
4-8-2020;Delfzijl;0;0;0;0;0;0
11-8-2020;Delfzijl;2;8,1;0;0;0;0
18-8-2020;Delfzijl;21;85,1;0;0;0;0
3-3-2020;Den Helder;0;0;0;0;0;0
10-3-2020;Den Helder;1;1,8;0;0;0;0
17-3-2020;Den Helder;2;3,6;2;3,6;0;0
25-3-2020;Den Helder;4;7,1;6;10,7;0;0
31-3-2020;Den Helder;12;21,3;6;10,7;0;0
7-4-2020;Den Helder;17;30,2;6;10,7;0;0
14-4-2020;Den Helder;19;33,8;4;7,1;0;0
21-4-2020;Den Helder;14;24,9;0;0;0;0
28-4-2020;Den Helder;3;5,3;0;0;1;1,8
5-5-2020;Den Helder;1;1,8;0;0;1;1,8
12-5-2020;Den Helder;1;1,8;0;0;0;0
19-5-2020;Den Helder;0;0;0;0;1;1,8
26-5-2020;Den Helder;0;0;0;0;1;1,8
2-6-2020;Den Helder;0;0;0;0;0;0
9-6-2020;Den Helder;0;0;0;0;0;0
16-6-2020;Den Helder;2;3,6;0;0;0;0
23-6-2020;Den Helder;2;3,6;0;0;0;0
30-6-2020;Den Helder;0;0;0;0;0;0
7-7-2020;Den Helder;0;0;0;0;0;0
14-7-2020;Den Helder;2;3,6;0;0;0;0
21-7-2020;Den Helder;3;5,3;0;0;0;0
28-7-2020;Den Helder;5;8,9;0;0;0;0
4-8-2020;Den Helder;3;5,3;0;0;0;0
11-8-2020;Den Helder;2;3,6;0;0;0;0
18-8-2020;Den Helder;5;8,9;0;0;0;0
3-3-2020;Deurne;0;0;0;0;0;0
10-3-2020;Deurne;3;9,2;1;3,1;0;0
17-3-2020;Deurne;13;40;9;27,7;1;3,1
25-3-2020;Deurne;35;107,8;29;89,3;4;12,3
31-3-2020;Deurne;58;178,6;32;98,5;6;18,5
7-4-2020;Deurne;57;175,5;18;55,4;7;21,6
14-4-2020;Deurne;43;132,4;7;21,6;10;30,8
21-4-2020;Deurne;34;104,7;1;3,1;6;18,5
28-4-2020;Deurne;23;70,8;2;6,2;3;9,2
5-5-2020;Deurne;21;64,7;1;3,1;4;12,3
12-5-2020;Deurne;18;55,4;1;3,1;2;6,2
19-5-2020;Deurne;16;49,3;1;3,1;2;6,2
26-5-2020;Deurne;19;58,5;0;0;1;3,1
2-6-2020;Deurne;15;46,2;0;0;0;0
9-6-2020;Deurne;13;40;0;0;1;3,1
16-6-2020;Deurne;10;30,8;0;0;1;3,1
23-6-2020;Deurne;4;12,3;0;0;0;0
30-6-2020;Deurne;0;0;0;0;0;0
7-7-2020;Deurne;1;3,1;0;0;0;0
14-7-2020;Deurne;1;3,1;0;0;0;0
21-7-2020;Deurne;0;0;0;0;0;0
28-7-2020;Deurne;1;3,1;0;0;0;0
4-8-2020;Deurne;3;9,2;0;0;0;0
11-8-2020;Deurne;5;15,4;0;0;0;0
18-8-2020;Deurne;12;37;0;0;0;0
3-3-2020;Deventer;0;0;0;0;0;0
10-3-2020;Deventer;0;0;0;0;0;0
17-3-2020;Deventer;5;5;2;2;0;0
25-3-2020;Deventer;28;27,8;10;9,9;4;4
31-3-2020;Deventer;58;57,6;22;21,8;17;16,9
7-4-2020;Deventer;63;62,6;23;22,8;16;15,9
14-4-2020;Deventer;63;62,6;16;15,9;4;4
21-4-2020;Deventer;89;88,4;8;7,9;7;7
28-4-2020;Deventer;78;77,4;3;3;8;7,9
5-5-2020;Deventer;47;46,7;3;3;2;2
12-5-2020;Deventer;41;40,7;2;2;3;3
19-5-2020;Deventer;26;25,8;1;1;3;3
26-5-2020;Deventer;19;18,9;0;0;0;0
2-6-2020;Deventer;13;12,9;0;0;0;0
9-6-2020;Deventer;13;12,9;1;1;1;1
16-6-2020;Deventer;31;30,8;1;1;1;1
23-6-2020;Deventer;33;32,8;0;0;0;0
30-6-2020;Deventer;28;27,8;0;0;0;0
7-7-2020;Deventer;25;24,8;0;0;0;0
14-7-2020;Deventer;14;13,9;0;0;0;0
21-7-2020;Deventer;5;5;0;0;0;0
28-7-2020;Deventer;4;4;0;0;0;0
4-8-2020;Deventer;5;5;0;0;0;0
11-8-2020;Deventer;20;19,9;0;0;0;0
18-8-2020;Deventer;25;24,8;0;0;0;0
3-3-2020;Diemen;0;0;0;0;0;0
10-3-2020;Diemen;0;0;0;0;0;0
17-3-2020;Diemen;1;3,2;1;3,2;0;0
25-3-2020;Diemen;9;29,2;6;19,5;2;6,5
31-3-2020;Diemen;13;42,2;6;19,5;2;6,5
7-4-2020;Diemen;21;68,2;4;13;2;6,5
14-4-2020;Diemen;27;87,7;5;16,2;3;9,7
21-4-2020;Diemen;34;110,5;5;16,2;6;19,5
28-4-2020;Diemen;39;126,7;3;9,7;6;19,5
5-5-2020;Diemen;28;91;1;3,2;4;13
12-5-2020;Diemen;14;45,5;1;3,2;2;6,5
19-5-2020;Diemen;7;22,7;0;0;0;0
26-5-2020;Diemen;7;22,7;0;0;0;0
2-6-2020;Diemen;3;9,7;0;0;0;0
9-6-2020;Diemen;2;6,5;0;0;0;0
16-6-2020;Diemen;3;9,7;0;0;0;0
23-6-2020;Diemen;1;3,2;0;0;0;0
30-6-2020;Diemen;0;0;0;0;0;0
7-7-2020;Diemen;0;0;0;0;0;0
14-7-2020;Diemen;2;6,5;0;0;0;0
21-7-2020;Diemen;3;9,7;0;0;0;0
28-7-2020;Diemen;3;9,7;0;0;0;0
4-8-2020;Diemen;11;35,7;0;0;0;0
11-8-2020;Diemen;28;91;0;0;0;0
18-8-2020;Diemen;45;146,2;0;0;0;0
3-3-2020;Dinkelland;0;0;0;0;0;0
10-3-2020;Dinkelland;3;11,3;1;3,8;0;0
17-3-2020;Dinkelland;7;26,5;3;11,3;1;3,8
25-3-2020;Dinkelland;17;64,2;6;22,7;1;3,8
31-3-2020;Dinkelland;32;120,9;14;52,9;3;11,3
7-4-2020;Dinkelland;31;117,2;11;41,6;5;18,9
14-4-2020;Dinkelland;22;83,1;1;3,8;3;11,3
21-4-2020;Dinkelland;16;60,5;0;0;3;11,3
28-4-2020;Dinkelland;8;30,2;0;0;3;11,3
5-5-2020;Dinkelland;4;15,1;1;3,8;1;3,8
12-5-2020;Dinkelland;2;7,6;1;3,8;0;0
19-5-2020;Dinkelland;0;0;0;0;0;0
26-5-2020;Dinkelland;0;0;0;0;0;0
2-6-2020;Dinkelland;0;0;1;3,8;0;0
9-6-2020;Dinkelland;2;7,6;1;3,8;0;0
16-6-2020;Dinkelland;2;7,6;0;0;0;0
23-6-2020;Dinkelland;0;0;0;0;0;0
30-6-2020;Dinkelland;0;0;0;0;0;0
7-7-2020;Dinkelland;0;0;0;0;0;0
14-7-2020;Dinkelland;0;0;0;0;0;0
21-7-2020;Dinkelland;1;3,8;0;0;0;0
28-7-2020;Dinkelland;2;7,6;0;0;0;0
4-8-2020;Dinkelland;1;3,8;0;0;0;0
11-8-2020;Dinkelland;3;11,3;0;0;0;0
18-8-2020;Dinkelland;4;15,1;0;0;0;0
3-3-2020;Doesburg;0;0;0;0;0;0
10-3-2020;Doesburg;0;0;0;0;0;0
17-3-2020;Doesburg;1;9;0;0;0;0
25-3-2020;Doesburg;5;45,1;2;18,1;1;9
31-3-2020;Doesburg;6;54,2;3;27,1;2;18,1
7-4-2020;Doesburg;5;45,1;2;18,1;2;18,1
14-4-2020;Doesburg;10;90,3;3;27,1;3;27,1
21-4-2020;Doesburg;12;108,3;3;27,1;3;27,1
28-4-2020;Doesburg;9;81,2;2;18,1;1;9
5-5-2020;Doesburg;10;90,3;2;18,1;0;0
12-5-2020;Doesburg;6;54,2;1;9;0;0
19-5-2020;Doesburg;0;0;0;0;0;0
26-5-2020;Doesburg;0;0;0;0;0;0
2-6-2020;Doesburg;0;0;0;0;0;0
9-6-2020;Doesburg;0;0;0;0;0;0
16-6-2020;Doesburg;0;0;0;0;0;0
23-6-2020;Doesburg;0;0;0;0;0;0
30-6-2020;Doesburg;0;0;0;0;0;0
7-7-2020;Doesburg;0;0;0;0;0;0
14-7-2020;Doesburg;0;0;0;0;0;0
21-7-2020;Doesburg;0;0;0;0;0;0
28-7-2020;Doesburg;0;0;0;0;0;0
4-8-2020;Doesburg;0;0;0;0;0;0
11-8-2020;Doesburg;0;0;0;0;0;0
18-8-2020;Doesburg;2;18,1;0;0;0;0
3-3-2020;Doetinchem;0;0;0;0;0;0
10-3-2020;Doetinchem;0;0;0;0;0;0
17-3-2020;Doetinchem;0;0;1;1,7;0;0
25-3-2020;Doetinchem;10;17,2;6;10,3;1;1,7
31-3-2020;Doetinchem;28;48,3;14;24,1;4;6,9
7-4-2020;Doetinchem;33;56,9;11;19;4;6,9
14-4-2020;Doetinchem;29;50;4;6,9;3;5,2
21-4-2020;Doetinchem;30;51,7;5;8,6;9;15,5
28-4-2020;Doetinchem;27;46,6;4;6,9;7;12,1
5-5-2020;Doetinchem;18;31;2;3,4;1;1,7
12-5-2020;Doetinchem;8;13,8;1;1,7;1;1,7
19-5-2020;Doetinchem;4;6,9;0;0;0;0
26-5-2020;Doetinchem;5;8,6;0;0;0;0
2-6-2020;Doetinchem;4;6,9;0;0;0;0
9-6-2020;Doetinchem;2;3,4;0;0;0;0
16-6-2020;Doetinchem;3;5,2;0;0;0;0
23-6-2020;Doetinchem;2;3,4;0;0;0;0
30-6-2020;Doetinchem;2;3,4;0;0;0;0
7-7-2020;Doetinchem;1;1,7;0;0;0;0
14-7-2020;Doetinchem;0;0;0;0;0;0
21-7-2020;Doetinchem;0;0;0;0;0;0
28-7-2020;Doetinchem;1;1,7;0;0;0;0
4-8-2020;Doetinchem;1;1,7;0;0;0;0
11-8-2020;Doetinchem;7;12,1;0;0;0;0
18-8-2020;Doetinchem;12;20,7;0;0;0;0
3-3-2020;Dongen;1;3,8;0;0;0;0
10-3-2020;Dongen;3;11,4;0;0;0;0
17-3-2020;Dongen;3;11,4;0;0;0;0
25-3-2020;Dongen;8;30,5;4;15,3;0;0
31-3-2020;Dongen;28;106,8;11;41,9;5;19,1
7-4-2020;Dongen;35;133,5;10;38,1;8;30,5
14-4-2020;Dongen;20;76,3;3;11,4;4;15,3
21-4-2020;Dongen;16;61;4;15,3;2;7,6
28-4-2020;Dongen;18;68,6;4;15,3;2;7,6
5-5-2020;Dongen;12;45,8;0;0;1;3,8
12-5-2020;Dongen;5;19,1;0;0;2;7,6
19-5-2020;Dongen;1;3,8;0;0;2;7,6
26-5-2020;Dongen;2;7,6;0;0;0;0
2-6-2020;Dongen;5;19,1;0;0;0;0
9-6-2020;Dongen;4;15,3;0;0;0;0
16-6-2020;Dongen;2;7,6;0;0;0;0
23-6-2020;Dongen;1;3,8;0;0;0;0
30-6-2020;Dongen;1;3,8;0;0;0;0
7-7-2020;Dongen;1;3,8;0;0;0;0
14-7-2020;Dongen;0;0;0;0;0;0
21-7-2020;Dongen;3;11,4;0;0;0;0
28-7-2020;Dongen;3;11,4;0;0;0;0
4-8-2020;Dongen;1;3,8;0;0;0;0
11-8-2020;Dongen;5;19,1;0;0;0;0
18-8-2020;Dongen;5;19,1;0;0;0;0
3-3-2020;Dordrecht;0;0;0;0;0;0
10-3-2020;Dordrecht;0;0;1;0,8;0;0
17-3-2020;Dordrecht;5;4,2;7;5,9;0;0
25-3-2020;Dordrecht;26;21,8;20;16,8;1;0,8
31-3-2020;Dordrecht;58;48,6;36;30,2;4;3,4
7-4-2020;Dordrecht;77;64,6;38;31,9;7;5,9
14-4-2020;Dordrecht;106;88,9;23;19,3;11;9,2
21-4-2020;Dordrecht;120;100,6;16;13,4;11;9,2
28-4-2020;Dordrecht;78;65,4;11;9,2;8;6,7
5-5-2020;Dordrecht;46;38,6;4;3,4;6;5
12-5-2020;Dordrecht;81;67,9;2;1,7;7;5,9
19-5-2020;Dordrecht;129;108,1;2;1,7;9;7,5
26-5-2020;Dordrecht;133;111,5;2;1,7;21;17,6
2-6-2020;Dordrecht;86;72,1;1;0,8;19;15,9
9-6-2020;Dordrecht;59;49,5;1;0,8;9;7,5
16-6-2020;Dordrecht;47;39,4;0;0;8;6,7
23-6-2020;Dordrecht;16;13,4;1;0,8;2;1,7
30-6-2020;Dordrecht;9;7,5;1;0,8;1;0,8
7-7-2020;Dordrecht;6;5;0;0;0;0
14-7-2020;Dordrecht;7;5,9;0;0;0;0
21-7-2020;Dordrecht;13;10,9;0;0;0;0
28-7-2020;Dordrecht;25;21;0;0;0;0
4-8-2020;Dordrecht;27;22,6;1;0,8;0;0
11-8-2020;Dordrecht;61;51,1;1;0,8;0;0
18-8-2020;Dordrecht;79;66,2;1;0,8;0;0
3-3-2020;Drechterland;0;0;0;0;0;0
10-3-2020;Drechterland;0;0;0;0;0;0
17-3-2020;Drechterland;0;0;0;0;0;0
25-3-2020;Drechterland;4;20,3;2;10,1;0;0
31-3-2020;Drechterland;9;45,6;2;10,1;1;5,1
7-4-2020;Drechterland;21;106,5;0;0;4;20,3
14-4-2020;Drechterland;25;126,8;1;5,1;7;35,5
21-4-2020;Drechterland;16;81,1;2;10,1;4;20,3
28-4-2020;Drechterland;8;40,6;1;5,1;0;0
5-5-2020;Drechterland;2;10,1;0;0;0;0
12-5-2020;Drechterland;1;5,1;0;0;0;0
19-5-2020;Drechterland;0;0;0;0;0;0
26-5-2020;Drechterland;0;0;1;5,1;0;0
2-6-2020;Drechterland;1;5,1;1;5,1;0;0
9-6-2020;Drechterland;1;5,1;0;0;0;0
16-6-2020;Drechterland;0;0;0;0;0;0
23-6-2020;Drechterland;2;10,1;0;0;0;0
30-6-2020;Drechterland;2;10,1;0;0;0;0
7-7-2020;Drechterland;0;0;0;0;0;0
14-7-2020;Drechterland;0;0;0;0;0;0
21-7-2020;Drechterland;0;0;0;0;0;0
28-7-2020;Drechterland;0;0;0;0;0;0
4-8-2020;Drechterland;0;0;0;0;0;0
11-8-2020;Drechterland;0;0;0;0;0;0
18-8-2020;Drechterland;0;0;0;0;0;0
3-3-2020;Drimmelen;0;0;0;0;0;0
10-3-2020;Drimmelen;4;14,7;1;3,7;0;0
17-3-2020;Drimmelen;12;44;4;14,7;0;0
25-3-2020;Drimmelen;16;58,7;9;33;0;0
31-3-2020;Drimmelen;19;69,7;8;29,3;2;7,3
7-4-2020;Drimmelen;15;55;4;14,7;3;11
14-4-2020;Drimmelen;11;40,3;4;14,7;2;7,3
21-4-2020;Drimmelen;19;69,7;2;7,3;1;3,7
28-4-2020;Drimmelen;18;66;0;0;2;7,3
5-5-2020;Drimmelen;8;29,3;0;0;3;11
12-5-2020;Drimmelen;5;18,3;0;0;1;3,7
19-5-2020;Drimmelen;3;11;0;0;0;0
26-5-2020;Drimmelen;1;3,7;0;0;0;0
2-6-2020;Drimmelen;1;3,7;0;0;0;0
9-6-2020;Drimmelen;1;3,7;0;0;0;0
16-6-2020;Drimmelen;1;3,7;0;0;0;0
23-6-2020;Drimmelen;0;0;0;0;0;0
30-6-2020;Drimmelen;0;0;0;0;0;0
7-7-2020;Drimmelen;0;0;0;0;0;0
14-7-2020;Drimmelen;2;7,3;0;0;0;0
21-7-2020;Drimmelen;2;7,3;0;0;0;0
28-7-2020;Drimmelen;1;3,7;0;0;0;0
4-8-2020;Drimmelen;2;7,3;0;0;0;0
11-8-2020;Drimmelen;7;25,7;0;0;0;0
18-8-2020;Drimmelen;12;44;0;0;0;0
3-3-2020;Dronten;0;0;0;0;0;0
10-3-2020;Dronten;0;0;0;0;0;0
17-3-2020;Dronten;7;16,8;2;4,8;0;0
25-3-2020;Dronten;11;26,5;6;14,4;1;2,4
31-3-2020;Dronten;13;31,3;12;28,9;2;4,8
7-4-2020;Dronten;26;62,6;12;28,9;3;7,2
14-4-2020;Dronten;45;108,3;7;16,8;6;14,4
21-4-2020;Dronten;54;129,9;6;14,4;7;16,8
28-4-2020;Dronten;38;91,4;4;9,6;3;7,2
5-5-2020;Dronten;16;38,5;3;7,2;0;0
12-5-2020;Dronten;6;14,4;2;4,8;0;0
19-5-2020;Dronten;6;14,4;0;0;0;0
26-5-2020;Dronten;10;24,1;0;0;0;0
2-6-2020;Dronten;6;14,4;0;0;0;0
9-6-2020;Dronten;2;4,8;0;0;0;0
16-6-2020;Dronten;2;4,8;0;0;1;2,4
23-6-2020;Dronten;0;0;0;0;1;2,4
30-6-2020;Dronten;3;7,2;0;0;0;0
7-7-2020;Dronten;3;7,2;0;0;0;0
14-7-2020;Dronten;0;0;0;0;0;0
21-7-2020;Dronten;0;0;0;0;0;0
28-7-2020;Dronten;0;0;0;0;0;0
4-8-2020;Dronten;0;0;0;0;0;0
11-8-2020;Dronten;0;0;0;0;0;0
18-8-2020;Dronten;1;2,4;0;0;0;0
3-3-2020;Druten;0;0;0;0;0;0
10-3-2020;Druten;1;5,3;0;0;0;0
17-3-2020;Druten;5;26,4;3;15,9;0;0
25-3-2020;Druten;7;37;7;37;0;0
31-3-2020;Druten;16;84,5;11;58,1;0;0
7-4-2020;Druten;30;158,5;12;63,4;4;21,1
14-4-2020;Druten;63;332,9;6;31,7;5;26,4
21-4-2020;Druten;65;343,4;2;10,6;3;15,9
28-4-2020;Druten;23;121,5;4;21,1;3;15,9
5-5-2020;Druten;8;42,3;3;15,9;1;5,3
12-5-2020;Druten;4;21,1;0;0;0;0
19-5-2020;Druten;0;0;0;0;0;0
26-5-2020;Druten;3;15,9;1;5,3;0;0
