Municipality_code;Total_reported;Total_reported_per_100000;Hospital_admission;Hospital_admission_per_100000;Deceased;Deceased_per_100000;;;;
Kaag en Braassem;8;29,3;1;3,7;2;7,3;;;WAAR;Kaag en Braassem
Kampen;150;276,1;17;31,3;14;25,8;;;WAAR;Kampen
Kapelle;13;102,4;1;7,9;1;7,9;;;WAAR;Kapelle
Katwijk;67;101,9;12;18,3;5;7,6;;;WAAR;Katwijk
Kerkrade;63;137,7;18;39,3;7;15,3;;;WAAR;Kerkrade
Koggenland;14;61,5;1;4,4;3;13,2;;;WAAR;Koggenland
Krimpen aan den IJssel;21;71,1;5;16,9;1;3,4;;;WAAR;Krimpen aan den IJssel
Krimpenerwaard;47;83,5;11;19,5;11;19,5;;;WAAR;Krimpenerwaard
Laarbeek;21;93,2;9;40;10;44,4;;;WAAR;Laarbeek
Landerd;45;286,1;9;57,2;8;50,9;;;WAAR;Landerd
Landgraaf;52;138,9;18;48,1;7;18,7;;;WAAR;Landgraaf
Landsmeer;8;69,6;0;0;0;0;;;WAAR;Landsmeer
Langedijk;19;67,5;5;17,8;1;3,6;;;WAAR;Langedijk
Lansingerland;69;110,6;15;24;16;25,6;;;WAAR;Lansingerland
Laren (NH.);7;62,1;1;8,9;0;0;;;WAAR;Laren (NH.)
Leeuwarden;20;16,1;8;6,4;2;1,6;;;WAAR;Leeuwarden
Leiden;53;42,4;15;12;6;4,8;;;WAAR;Leiden
Leiderdorp;14;51,7;5;18,5;3;11,1;;;WAAR;Leiderdorp
Leidschendam-Voorburg;37;48,3;7;9,1;3;3,9;;;WAAR;Leidschendam-Voorburg
Lelystad;48;61,1;17;21,6;5;6,4;;;WAAR;Lelystad
Leudal;70;195,1;12;33,4;10;27,9;;;WAAR;Leudal
Leusden;14;46,1;2;6,6;1;3,3;;;WAAR;Leusden
Lingewaard;32;68,7;10;21,5;2;4,3;;;WAAR;Lingewaard
Lisse;8;34,9;3;13,1;1;4,4;;;WAAR;Lisse
Lochem;31;91,9;7;20,8;4;11,9;;;WAAR;Lochem
Loon op Zand;8;34,2;4;17,1;2;8,5;;;WAAR;Loon op Zand
Lopik;15;103,7;8;55,3;2;13,8;;;WAAR;Lopik
Loppersum;0;0;0;0;0;0;;;WAAR;Loppersum
Losser;11;48,5;1;4,4;0;0;;;WAAR;Losser
Maasdriel;14;55,9;4;16;2;8;;;WAAR;Maasdriel
Maasgouw;31;129,4;7;29,2;7;29,2;;;WAAR;Maasgouw
Maassluis;20;60,2;4;12;1;3;;;WAAR;Maassluis
Maastricht;263;216,3;52;42,8;35;28,8;;;WAAR;Maastricht
Medemblik;27;59,9;5;11,1;4;8,9;;;WAAR;Medemblik
Meerssen;46;244,3;7;37,2;5;26,6;;;WAAR;Meerssen
Meierijstad;125;154;28;34,5;38;46,8;;;WAAR;Meierijstad
Meppel;14;41,3;4;11,8;2;5,9;;;WAAR;Meppel
Middelburg (Z.);19;38,9;3;6,1;2;4,1;;;WAAR;Middelburg (Z.)
Midden-Delfland;6;31;1;5,2;0;0;;;WAAR;Midden-Delfland
Midden-Drenthe;7;21,1;0;0;0;0;;;WAAR;Midden-Drenthe
Midden-Groningen;16;26,3;2;3,3;2;3,3;;;WAAR;Midden-Groningen
Mill en Sint Hubert;12;109,7;0;0;2;18,3;;;WAAR;Mill en Sint Hubert
Moerdijk;25;67,3;7;18,9;4;10,8;;;WAAR;Moerdijk
Molenlanden;46;104,8;4;9,1;2;4,6;;;WAAR;Molenlanden
Montferland;35;97,2;3;8,3;1;2,8;;;WAAR;Montferland
Montfoort;12;86,2;1;7,2;2;14,4;;;WAAR;Montfoort
Mook en Middelaar;13;165,7;3;38,2;1;12,7;;;WAAR;Mook en Middelaar
Neder-Betuwe;25;102,7;5;20,5;7;28,8;;;WAAR;Neder-Betuwe
Nederweert;7;41,1;4;23,5;3;17,6;;;WAAR;Nederweert
Nieuwegein;36;56,7;17;26,8;9;14,2;;;WAAR;Nieuwegein
Nieuwkoop;20;69,4;3;10,4;4;13,9;;;WAAR;Nieuwkoop
Nijkerk;19;44;7;16,2;0;0;;;WAAR;Nijkerk
Nijmegen;192;108,1;26;14,6;23;12,9;;;WAAR;Nijmegen
Nissewaard;63;73,9;12;14,1;5;5,9;;;WAAR;Nissewaard
Noardeast-Fryslan;17;37,6;2;4,4;1;2,2;;;WAAR;Noardeast-Fryslan
Noord-Beveland;2;27,1;0;0;0;0;;;WAAR;Noord-Beveland
Noordenveld;9;28,8;3;9,6;0;0;;;WAAR;Noordenveld
Noordoostpolder;22;46,5;3;6,3;3;6,3;;;WAAR;Noordoostpolder
Noordwijk;10;23;2;4,6;1;2,3;;;WAAR;Noordwijk
Nuenen, Gerwen en Nederwetten;19;81,3;5;21,4;3;12,8;;;WAAR;Nuenen, Gerwen en Nederwetten
Nunspeet;51;183,1;11;39,5;8;28,7;;;WAAR;Nunspeet
Oegstgeest;11;44,3;2;8,1;0;0;;;WAAR;Oegstgeest
Oirschot;18;96,2;3;16;3;16;;;WAAR;Oirschot
Oisterwijk;18;68,6;7;26,7;1;3,8;;;WAAR;Oisterwijk
Oldambt;3;7,9;2;5,2;0;0;;;WAAR;Oldambt
Oldebroek;55;232,6;16;67,7;7;29,6;;;WAAR;Oldebroek
Oldenzaal;16;50,3;4;12,6;2;6,3;;;WAAR;Oldenzaal
Olst-Wijhe;21;115,1;6;32,9;2;11;;;WAAR;Olst-Wijhe
Ommen;21;116,6;3;16,7;2;11,1;;;WAAR;Ommen
Oost Gelre;21;70,9;6;20,3;3;10,1;;;WAAR;Oost Gelre
Oosterhout;26;46,4;6;10,7;6;10,7;;;WAAR;Oosterhout
Ooststellingwerf;1;3,9;0;0;0;0;;;WAAR;Ooststellingwerf
Oostzaan;9;92,4;5;51,4;1;10,3;;;WAAR;Oostzaan
Opmeer;2;16,9;0;0;1;8,4;;;WAAR;Opmeer
Opsterland;10;33,6;2;6,7;0;0;;;WAAR;Opsterland
Oss;147;159,9;33;35,9;42;45,7;;;WAAR;Oss
Oude IJsselstreek;32;81,2;9;22,8;3;7,6;;;WAAR;Oude IJsselstreek
Ouder-Amstel;9;64,2;1;7,1;0;0;;;WAAR;Ouder-Amstel
Oudewater;15;146,6;5;48,9;2;19,6;;;WAAR;Oudewater
Overbetuwe;35;73,1;12;25;5;10,4;;;WAAR;Overbetuwe
Papendrecht;31;96,5;4;12,4;6;18,7;;;WAAR;Papendrecht
Peel en Maas;69;158,9;19;43,8;18;41,5;;;WAAR;Peel en Maas
Pekela;0;0;0;0;0;0;;;WAAR;Pekela
Pijnacker-Nootdorp;36;65,1;7;12,7;5;9;;;WAAR;Pijnacker-Nootdorp
Purmerend;70;86,2;13;16;10;12,3;;;WAAR;Purmerend
Putten;6;24,9;2;8,3;0;0;;;WAAR;Putten
Raalte;35;92,8;3;8;3;8;;;WAAR;Raalte
Reimerswaal;15;66;0;0;0;0;;;WAAR;Reimerswaal
Renkum;22;70;3;9,5;2;6,4;;;WAAR;Renkum
Renswoude;11;202,1;4;73,5;5;91,8;;;WAAR;Renswoude
Reusel-De Mierden;8;61;3;22,9;2;15,3;;;WAAR;Reusel-De Mierden
Rheden;21;48;5;11,4;7;16;;;WAAR;Rheden
Rhenen;10;49,7;1;5;4;19,9;;;WAAR;Rhenen
Ridderkerk;30;65;6;13;7;15,2;;;WAAR;Ridderkerk
Rijssen-Holten;47;123,1;12;31,4;4;10,5;;;WAAR;Rijssen-Holten
Rijswijk (ZH.);39;71,6;9;16,5;8;14,7;;;WAAR;Rijswijk (ZH.)
Roerdalen;14;68;6;29,2;4;19,4;;;WAAR;Roerdalen
Roermond;51;87,5;13;22,3;12;20,6;;;WAAR;Roermond
Roosendaal;102;132;5;6,5;11;14,2;;;WAAR;Roosendaal
Rotterdam;867;133,1;164;25,2;111;17;;;WAAR;Rotterdam
Rozendaal;0;0;0;0;0;0;;;WAAR;Rozendaal
Rucphen;24;104,9;1;4,4;4;17,5;;;WAAR;Rucphen
Schagen;34;73,1;5;10,8;4;8,6;;;WAAR;Schagen
Scherpenzeel;11;111,3;3;30,4;2;20,2;;;WAAR;Scherpenzeel
Schiedam;54;68,6;13;16,5;4;5,1;;;WAAR;Schiedam
Schiermonnikoog;0;0;0;0;0;0;;;WAAR;Schiermonnikoog
Schouwen-Duiveland;13;38,4;3;8,9;0;0;;;WAAR;Schouwen-Duiveland
's-Gravenhage (gemeente);431;79;116;21,3;65;11,9;;;WAAR;'s-Gravenhage (gemeente)
's-Hertogenbosch;127;81,9;27;17,4;29;18,7;;;WAAR;'s-Hertogenbosch
Simpelveld;16;151,6;4;37,9;2;18,9;;;WAAR;Simpelveld
Sint Anthonis;25;214,3;2;17,1;2;17,1;;;WAAR;Sint Anthonis
Sint-Michielsgestel;32;109,6;13;44,5;8;27,4;;;WAAR;Sint-Michielsgestel
Sittard-Geleen;124;134,2;23;24,9;16;17,3;;;WAAR;Sittard-Geleen
Sliedrecht;22;87,2;2;7,9;1;4;;;WAAR;Sliedrecht
Sluis;8;34,5;3;12,9;1;4,3;;;WAAR;Sluis
Smallingerland;17;30,3;2;3,6;1;1,8;;;WAAR;Smallingerland
Soest;29;62,2;7;15;4;8,6;;;WAAR;Soest
Someren;36;185,9;7;36,1;4;20,7;;;WAAR;Someren
Son en Breugel;27;155,9;6;34,6;7;40,4;;;WAAR;Son en Breugel
Stadskanaal;3;9,5;1;3,2;1;3,2;;;WAAR;Stadskanaal
Staphorst;35;204,1;3;17,5;2;11,7;;;WAAR;Staphorst
Stede Broec;19;87,5;5;23;2;9,2;;;WAAR;Stede Broec
Steenbergen;26;106,5;4;16,4;4;16,4;;;WAAR;Steenbergen
Steenwijkerland;41;92,9;4;9,1;2;4,5;;;WAAR;Steenwijkerland
Stein (L.);45;179,9;10;40;7;28;;;WAAR;Stein (L.)
Stichtse Vecht;32;49,3;7;10,8;2;3,1;;;WAAR;Stichtse Vecht
Sudwest-Fryslan;29;32,2;3;3,3;2;2,2;;;WAAR;Sudwest-Fryslan
Terneuzen;53;97,4;6;11;2;3,7;;;WAAR;Terneuzen
Terschelling;1;20,5;0;0;0;0;;;WAAR;Terschelling
Texel;6;44,2;3;22,1;0;0;;;WAAR;Texel
Teylingen;17;45,4;5;13,4;0;0;;;WAAR;Teylingen
Tholen;66;256,2;9;34,9;6;23,3;;;WAAR;Tholen
Tiel;35;83;13;30,8;7;16,6;;;WAAR;Tiel
Tilburg;146;66,4;46;20,9;55;25;;;WAAR;Tilburg
Tubbergen;49;230,3;2;9,4;3;14,1;;;WAAR;Tubbergen
Twenterand;33;97,8;4;11,9;2;5,9;;;WAAR;Twenterand
Tynaarlo;12;35,4;2;5,9;0;0;;;WAAR;Tynaarlo
Tytsjerksteradiel;8;25;1;3,1;1;3,1;;;WAAR;Tytsjerksteradiel
Uden;53;125,8;12;28,5;20;47,5;;;WAAR;Uden
Uitgeest;9;65,9;2;14,6;0;0;;;WAAR;Uitgeest
Uithoorn;22;74,6;7;23,7;1;3,4;;;WAAR;Uithoorn
Urk;26;123,6;5;23,8;2;9,5;;;WAAR;Urk
Utrecht (gemeente);247;69,1;76;21,3;37;10,3;;;WAAR;Utrecht (gemeente)
Utrechtse Heuvelrug;33;66,6;12;24,2;3;6,1;;;WAAR;Utrechtse Heuvelrug
Vaals;15;148,4;2;19,8;0;0;;;WAAR;Vaals
Valkenburg aan de Geul;37;226,1;9;55;4;24,4;;;WAAR;Valkenburg aan de Geul
Valkenswaard;55;176,3;4;12,8;20;64,1;;;WAAR;Valkenswaard
Veendam;2;7,3;1;3,7;0;0;;;WAAR;Veendam
Veenendaal;64;96,3;22;33,1;4;6;;;WAAR;Veenendaal
Veere;8;36,6;3;13,7;0;0;;;WAAR;Veere
Veldhoven;49;107,8;8;17,6;8;17,6;;;WAAR;Veldhoven
Velsen;137;199,6;9;13,1;18;26,2;;;WAAR;Velsen
Venlo;101;99,2;29;28,5;28;27,5;;;WAAR;Venlo
Venray;40;91,7;11;25,2;10;22,9;;;WAAR;Venray
Vijfheerenlanden;95;167,2;9;15,8;23;40,5;;;WAAR;Vijfheerenlanden
Vlaardingen;87;118,5;13;17,7;11;15;;;WAAR;Vlaardingen
Vlieland;0;0;0;0;0;0;;;WAAR;Vlieland
Vlissingen;27;60,9;1;2,3;2;4,5;;;WAAR;Vlissingen
Voerendaal;16;128,3;8;64,1;4;32,1;;;WAAR;Voerendaal
Voorschoten;11;43;3;11,7;3;11,7;;;WAAR;Voorschoten
Voorst;13;52,9;3;12,2;5;20,4;;;WAAR;Voorst
Vught;30;113;12;45,2;8;30,1;;;WAAR;Vught
Waadhoeke;50;108,5;5;10,8;6;13;;;WAAR;Waadhoeke
Waalre;7;40,1;3;17,2;4;22,9;;;WAAR;Waalre
Waalwijk;40;82,2;8;16,4;5;10,3;;;WAAR;Waalwijk
Waddinxveen;20;68,3;5;17,1;4;13,7;;;WAAR;Waddinxveen
Wageningen;22;55,5;9;22,7;5;12,6;;;WAAR;Wageningen
Wassenaar;24;91,2;5;19;6;22,8;;;WAAR;Wassenaar
Waterland;8;45,9;4;23;1;5,7;;;WAAR;Waterland
Weert;43;85,8;14;27,9;5;10;;;WAAR;Weert
Weesp;13;65,9;4;20,3;1;5,1;;;WAAR;Weesp
West Betuwe;66;129,1;19;37,2;9;17,6;;;WAAR;West Betuwe
West Maas en Waal;42;217,3;5;25,9;1;5,2;;;WAAR;West Maas en Waal
Westerkwartier;28;44,2;4;6,3;2;3,2;;;WAAR;Westerkwartier
Westerveld;17;87,4;5;25,7;2;10,3;;;WAAR;Westerveld
Westervoort;14;93,5;6;40,1;0;0;;;WAAR;Westervoort
Westerwolde;1;3,9;1;3,9;0;0;;;WAAR;Westerwolde
Westland;90;81,5;20;18,1;18;16,3;;;WAAR;Westland
Weststellingwerf;9;34,7;0;0;1;3,9;;;WAAR;Weststellingwerf
Westvoorne;10;67,9;1;6,8;0;0;;;WAAR;Westvoorne
Wierden;19;77,7;1;4,1;1;4,1;;;WAAR;Wierden
Wijchen;45;109,5;8;19,5;1;2,4;;;WAAR;Wijchen
Wijdemeren;9;36,9;1;4,1;0;0;;;WAAR;Wijdemeren
Wijk bij Duurstede;14;58,5;2;8,4;1;4,2;;;WAAR;Wijk bij Duurstede
Winterswijk;16;55,5;4;13,9;1;3,5;;;WAAR;Winterswijk
Woensdrecht;18;82,3;0;0;0;0;;;WAAR;Woensdrecht
Woerden;60;114,7;14;26,8;9;17,2;;;WAAR;Woerden
Wormerland;16;98,3;3;18,4;3;18,4;;;WAAR;Wormerland
Woudenberg;12;89,8;5;37,4;1;7,5;;;WAAR;Woudenberg
Zaanstad;153;97,6;34;21,7;23;14,7;;;WAAR;Zaanstad
Zaltbommel;23;79,6;7;24,2;2;6,9;;;WAAR;Zaltbommel
Zandvoort;17;99,3;4;23,4;3;17,5;;;WAAR;Zandvoort
Zeewolde;9;39,7;2;8,8;3;13,2;;;WAAR;Zeewolde
Zeist;45;69,3;12;18,5;9;13,9;;;WAAR;Zeist
Zevenaar;37;84,6;13;29,7;6;13,7;;;WAAR;Zevenaar
Zoetermeer;70;55,9;15;12;5;4;;;WAAR;Zoetermeer
Zoeterwoude;4;46,5;0;0;0;0;;;WAAR;Zoeterwoude
Zuidplas;42;95,7;5;11,4;3;6,8;;;WAAR;Zuidplas
Zundert;19;87;5;22,9;3;13,7;;;WAAR;Zundert
Zutphen;28;58,4;7;14,6;7;14,6;;;WAAR;Zutphen
Zwartewaterland;57;251,3;9;39,7;4;17,6;;;WAAR;Zwartewaterland
Zwijndrecht;47;105,1;3;6,7;3;6,7;;;WAAR;Zwijndrecht
Zwolle;128;99,3;18;14;18;14;;;WAAR;Zwolle
