Date_of_report;Date_of_statistic_reported;Security_region_code;Security_region;Total_cases_reported;Total_deceased_reported
2021-01-05 10:00:00;2020-08-17;VR01;Groningen;2;0
2021-01-05 10:00:00;2020-08-18;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-08-19;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-08-20;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-08-21;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-08-22;VR01;Groningen;1;0
2021-01-05 10:00:00;2020-08-23;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-08-24;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-08-25;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-08-26;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-08-27;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-08-28;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-08-29;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-08-30;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-08-31;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-09-01;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-09-02;VR01;Groningen;1;0
2021-01-05 10:00:00;2020-09-03;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-09-04;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-09-05;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-09-06;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-09-07;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-09-08;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-09-09;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-09-10;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-09-11;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-09-12;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-09-13;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-09-14;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-09-15;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-09-16;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-09-17;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-09-18;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-09-19;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-09-20;VR01;Groningen;1;0
2021-01-05 10:00:00;2020-09-21;VR01;Groningen;2;0
2021-01-05 10:00:00;2020-09-22;VR01;Groningen;1;0
2021-01-05 10:00:00;2020-09-23;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-09-24;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-09-25;VR01;Groningen;1;0
2021-01-05 10:00:00;2020-09-26;VR01;Groningen;4;0
2021-01-05 10:00:00;2020-09-27;VR01;Groningen;2;0
2021-01-05 10:00:00;2020-09-28;VR01;Groningen;1;0
2021-01-05 10:00:00;2020-09-29;VR01;Groningen;1;0
2021-01-05 10:00:00;2020-09-30;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-10-01;VR01;Groningen;2;0
2021-01-05 10:00:00;2020-10-02;VR01;Groningen;2;0
2021-01-05 10:00:00;2020-10-03;VR01;Groningen;3;0
2021-01-05 10:00:00;2020-10-04;VR01;Groningen;3;0
2021-01-05 10:00:00;2020-10-05;VR01;Groningen;3;0
2021-01-05 10:00:00;2020-10-06;VR01;Groningen;8;0
2021-01-05 10:00:00;2020-10-07;VR01;Groningen;7;0
2021-01-05 10:00:00;2020-10-08;VR01;Groningen;8;0
2021-01-05 10:00:00;2020-10-09;VR01;Groningen;12;0
2021-01-05 10:00:00;2020-10-10;VR01;Groningen;7;0
2021-01-05 10:00:00;2020-10-11;VR01;Groningen;6;0
2021-01-05 10:00:00;2020-10-12;VR01;Groningen;6;0
2021-01-05 10:00:00;2020-10-13;VR01;Groningen;10;0
2021-01-05 10:00:00;2020-10-14;VR01;Groningen;9;0
2021-01-05 10:00:00;2020-10-15;VR01;Groningen;11;0
2021-01-05 10:00:00;2020-10-16;VR01;Groningen;13;1
2021-01-05 10:00:00;2020-10-17;VR01;Groningen;9;0
2021-01-05 10:00:00;2020-10-18;VR01;Groningen;7;0
2021-01-05 10:00:00;2020-10-19;VR01;Groningen;5;0
2021-01-05 10:00:00;2020-10-20;VR01;Groningen;8;0
2021-01-05 10:00:00;2020-10-21;VR01;Groningen;11;2
2021-01-05 10:00:00;2020-10-22;VR01;Groningen;13;0
2021-01-05 10:00:00;2020-10-23;VR01;Groningen;12;0
2021-01-05 10:00:00;2020-10-24;VR01;Groningen;8;0
2021-01-05 10:00:00;2020-10-25;VR01;Groningen;8;0
2021-01-05 10:00:00;2020-10-26;VR01;Groningen;7;0
2021-01-05 10:00:00;2020-10-27;VR01;Groningen;3;0
2021-01-05 10:00:00;2020-10-28;VR01;Groningen;7;0
2021-01-05 10:00:00;2020-10-29;VR01;Groningen;13;0
2021-01-05 10:00:00;2020-10-30;VR01;Groningen;6;0
2021-01-05 10:00:00;2020-10-31;VR01;Groningen;9;3
2021-01-05 10:00:00;2020-11-01;VR01;Groningen;3;2
2021-01-05 10:00:00;2020-11-02;VR01;Groningen;6;1
2021-01-05 10:00:00;2020-11-03;VR01;Groningen;13;0
2021-01-05 10:00:00;2020-11-04;VR01;Groningen;8;0
2021-01-05 10:00:00;2020-11-05;VR01;Groningen;1;0
2021-01-05 10:00:00;2020-11-06;VR01;Groningen;4;3
2021-01-05 10:00:00;2020-11-07;VR01;Groningen;2;0
2021-01-05 10:00:00;2020-11-08;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-11-09;VR01;Groningen;1;1
2021-01-05 10:00:00;2020-11-10;VR01;Groningen;10;0
2021-01-05 10:00:00;2020-11-11;VR01;Groningen;7;1
2021-01-05 10:00:00;2020-11-12;VR01;Groningen;4;0
2021-01-05 10:00:00;2020-11-13;VR01;Groningen;6;0
2021-01-05 10:00:00;2020-11-14;VR01;Groningen;9;0
2021-01-05 10:00:00;2020-11-15;VR01;Groningen;2;0
2021-01-05 10:00:00;2020-11-16;VR01;Groningen;2;0
2021-01-05 10:00:00;2020-11-17;VR01;Groningen;5;0
2021-01-05 10:00:00;2020-11-18;VR01;Groningen;10;2
2021-01-05 10:00:00;2020-11-19;VR01;Groningen;10;0
2021-01-05 10:00:00;2020-11-20;VR01;Groningen;4;0
2021-01-05 10:00:00;2020-11-21;VR01;Groningen;5;1
2021-01-05 10:00:00;2020-11-22;VR01;Groningen;2;0
2021-01-05 10:00:00;2020-11-23;VR01;Groningen;5;0
2021-01-05 10:00:00;2020-11-24;VR01;Groningen;6;0
2021-01-05 10:00:00;2020-11-25;VR01;Groningen;8;1
2021-01-05 10:00:00;2020-11-26;VR01;Groningen;11;0
2021-01-05 10:00:00;2020-11-27;VR01;Groningen;4;0
2021-01-05 10:00:00;2020-11-28;VR01;Groningen;4;0
2021-01-05 10:00:00;2020-11-29;VR01;Groningen;13;0
2021-01-05 10:00:00;2020-11-30;VR01;Groningen;7;0
2021-01-05 10:00:00;2020-12-01;VR01;Groningen;15;0
2021-01-05 10:00:00;2020-12-02;VR01;Groningen;16;0
2021-01-05 10:00:00;2020-12-03;VR01;Groningen;8;1
2021-01-05 10:00:00;2020-12-04;VR01;Groningen;17;1
2021-01-05 10:00:00;2020-12-05;VR01;Groningen;15;1
2021-01-05 10:00:00;2020-12-06;VR01;Groningen;6;0
2021-01-05 10:00:00;2020-12-07;VR01;Groningen;12;0
2021-01-05 10:00:00;2020-12-08;VR01;Groningen;15;1
2021-01-05 10:00:00;2020-12-09;VR01;Groningen;20;0
2021-01-05 10:00:00;2020-12-10;VR01;Groningen;13;1
2021-01-05 10:00:00;2020-12-11;VR01;Groningen;14;0
2021-01-05 10:00:00;2020-12-12;VR01;Groningen;20;0
2021-01-05 10:00:00;2020-12-13;VR01;Groningen;9;2
2021-01-05 10:00:00;2020-12-14;VR01;Groningen;10;0
2021-01-05 10:00:00;2020-12-15;VR01;Groningen;27;0
2021-01-05 10:00:00;2020-12-16;VR01;Groningen;25;0
2021-01-05 10:00:00;2020-12-17;VR01;Groningen;16;0
2021-01-05 10:00:00;2020-12-18;VR01;Groningen;34;2
2021-01-05 10:00:00;2020-12-19;VR01;Groningen;22;1
2021-01-05 10:00:00;2020-12-20;VR01;Groningen;16;0
2021-01-05 10:00:00;2020-12-21;VR01;Groningen;19;0
2021-01-05 10:00:00;2020-12-22;VR01;Groningen;33;1
2021-01-05 10:00:00;2020-12-23;VR01;Groningen;34;0
2021-01-05 10:00:00;2020-12-24;VR01;Groningen;34;1
2021-01-05 10:00:00;2020-12-25;VR01;Groningen;25;1
2021-01-05 10:00:00;2020-12-26;VR01;Groningen;11;0
2021-01-05 10:00:00;2020-12-27;VR01;Groningen;10;1
2021-01-05 10:00:00;2020-12-28;VR01;Groningen;25;0
2021-01-05 10:00:00;2020-12-29;VR01;Groningen;23;2
2021-01-05 10:00:00;2020-12-30;VR01;Groningen;40;1
2021-01-05 10:00:00;2020-12-31;VR01;Groningen;31;2
2021-01-05 10:00:00;2021-01-01;VR01;Groningen;29;0
2021-01-05 10:00:00;2021-01-02;VR01;Groningen;12;3
2021-01-05 10:00:00;2021-01-03;VR01;Groningen;7;1
2021-01-05 10:00:00;2021-01-04;VR01;Groningen;14;0
2021-01-05 10:00:00;2021-01-05;VR01;Groningen;0;0
2021-01-05 10:00:00;2020-07-01;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-02;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-03;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-04;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-05;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-06;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-07;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-08;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-09;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-10;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-11;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-12;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-13;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-14;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-15;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-16;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-17;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-18;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-19;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-20;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-21;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-22;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-23;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-24;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-25;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-26;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-27;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-28;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-29;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-30;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-31;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-01;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-02;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-03;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-04;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-05;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-06;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-07;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-08;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-09;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-10;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-11;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-12;VR02;Fryslân;1;0
2021-01-05 10:00:00;2020-08-13;VR02;Fryslân;2;0
2021-01-05 10:00:00;2020-08-14;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-15;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-16;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-17;VR02;Fryslân;1;0
2021-01-05 10:00:00;2020-08-18;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-19;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-20;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-21;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-22;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-23;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-24;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-25;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-26;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-27;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-28;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-29;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-30;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-08-31;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-09-01;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-09-02;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-09-03;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-09-04;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-09-05;VR02;Fryslân;1;0
2021-01-05 10:00:00;2020-09-06;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-09-07;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-09-08;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-09-09;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-09-10;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-09-11;VR02;Fryslân;1;0
2021-01-05 10:00:00;2020-09-12;VR02;Fryslân;1;0
2021-01-05 10:00:00;2020-09-13;VR02;Fryslân;1;0
2021-01-05 10:00:00;2020-09-14;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-09-15;VR02;Fryslân;2;0
2021-01-05 10:00:00;2020-09-16;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-09-17;VR02;Fryslân;1;0
2021-01-05 10:00:00;2020-09-18;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-09-19;VR02;Fryslân;2;0
2021-01-05 10:00:00;2020-09-20;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-09-21;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-09-22;VR02;Fryslân;4;0
2021-01-05 10:00:00;2020-09-23;VR02;Fryslân;1;0
2021-01-05 10:00:00;2020-09-24;VR02;Fryslân;4;0
2021-01-05 10:00:00;2020-09-25;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-09-26;VR02;Fryslân;1;0
2021-01-05 10:00:00;2020-09-27;VR02;Fryslân;2;0
2021-01-05 10:00:00;2020-09-28;VR02;Fryslân;2;0
2021-01-05 10:00:00;2020-09-29;VR02;Fryslân;8;0
2021-01-05 10:00:00;2020-09-30;VR02;Fryslân;1;0
2021-01-05 10:00:00;2020-10-01;VR02;Fryslân;2;1
2021-01-05 10:00:00;2020-10-02;VR02;Fryslân;4;0
2021-01-05 10:00:00;2020-10-03;VR02;Fryslân;6;0
2021-01-05 10:00:00;2020-10-04;VR02;Fryslân;13;0
2021-01-05 10:00:00;2020-10-05;VR02;Fryslân;2;0
2021-01-05 10:00:00;2020-10-06;VR02;Fryslân;9;0
2021-01-05 10:00:00;2020-10-07;VR02;Fryslân;9;0
2021-01-05 10:00:00;2020-10-08;VR02;Fryslân;11;0
2021-01-05 10:00:00;2020-10-09;VR02;Fryslân;14;0
2021-01-05 10:00:00;2020-10-10;VR02;Fryslân;15;0
2021-01-05 10:00:00;2020-10-11;VR02;Fryslân;21;0
2021-01-05 10:00:00;2020-10-12;VR02;Fryslân;7;0
2021-01-05 10:00:00;2020-10-13;VR02;Fryslân;24;0
2021-01-05 10:00:00;2020-10-14;VR02;Fryslân;14;0
2021-01-05 10:00:00;2020-10-15;VR02;Fryslân;8;2
2021-01-05 10:00:00;2020-10-16;VR02;Fryslân;14;1
2021-01-05 10:00:00;2020-10-17;VR02;Fryslân;14;0
2021-01-05 10:00:00;2020-10-18;VR02;Fryslân;15;0
2021-01-05 10:00:00;2020-10-19;VR02;Fryslân;11;0
2021-01-05 10:00:00;2020-10-20;VR02;Fryslân;7;0
2021-01-05 10:00:00;2020-10-21;VR02;Fryslân;15;0
2021-01-05 10:00:00;2020-10-22;VR02;Fryslân;7;1
2021-01-05 10:00:00;2020-10-23;VR02;Fryslân;19;2
2021-01-05 10:00:00;2020-10-24;VR02;Fryslân;16;0
2021-01-05 10:00:00;2020-10-25;VR02;Fryslân;2;0
2021-01-05 10:00:00;2020-10-26;VR02;Fryslân;6;0
2021-01-05 10:00:00;2020-10-27;VR02;Fryslân;12;0
2021-01-05 10:00:00;2020-10-28;VR02;Fryslân;9;0
2021-01-05 10:00:00;2020-10-29;VR02;Fryslân;19;0
2021-01-05 10:00:00;2020-10-30;VR02;Fryslân;5;1
2021-01-05 10:00:00;2020-10-31;VR02;Fryslân;18;0
2021-01-05 10:00:00;2020-11-01;VR02;Fryslân;7;1
2021-01-05 10:00:00;2020-11-02;VR02;Fryslân;7;1
2021-01-05 10:00:00;2020-11-03;VR02;Fryslân;7;0
2021-01-05 10:00:00;2020-11-04;VR02;Fryslân;6;0
2021-01-05 10:00:00;2020-11-05;VR02;Fryslân;8;0
2021-01-05 10:00:00;2020-11-06;VR02;Fryslân;9;0
2021-01-05 10:00:00;2020-11-07;VR02;Fryslân;3;0
2021-01-05 10:00:00;2020-11-08;VR02;Fryslân;4;0
2021-01-05 10:00:00;2020-11-09;VR02;Fryslân;2;1
2021-01-05 10:00:00;2020-11-10;VR02;Fryslân;4;0
2021-01-05 10:00:00;2020-11-11;VR02;Fryslân;7;0
2021-01-05 10:00:00;2020-11-12;VR02;Fryslân;5;0
2021-01-05 10:00:00;2020-11-13;VR02;Fryslân;7;1
2021-01-05 10:00:00;2020-11-14;VR02;Fryslân;8;0
2021-01-05 10:00:00;2020-11-15;VR02;Fryslân;5;0
2021-01-05 10:00:00;2020-11-16;VR02;Fryslân;3;1
2021-01-05 10:00:00;2020-11-17;VR02;Fryslân;5;0
2021-01-05 10:00:00;2020-11-18;VR02;Fryslân;6;0
2021-01-05 10:00:00;2020-11-19;VR02;Fryslân;9;2
2021-01-05 10:00:00;2020-11-20;VR02;Fryslân;3;1
2021-01-05 10:00:00;2020-11-21;VR02;Fryslân;9;1
2021-01-05 10:00:00;2020-11-22;VR02;Fryslân;3;1
2021-01-05 10:00:00;2020-11-23;VR02;Fryslân;5;1
2021-01-05 10:00:00;2020-11-24;VR02;Fryslân;6;0
2021-01-05 10:00:00;2020-11-25;VR02;Fryslân;6;0
2021-01-05 10:00:00;2020-11-26;VR02;Fryslân;5;0
2021-01-05 10:00:00;2020-11-27;VR02;Fryslân;4;0
2021-01-05 10:00:00;2020-11-28;VR02;Fryslân;6;1
2021-01-05 10:00:00;2020-11-29;VR02;Fryslân;3;0
2021-01-05 10:00:00;2020-11-30;VR02;Fryslân;6;0
2021-01-05 10:00:00;2020-12-01;VR02;Fryslân;10;0
2021-01-05 10:00:00;2020-12-02;VR02;Fryslân;7;1
2021-01-05 10:00:00;2020-12-03;VR02;Fryslân;5;0
2021-01-05 10:00:00;2020-12-04;VR02;Fryslân;7;0
2021-01-05 10:00:00;2020-12-05;VR02;Fryslân;7;0
2021-01-05 10:00:00;2020-12-06;VR02;Fryslân;6;0
2021-01-05 10:00:00;2020-12-07;VR02;Fryslân;5;0
2021-01-05 10:00:00;2020-12-08;VR02;Fryslân;13;0
2021-01-05 10:00:00;2020-12-09;VR02;Fryslân;10;0
2021-01-05 10:00:00;2020-12-10;VR02;Fryslân;18;1
2021-01-05 10:00:00;2020-12-11;VR02;Fryslân;15;1
2021-01-05 10:00:00;2020-12-12;VR02;Fryslân;16;0
2021-01-05 10:00:00;2020-12-13;VR02;Fryslân;8;0
2021-01-05 10:00:00;2020-12-14;VR02;Fryslân;14;0
2021-01-05 10:00:00;2020-12-15;VR02;Fryslân;27;0
2021-01-05 10:00:00;2020-12-16;VR02;Fryslân;24;0
2021-01-05 10:00:00;2020-12-17;VR02;Fryslân;21;0
2021-01-05 10:00:00;2020-12-18;VR02;Fryslân;24;0
2021-01-05 10:00:00;2020-12-19;VR02;Fryslân;27;2
2021-01-05 10:00:00;2020-12-20;VR02;Fryslân;19;0
2021-01-05 10:00:00;2020-12-21;VR02;Fryslân;18;0
2021-01-05 10:00:00;2020-12-22;VR02;Fryslân;18;0
2021-01-05 10:00:00;2020-12-23;VR02;Fryslân;23;0
2021-01-05 10:00:00;2020-12-24;VR02;Fryslân;34;2
2021-01-05 10:00:00;2020-12-25;VR02;Fryslân;25;0
2021-01-05 10:00:00;2020-12-26;VR02;Fryslân;24;1
2021-01-05 10:00:00;2020-12-27;VR02;Fryslân;12;1
2021-01-05 10:00:00;2020-12-28;VR02;Fryslân;13;0
2021-01-05 10:00:00;2020-12-29;VR02;Fryslân;22;2
2021-01-05 10:00:00;2020-12-30;VR02;Fryslân;28;0
2021-01-05 10:00:00;2020-12-31;VR02;Fryslân;39;2
2021-01-05 10:00:00;2021-01-01;VR02;Fryslân;16;0
2021-01-05 10:00:00;2021-01-02;VR02;Fryslân;22;0
2021-01-05 10:00:00;2021-01-03;VR02;Fryslân;15;0
2021-01-05 10:00:00;2021-01-04;VR02;Fryslân;10;0
2021-01-05 10:00:00;2021-01-05;VR02;Fryslân;0;0
2021-01-05 10:00:00;2020-07-01;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-02;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-03;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-04;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-05;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-06;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-07;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-08;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-09;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-10;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-11;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-12;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-13;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-14;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-15;VR03;Drenthe;2;0
2021-01-05 10:00:00;2020-07-16;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-17;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-18;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-19;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-20;VR03;Drenthe;1;0
2021-01-05 10:00:00;2020-07-21;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-22;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-23;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-24;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-25;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-26;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-27;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-28;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-29;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-30;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-07-31;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-08-01;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-08-02;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-08-03;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-08-04;VR03;Drenthe;0;0
2021-01-05 10:00:00;2020-08-05;VR03;Drenthe;0;0
