,ID,Updated,Confirmed,ConfirmedChange,Deaths,DeathsChange,Recovered,RecoveredChange,Latitude,Longitude,ISO2,ISO3,Country_Region,AdminRegion1,AdminRegion2
318,91343326,12/05/2020,66250018,563846,1524569,10020,42542126,385546,,,,,Worldwide,,
319,91700307,12/06/2020,66974627,724609,1534692,10123,42981515,439389,,,,,Worldwide,,
320,92031708,12/07/2020,67316936,342309,1539965,5273,43249276,267761,,,,,Worldwide,,
321,92438394,12/08/2020,68131040,814104,1554768,14803,43811551,562275,,,,,Worldwide,,
322,92862162,12/09/2020,68498598,367558,1562886,8118,44171660,360109,,,,,Worldwide,,
323,93188035,12/10/2020,69483855,985257,1580006,17120,44688463,516803,,,,,Worldwide,,
324,93517943,12/11/2020,70025535,541680,1590323,10317,45070225,381762,,,,,Worldwide,,
325,93851928,12/12/2020,71541897,1516362,1602500,12177,45680439,610214,,,,,Worldwide,,
326,94185933,12/13/2020,72126085,584188,1611344,8844,47139173,1458734,,,,,Worldwide,,
327,94351911,12/14/2020,72221634,95549,1612014,670,47218235,79062,,,,,Worldwide,,
328,95185724,12/16/2020,73992814,1771180,1645136,33122,41887210,-5331025,,,,,Worldwide,,
329,95543781,12/17/2020,74724989,732175,1657706,12570,42193884,306674,,,,,Worldwide,,
330,95866398,12/18/2020,75179482,454493,1667124,9418,42512618,318734,,,,,Worldwide,,
331,96223911,12/19/2020,76085068,905586,1682143,15019,42957535,444917,,,,,Worldwide,,
332,96531950,12/20/2020,76531725,446657,1689925,7782,43179943,222408,,,,,Worldwide,,
333,96889221,12/21/2020,77188346,656621,1699285,9360,43522242,342299,,,,,Worldwide,,
334,97220132,12/22/2020,77801721,613375,1713109,13824,43894903,372661,,,,,Worldwide,,
335,97559951,12/23/2020,78471775,670054,1725959,12850,44219799,324896,,,,,Worldwide,,
336,97919394,12/24/2020,79260455,788680,1739962,14003,44642816,423017,,,,,Worldwide,,
337,98268015,12/25/2020,79766525,506070,1748715,8753,44932522,289706,,,,,Worldwide,,
338,98629350,12/26/2020,80229602,463077,1755940,7225,45338147,405625,,,,,Worldwide,,
339,98993535,12/27/2020,80694954,465352,1763133,7193,45614015,275868,,,,,Worldwide,,
340,99370285,12/28/2020,81114788,419834,1770562,7429,45867925,253910,,,,,Worldwide,,
341,99754817,12/29/2020,81867031,752243,1786057,15495,46239512,371587,,,,,Worldwide,,
342,100096505,12/30/2020,82510560,643529,1800400,14343,46640066,400554,,,,,Worldwide,,
343,100472829,12/31/2020,83338512,827952,1815864,15464,46993335,353269,,,,,Worldwide,,
344,100870307,01/01/2021,83892131,553619,1825810,9946,47248015,254680,,,,,Worldwide,,
345,101240047,01/02/2021,84407031,514900,1833188,7378,47509473,261458,,,,,Worldwide,,
346,101640593,01/03/2021,84985054,578023,1841077,7889,47777565,268092,,,,,Worldwide,,
347,102051770,01/04/2021,85555275,570221,1849904,8827,48058025,280460,,,,,Worldwide,,
348,102473808,01/05/2021,86195556,640281,1863653,13749,48409904,351879,,,,,Worldwide,,
349,102850512,01/06/2021,86752314,556758,1875320,11667,48637236,227332,,,,,Worldwide,,
350,103219533,01/07/2021,87912740,1160426,1895389,20069,49013164,375928,,,,,Worldwide,,
351,103578235,01/08/2021,88203229,290489,1901510,6121,49203004,189840,,,,,Worldwide,,
352,103917379,01/09/2021,89396983,1193754,1921952,20442,49650452,447448,,,,,Worldwide,,
353,104278484,01/10/2021,90005787,608804,1931382,9430,49885280,234828,,,,,Worldwide,,
354,104643372,01/11/2021,90724811,719024,1941143,9761,50167081,281801,,,,,Worldwide,,
355,105017520,01/12/2021,91383544,658733,1956752,15609,50537895,370814,,,,,Worldwide,,
356,105377012,01/13/2021,92111432,727888,1973059,16307,50896076,358181,,,,,Worldwide,,
357,105778966,01/14/2021,92850683,739251,1988290,15231,51228917,332841,,,,,Worldwide,,
358,106186981,01/15/2021,93275676,424993,2000905,12615,51500681,271764,,,,,Worldwide,,
359,106579023,01/16/2021,94166923,891247,2015630,14725,51859334,358653,,,,,Worldwide,,
360,106950436,01/17/2021,94955779,788856,2029032,13402,52240858,381524,,,,,Worldwide,,
361,107321424,01/18/2021,95475781,520002,2038325,9293,52575519,334661,,,,,Worldwide,,
362,107720340,01/19/2021,96058991,583210,2053384,15059,52894168,318649,,,,,Worldwide,,
363,108075685,01/20/2021,96640644,581653,2068921,15537,53267010,372842,,,,,Worldwide,,
364,108423605,01/21/2021,97268568,627924,2084012,15091,53588790,321780,,,,,Worldwide,,
365,108740652,01/22/2021,98100314,831746,2104469,20457,54037317,448527,,,,,Worldwide,,
366,109065260,01/23/2021,98572942,472628,2116101,11632,54359532,322215,,,,,Worldwide,,
367,109408223,01/24/2021,99056336,483394,2125917,9816,54645793,286261,,,,,Worldwide,,
368,109763142,01/25/2021,99587084,530748,2136559,10642,54920146,274353,,,,,Worldwide,,
369,110126955,01/26/2021,100201258,614174,2154530,17971,55316924,396778,,,,,Worldwide,,
370,110452033,01/27/2021,100584555,383297,2166299,11769,55599107,282183,,,,,Worldwide,,
371,110763538,01/28/2021,101371256,786701,2187659,21360,55984485,385378,,,,,Worldwide,,
372,111087661,01/29/2021,101860188,488932,2200432,12773,56246379,261894,,,,,Worldwide,,
373,111389083,01/30/2021,102403247,543059,2214613,14181,56654869,408490,,,,,Worldwide,,
374,111713393,01/31/2021,102871614,468367,2225773,11160,56981674,326805,,,,,Worldwide,,
375,112003814,02/01/2021,103333479,461865,2235401,9628,57258433,276759,,,,,Worldwide,,
376,112321219,02/02/2021,103572661,239182,2243638,8237,57502710,244277,,,,,Worldwide,,
377,112630912,02/03/2021,104248610,675949,2263792,20154,57893288,390578,,,,,Worldwide,,
378,112947619,02/04/2021,104684395,435785,2277590,13798,58164975,271687,,,,,Worldwide,,
379,113273074,02/05/2021,105223208,538813,2293263,15673,58500396,335421,,,,,Worldwide,,
380,113585221,02/06/2021,105700191,476983,2306818,13555,58826515,326119,,,,,Worldwide,,
381,113889491,02/07/2021,106014623,314432,2313792,6974,59081354,254839,,,,,Worldwide,,
382,114215770,02/08/2021,106420830,406207,2323540,9748,59305523,224169,,,,,Worldwide,,
383,114523584,02/09/2021,106643519,222689,2330839,7299,59549395,243872,,,,,Worldwide,,
384,114832368,02/10/2021,107166785,523266,2348421,17582,59908386,358991,,,,,Worldwide,,
385,115125952,02/11/2021,107458667,291882,2357475,9054,60136468,228082,,,,,Worldwide,,
386,115544449,02/12/2021,108043938,585271,2377988,20513,60504739,368271,,,,,Worldwide,,
387,116187238,02/13/2021,108442250,398312,2390448,12460,60792545,287806,,,,,Worldwide,,
388,116822870,02/14/2021,108753721,311471,2398773,8325,61031525,238980,,,,,Worldwide,,
389,117418259,02/15/2021,109067558,313837,2405546,6773,61277452,245927,,,,,Worldwide,,
390,118018296,02/16/2021,109246204,178646,2410455,4909,61432383,154931,,,,,Worldwide,,
391,118341300,02/17/2021,109859193,612989,2428021,17566,61839534,407151,,,,,Worldwide,,
392,118652391,02/18/2021,110242443,383250,2439127,11106,62062504,222970,,,,,Worldwide,,
393,118828105,02/19/2021,110547030,304587,2447615,8488,62261377,198873,,,,,Worldwide,,
394,118990991,02/20/2021,110903820,356790,2456069,8454,62511665,250288,,,,,Worldwide,,
395,119163684,02/21/2021,111277667,373847,2464390,8321,62783718,272053,,,,,Worldwide,,
396,119344965,02/22/2021,111434139,156472,2467481,3091,62896305,112587,,,,,Worldwide,,
397,119512350,02/23/2021,111974905,540766,2481140,13659,63201288,304983,,,,,Worldwide,,
398,119685480,02/24/2021,112419536,444631,2492420,11280,63440310,239022,,,,,Worldwide,,
399,119855692,02/25/2021,112716833,297297,2500770,8350,63597985,157675,,,,,Worldwide,,
400,120033655,02/26/2021,113161929,445096,2510955,10185,63860665,262680,,,,,Worldwide,,
401,120231953,02/27/2021,113727033,565104,2523703,12748,64167250,306585,,,,,Worldwide,,
402,120384633,02/28/2021,113986374,259341,2528993,5290,64379512,212262,,,,,Worldwide,,
403,120544475,03/01/2021,114350611,364237,2536865,7872,64530988,151476,,,,,Worldwide,,
404,120691899,03/02/2021,114706724,356113,2544852,7987,64781391,250403,,,,,Worldwide,,
405,120845627,03/03/2021,114996913,290189,2554914,10062,65034400,253009,,,,,Worldwide,,
