"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Schiermonnikoog";88;"Schiermonnikoog";947;"25-11-2020";"08-12-2020";1;105,6;0;0;0;0
"Schouwen-Duiveland";1676;"Schouwen-Duiveland";33839;"25-11-2020";"08-12-2020";46;135,9;0;0;0;0
"Simpelveld";965;"Simpelveld";10555;"25-11-2020";"08-12-2020";55;521,1;1;9,5;0;0
"Sint Anthonis";1702;"Sint Anthonis";11664;"25-11-2020";"08-12-2020";56;480,1;0;0;0;0
"Sint-Michielsgestel";845;"Sint-Michielsgestel";29208;"25-11-2020";"08-12-2020";140;479,3;0;0;0;0
"Sittard-Geleen";1883;"Sittard-Geleen";92429;"25-11-2020";"08-12-2020";372;402,5;3;3,2;3;3,2
"Sliedrecht";610;"Sliedrecht";25220;"25-11-2020";"08-12-2020";196;777,2;1;4;3;11,9
"Sluis";1714;"Sluis";23210;"25-11-2020";"08-12-2020";99;426,5;2;8,6;1;4,3
"Smallingerland";90;"Smallingerland";56150;"25-11-2020";"08-12-2020";91;162,1;1;1,8;3;5,3
"Soest";342;"Soest";46606;"25-11-2020";"08-12-2020";172;369,1;2;4,3;1;2,1
"Someren";847;"Someren";19368;"25-11-2020";"08-12-2020";79;407,9;0;0;0;0
"Son en Breugel";848;"Son en Breugel";17322;"25-11-2020";"08-12-2020";59;340,6;1;5,8;1;5,8
"Stadskanaal";37;"Stadskanaal";31686;"25-11-2020";"08-12-2020";137;432,4;1;3,2;0;0
"Staphorst";180;"Staphorst";17145;"25-11-2020";"08-12-2020";96;559,9;0;0;0;0
"Stede Broec";532;"Stede Broec";21726;"25-11-2020";"08-12-2020";70;322,2;0;0;0;0
"Steenbergen";851;"Steenbergen";24416;"25-11-2020";"08-12-2020";54;221,2;0;0;0;0
"Steenwijkerland";1708;"Steenwijkerland";44126;"25-11-2020";"08-12-2020";119;269,7;0;0;0;0
"Stein";971;"Stein";25007;"25-11-2020";"08-12-2020";131;523,9;1;4;0;0
"Stichtse Vecht";1904;"Stichtse Vecht";64931;"25-11-2020";"08-12-2020";325;500,5;4;6,2;9;13,9
"Súdwest-Fryslân";1900;"Súdwest-Fryslân";89987;"25-11-2020";"08-12-2020";415;461,2;0;0;3;3,3
"Terneuzen";715;"Terneuzen";54426;"25-11-2020";"08-12-2020";215;395;1;1,8;0;0
"Terschelling";93;"Terschelling";4888;"25-11-2020";"08-12-2020";2;40,9;0;0;0;0
"Texel";448;"Texel";13575;"25-11-2020";"08-12-2020";10;73,7;0;0;0;0
"Teylingen";1525;"Teylingen";37440;"25-11-2020";"08-12-2020";172;459,4;0;0;0;0
"Tholen";716;"Tholen";25757;"25-11-2020";"08-12-2020";72;279,5;1;3,9;0;0
"Tiel";281;"Tiel";42159;"25-11-2020";"08-12-2020";164;389;4;9,5;2;4,7
"Tilburg";855;"Tilburg";219789;"25-11-2020";"08-12-2020";1239;563,7;7;3,2;6;2,7
"Tubbergen";183;"Tubbergen";21275;"25-11-2020";"08-12-2020";109;512,3;1;4,7;1;4,7
"Twenterand";1700;"Twenterand";33743;"25-11-2020";"08-12-2020";138;409;1;3;0;0
"Tynaarlo";1730;"Tynaarlo";33887;"25-11-2020";"08-12-2020";34;100,3;1;3;1;3
"Tytsjerksteradiel";737;"Tytsjerksteradiel";32052;"25-11-2020";"08-12-2020";45;140,4;1;3,1;0;0
"Uden";856;"Uden";42119;"25-11-2020";"08-12-2020";212;503,3;0;0;1;2,4
"Uitgeest";450;"Uitgeest";13666;"25-11-2020";"08-12-2020";71;519,5;0;0;0;0
"Uithoorn";451;"Uithoorn";29478;"25-11-2020";"08-12-2020";93;315,5;0;0;1;3,4
"Urk";184;"Urk";21031;"25-11-2020";"08-12-2020";357;1697,5;5;23,8;0;0
"Utrecht";344;"Utrecht";357597;"25-11-2020";"08-12-2020";1191;333,1;16;4,5;11;3,1
"Utrechtse Heuvelrug";1581;"Utrechtse Heuvelrug";49580;"25-11-2020";"08-12-2020";189;381,2;5;10,1;0;0
"Vaals";981;"Vaals";10105;"25-11-2020";"08-12-2020";66;653,1;1;9,9;0;0
"Valkenburg aan de Geul";994;"Valkenburg aan de Geul";16367;"25-11-2020";"08-12-2020";77;470,5;1;6,1;0;0
"Valkenswaard";858;"Valkenswaard";31193;"25-11-2020";"08-12-2020";150;480,9;0;0;0;0
"Veendam";47;"Veendam";27384;"25-11-2020";"08-12-2020";83;303,1;0;0;0;0
"Veenendaal";345;"Veenendaal";66493;"25-11-2020";"08-12-2020";596;896,3;3;4,5;11;16,5
"Veere";717;"Veere";21880;"25-11-2020";"08-12-2020";20;91,4;0;0;0;0
"Veldhoven";861;"Veldhoven";45466;"25-11-2020";"08-12-2020";170;373,9;1;2,2;4;8,8
"Velsen";453;"Velsen";68648;"25-11-2020";"08-12-2020";289;421;4;5,8;6;8,7
"Venlo";983;"Venlo";101802;"25-11-2020";"08-12-2020";363;356,6;1;1;8;7,9
"Venray";984;"Venray";43614;"25-11-2020";"08-12-2020";196;449,4;2;4,6;0;0
"Vijfheerenlanden";1961;"Vijfheerenlanden";56811;"25-11-2020";"08-12-2020";280;492,9;1;1,8;2;3,5
"Vlaardingen";622;"Vlaardingen";73397;"25-11-2020";"08-12-2020";359;489,1;6;8,2;1;1,4
"Vlieland";96;"Vlieland";1155;"25-11-2020";"08-12-2020";0;0;0;0;0;0
"Vlissingen";718;"Vlissingen";44360;"25-11-2020";"08-12-2020";66;148,8;3;6,8;0;0
"Voerendaal";986;"Voerendaal";12475;"25-11-2020";"08-12-2020";25;200,4;0;0;0;0
"Voorschoten";626;"Voorschoten";25596;"25-11-2020";"08-12-2020";80;312,5;0;0;2;7,8
"Voorst";285;"Voorst";24552;"25-11-2020";"08-12-2020";69;281;0;0;0;0
"Vught";865;"Vught";26558;"25-11-2020";"08-12-2020";263;990,3;2;7,5;2;7,5
"Waadhoeke";1949;"Waadhoeke";46090;"25-11-2020";"08-12-2020";60;130,2;0;0;0;0
"Waalre";866;"Waalre";17456;"25-11-2020";"08-12-2020";57;326,5;0;0;0;0
"Waalwijk";867;"Waalwijk";48637;"25-11-2020";"08-12-2020";252;518,1;0;0;6;12,3
"Waddinxveen";627;"Waddinxveen";29291;"25-11-2020";"08-12-2020";167;570,1;5;17,1;2;6,8
"Wageningen";289;"Wageningen";39664;"25-11-2020";"08-12-2020";174;438,7;0;0;3;7,6
"Wassenaar";629;"Wassenaar";26305;"25-11-2020";"08-12-2020";120;456,2;1;3,8;1;3,8
"Waterland";852;"Waterland";17424;"25-11-2020";"08-12-2020";70;401,7;0;0;0;0
"Weert";988;"Weert";50105;"25-11-2020";"08-12-2020";286;570,8;1;2;5;10
"Weesp";457;"Weesp";19738;"25-11-2020";"08-12-2020";100;506,6;0;0;0;0
"West Betuwe";1960;"West Betuwe";51128;"25-11-2020";"08-12-2020";417;815,6;1;2;4;7,8
"West Maas en Waal";668;"West Maas en Waal";19324;"25-11-2020";"08-12-2020";50;258,7;0;0;0;0
"Westerkwartier";1969;"Westerkwartier";63329;"25-11-2020";"08-12-2020";139;219,5;1;1,6;0;0
"Westerveld";1701;"Westerveld";19460;"25-11-2020";"08-12-2020";18;92,5;0;0;0;0
"Westervoort";293;"Westervoort";14971;"25-11-2020";"08-12-2020";97;647,9;1;6,7;0;0
"Westerwolde";1950;"Westerwolde";25733;"25-11-2020";"08-12-2020";95;369,2;1;3,9;0;0
"Westland";1783;"Westland";110375;"25-11-2020";"08-12-2020";724;655,9;4;3,6;4;3,6
"Weststellingwerf";98;"Weststellingwerf";25914;"25-11-2020";"08-12-2020";48;185,2;0;0;1;3,9
"Westvoorne";614;"Westvoorne";14731;"25-11-2020";"08-12-2020";28;190,1;0;0;0;0
"Wierden";189;"Wierden";24446;"25-11-2020";"08-12-2020";207;846,8;3;12,3;4;16,4
"Wijchen";296;"Wijchen";41110;"25-11-2020";"08-12-2020";168;408,7;1;2,4;2;4,9
"Wijdemeren";1696;"Wijdemeren";24358;"25-11-2020";"08-12-2020";77;316,1;0;0;0;0
"Wijk bij Duurstede";352;"Wijk bij Duurstede";23914;"25-11-2020";"08-12-2020";74;309,4;0;0;1;4,2
"Winterswijk";294;"Winterswijk";28854;"25-11-2020";"08-12-2020";117;405,5;1;3,5;0;0
"Woensdrecht";873;"Woensdrecht";21876;"25-11-2020";"08-12-2020";49;224;0;0;0;0
"Woerden";632;"Woerden";52299;"25-11-2020";"08-12-2020";279;533,5;2;3,8;0;0
"Wormerland";880;"Wormerland";16270;"25-11-2020";"08-12-2020";71;436,4;0;0;0;0
"Woudenberg";351;"Woudenberg";13362;"25-11-2020";"08-12-2020";127;950,5;0;0;0;0
"Zaanstad";479;"Zaanstad";156794;"25-11-2020";"08-12-2020";812;517,9;7;4,5;8;5,1
"Zaltbommel";297;"Zaltbommel";28881;"25-11-2020";"08-12-2020";177;612,9;1;3,5;0;0
"Zandvoort";473;"Zandvoort";17116;"25-11-2020";"08-12-2020";60;350,5;0;0;0;0
"Zeewolde";50;"Zeewolde";22653;"25-11-2020";"08-12-2020";65;286,9;1;4,4;1;4,4
"Zeist";355;"Zeist";64905;"25-11-2020";"08-12-2020";245;377,5;1;1,5;2;3,1
"Zevenaar";299;"Zevenaar";43750;"25-11-2020";"08-12-2020";135;308,6;1;2,3;1;2,3
"Zoetermeer";637;"Zoetermeer";125285;"25-11-2020";"08-12-2020";620;494,9;5;4;1;0,8
"Zoeterwoude";638;"Zoeterwoude";8605;"25-11-2020";"08-12-2020";29;337;0;0;0;0
"Zuidplas";1892;"Zuidplas";43885;"25-11-2020";"08-12-2020";167;380,5;2;4,6;2;4,6
"Zundert";879;"Zundert";21829;"25-11-2020";"08-12-2020";61;279,4;0;0;0;0
"Zutphen";301;"Zutphen";47934;"25-11-2020";"08-12-2020";140;292,1;1;2,1;0;0
"Zwartewaterland";1896;"Zwartewaterland";22685;"25-11-2020";"08-12-2020";107;471,7;1;4,4;0;0
"Zwijndrecht";642;"Zwijndrecht";44737;"25-11-2020";"08-12-2020";182;406,8;1;2,2;0;0
"Zwolle";193;"Zwolle";128840;"25-11-2020";"08-12-2020";316;245,3;0;0;2;1,6
