Date_of_report;Date_of_measurement;Wave;Region_code;Region_name;Subgroup_category;Subgroup;Indicator_category;Indicator;Sample_size;Figure_type;Value;Lower_limit;Upper_limit;Change_wrt_previous_measurement
2021-01-05 10:00:00;2020-09-28;01;VR07;Gelderland-Midden;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;197;Percentage;78.3;71.8;83.6;
2021-01-05 10:00:00;2020-09-28;01;VR08;Gelderland-Zuid;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;204;Percentage;76.4;69.5;82.1;
2021-01-05 10:00:00;2020-09-28;01;VR09;Utrecht;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;208;Percentage;85.4;79.8;89.7;
2021-01-05 10:00:00;2020-09-28;01;VR10;Noord-Holland-Noord;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;198;Percentage;78.7;72.1;84.1;
2021-01-05 10:00:00;2020-09-28;01;VR11;Zaanstreek-Waterland;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;189;Percentage;79.9;72.9;85.5;
2021-01-05 10:00:00;2020-09-28;01;VR12;Kennemerland;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;193;Percentage;81;74.4;86.3;
2021-01-05 10:00:00;2020-09-28;01;VR13;Amsterdam-Amstelland;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;211;Percentage;87.4;82.1;91.3;
2021-01-05 10:00:00;2020-09-28;01;VR14;Gooi en Vechtstreek;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;117;Percentage;81.6;72.9;88;
2021-01-05 10:00:00;2020-09-28;01;VR15;Haaglanden;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;200;Percentage;85.6;79.3;90.2;
2021-01-05 10:00:00;2020-09-28;01;VR16;Hollands-Midden;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;201;Percentage;80.8;74.6;85.9;
2021-01-05 10:00:00;2020-09-28;01;VR17;Rotterdam-Rijnmond;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;228;Percentage;78.2;72.2;83.2;
2021-01-05 10:00:00;2020-09-28;01;VR18;Zuid-Holland-Zuid;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;193;Percentage;81.1;74.6;86.2;
2021-01-05 10:00:00;2020-09-28;01;VR19;Zeeland;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;214;Percentage;81.2;75.3;85.9;
2021-01-05 10:00:00;2020-09-28;01;VR20;Midden- en West-Brabant;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;209;Percentage;82.3;76.3;87;
2021-01-05 10:00:00;2020-09-28;01;VR21;Brabant-Noord;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;201;Percentage;85.6;79.9;89.9;
2021-01-05 10:00:00;2020-09-28;01;VR22;Brabant-Zuidoost;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;205;Percentage;85;79.5;89.3;
2021-01-05 10:00:00;2020-09-28;01;VR23;Limburg-Noord;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;212;Percentage;82.9;77.1;87.5;
2021-01-05 10:00:00;2020-09-28;01;VR24;Limburg-Zuid;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;211;Percentage;79.7;73.6;84.6;
2021-01-05 10:00:00;2020-09-28;01;VR25;Flevoland;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;202;Percentage;79.4;73.1;84.6;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;5026;Percentage;63.8;62.3;65.2;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Leeftijd;16-24;Draagvlak;Bij_klachten_laat_testen;583;Percentage;61.4;56.9;65.7;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Leeftijd;25-39;Draagvlak;Bij_klachten_laat_testen;1230;Percentage;66.8;63.9;69.6;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Leeftijd;40-54;Draagvlak;Bij_klachten_laat_testen;1381;Percentage;59.6;56.7;62.4;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Leeftijd;55-69;Draagvlak;Bij_klachten_laat_testen;1192;Percentage;65.2;62.2;68;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Leeftijd;70+;Draagvlak;Bij_klachten_laat_testen;640;Percentage;65.5;61.4;69.4;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Geslacht;Man;Draagvlak;Bij_klachten_laat_testen;2446;Percentage;62;59.9;64.2;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Geslacht;Vrouw;Draagvlak;Bij_klachten_laat_testen;2580;Percentage;65.5;63.4;67.4;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Opleiding;Laag;Draagvlak;Bij_klachten_laat_testen;1264;Percentage;60.9;58;63.8;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Opleiding;Midden;Draagvlak;Bij_klachten_laat_testen;2055;Percentage;61.6;59.2;63.8;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Opleiding;Hoog;Draagvlak;Bij_klachten_laat_testen;1707;Percentage;67.7;65.1;70.1;
2021-01-05 10:00:00;2020-09-28;01;VR01;Groningen;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;212;Percentage;64.5;57.6;70.8;
2021-01-05 10:00:00;2020-09-28;01;VR02;Fryslân;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;194;Percentage;55.9;48.7;62.9;
2021-01-05 10:00:00;2020-09-28;01;VR03;Drenthe;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;203;Percentage;56.2;48.9;63.2;
2021-01-05 10:00:00;2020-09-28;01;VR04;IJsselland;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;216;Percentage;63.1;56.3;69.5;
2021-01-05 10:00:00;2020-09-28;01;VR05;Twente;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;215;Percentage;52.5;45.7;59.2;
2021-01-05 10:00:00;2020-09-28;01;VR06;Noord- en Oost-Gelderland;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;193;Percentage;61.2;53.5;68.3;
2021-01-05 10:00:00;2020-09-28;01;VR07;Gelderland-Midden;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;197;Percentage;66.3;59.1;72.7;
2021-01-05 10:00:00;2020-09-28;01;VR08;Gelderland-Zuid;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;204;Percentage;65.7;58.4;72.3;
2021-01-05 10:00:00;2020-09-28;01;VR09;Utrecht;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;208;Percentage;68.7;61.9;74.8;
2021-01-05 10:00:00;2020-09-28;01;VR10;Noord-Holland-Noord;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;198;Percentage;61.3;53.8;68.3;
2021-01-05 10:00:00;2020-09-28;01;VR11;Zaanstreek-Waterland;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;189;Percentage;58.2;50.3;65.6;
2021-01-05 10:00:00;2020-09-28;01;VR12;Kennemerland;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;193;Percentage;63.5;55.8;70.6;
2021-01-05 10:00:00;2020-09-28;01;VR13;Amsterdam-Amstelland;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;211;Percentage;75.3;68.7;80.9;
2021-01-05 10:00:00;2020-09-28;01;VR14;Gooi en Vechtstreek;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;117;Percentage;65.5;55.4;74.4;
2021-01-05 10:00:00;2020-09-28;01;VR15;Haaglanden;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;200;Percentage;69.3;62.1;75.7;
2021-01-05 10:00:00;2020-09-28;01;VR16;Hollands-Midden;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;201;Percentage;56.6;48.9;63.9;
2021-01-05 10:00:00;2020-09-28;01;VR17;Rotterdam-Rijnmond;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;228;Percentage;62.4;55.7;68.5;
2021-01-05 10:00:00;2020-09-28;01;VR18;Zuid-Holland-Zuid;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;193;Percentage;66.3;58.9;72.9;
2021-01-05 10:00:00;2020-09-28;01;VR19;Zeeland;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;214;Percentage;59.1;52.2;65.6;
2021-01-05 10:00:00;2020-09-28;01;VR20;Midden- en West-Brabant;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;209;Percentage;67.4;60.5;73.6;
2021-01-05 10:00:00;2020-09-28;01;VR21;Brabant-Noord;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;201;Percentage;70.2;63.2;76.4;
2021-01-05 10:00:00;2020-09-28;01;VR22;Brabant-Zuidoost;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;205;Percentage;64.1;56.9;70.6;
2021-01-05 10:00:00;2020-09-28;01;VR23;Limburg-Noord;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;212;Percentage;60.3;53.4;66.8;
2021-01-05 10:00:00;2020-09-28;01;VR24;Limburg-Zuid;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;211;Percentage;60.9;54;67.4;
2021-01-05 10:00:00;2020-09-28;01;VR25;Flevoland;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;202;Percentage;55.5;48.4;62.3;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Leeftijd;16-24;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Leeftijd;25-39;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Leeftijd;40-54;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Leeftijd;55-69;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Leeftijd;70+;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Geslacht;Man;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Geslacht;Vrouw;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Opleiding;Laag;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Opleiding;Midden;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Opleiding;Hoog;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR01;Groningen;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR02;Fryslân;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR03;Drenthe;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR04;IJsselland;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR05;Twente;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR06;Noord- en Oost-Gelderland;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR07;Gelderland-Midden;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR08;Gelderland-Zuid;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR09;Utrecht;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR10;Noord-Holland-Noord;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR11;Zaanstreek-Waterland;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR12;Kennemerland;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR13;Amsterdam-Amstelland;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR14;Gooi en Vechtstreek;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR15;Haaglanden;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR16;Hollands-Midden;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR17;Rotterdam-Rijnmond;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR18;Zuid-Holland-Zuid;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR19;Zeeland;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR20;Midden- en West-Brabant;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR21;Brabant-Noord;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR22;Brabant-Zuidoost;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR23;Limburg-Noord;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR24;Limburg-Zuid;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR25;Flevoland;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Leeftijd;16-24;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Leeftijd;25-39;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Leeftijd;40-54;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Leeftijd;55-69;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Leeftijd;70+;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Geslacht;Man;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Geslacht;Vrouw;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Opleiding;Laag;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Opleiding;Midden;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Opleiding;Hoog;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR01;Groningen;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR02;Fryslân;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR03;Drenthe;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR04;IJsselland;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR05;Twente;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR06;Noord- en Oost-Gelderland;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR07;Gelderland-Midden;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR08;Gelderland-Zuid;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR09;Utrecht;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR10;Noord-Holland-Noord;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR11;Zaanstreek-Waterland;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR12;Kennemerland;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR13;Amsterdam-Amstelland;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR14;Gooi en Vechtstreek;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR15;Haaglanden;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR16;Hollands-Midden;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR17;Rotterdam-Rijnmond;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR18;Zuid-Holland-Zuid;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR19;Zeeland;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR20;Midden- en West-Brabant;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR21;Brabant-Noord;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR22;Brabant-Zuidoost;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR23;Limburg-Noord;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR24;Limburg-Zuid;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR25;Flevoland;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Alle;Totaal;Draagvlak;Hoest_niest_in_elleboog;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Leeftijd;16-24;Draagvlak;Hoest_niest_in_elleboog;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Leeftijd;25-39;Draagvlak;Hoest_niest_in_elleboog;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Leeftijd;40-54;Draagvlak;Hoest_niest_in_elleboog;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Leeftijd;55-69;Draagvlak;Hoest_niest_in_elleboog;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Leeftijd;70+;Draagvlak;Hoest_niest_in_elleboog;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Geslacht;Man;Draagvlak;Hoest_niest_in_elleboog;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Geslacht;Vrouw;Draagvlak;Hoest_niest_in_elleboog;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Opleiding;Laag;Draagvlak;Hoest_niest_in_elleboog;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Opleiding;Midden;Draagvlak;Hoest_niest_in_elleboog;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Opleiding;Hoog;Draagvlak;Hoest_niest_in_elleboog;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR01;Groningen;Alle;Totaal;Draagvlak;Hoest_niest_in_elleboog;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR02;Fryslân;Alle;Totaal;Draagvlak;Hoest_niest_in_elleboog;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR03;Drenthe;Alle;Totaal;Draagvlak;Hoest_niest_in_elleboog;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR04;IJsselland;Alle;Totaal;Draagvlak;Hoest_niest_in_elleboog;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR05;Twente;Alle;Totaal;Draagvlak;Hoest_niest_in_elleboog;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR06;Noord- en Oost-Gelderland;Alle;Totaal;Draagvlak;Hoest_niest_in_elleboog;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR07;Gelderland-Midden;Alle;Totaal;Draagvlak;Hoest_niest_in_elleboog;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR08;Gelderland-Zuid;Alle;Totaal;Draagvlak;Hoest_niest_in_elleboog;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR09;Utrecht;Alle;Totaal;Draagvlak;Hoest_niest_in_elleboog;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR10;Noord-Holland-Noord;Alle;Totaal;Draagvlak;Hoest_niest_in_elleboog;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR11;Zaanstreek-Waterland;Alle;Totaal;Draagvlak;Hoest_niest_in_elleboog;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR12;Kennemerland;Alle;Totaal;Draagvlak;Hoest_niest_in_elleboog;0;Percentage;;;;
2021-01-05 10:00:00;2020-09-28;01;VR13;Amsterdam-Amstelland;Alle;Totaal;Draagvlak;Hoest_niest_in_elleboog;0;Percentage;;;;
