Gemeente;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000;;;;
Loppersum;16;167,8;0;0;0;0;;;WAAR;Loppersum
Losser;173;762,7;0;0;1;4,4;;;WAAR;Losser
Maasdriel;146;583,3;0;0;2;8;;;WAAR;Maasdriel
Maasgouw;66;275,4;0;0;0;0;;;WAAR;Maasgouw
Maassluis;279;840;4;12;2;6;;;WAAR;Maassluis
Maastricht;451;371;4;3,3;0;0;;;WAAR;Maastricht
Medemblik;208;461,2;0;0;0;0;;;WAAR;Medemblik
Meerssen;39;207,1;0;0;0;0;;;WAAR;Meerssen
Meierijstad;484;596,1;2;2,5;2;2,5;;;WAAR;Meierijstad
Meppel;114;336,1;0;0;0;0;;;WAAR;Meppel
Middelburg (Z.);82;168;2;4,1;0;0;;;WAAR;Middelburg (Z.)
Midden-Delfland;167;863,5;0;0;1;5,2;;;WAAR;Midden-Delfland
Midden-Drenthe;160;482,1;0;0;0;0;;;WAAR;Midden-Drenthe
Midden-Groningen;146;240,1;2;3,3;1;1,6;;;WAAR;Midden-Groningen
Mill en Sint Hubert;83;758,8;0;0;0;0;;;WAAR;Mill en Sint Hubert
Moerdijk;282;759,5;2;5,4;1;2,7;;;WAAR;Moerdijk
Molenlanden;317;721,9;0;0;2;4,6;;;WAAR;Molenlanden
Montferland;174;483,2;3;8,3;0;0;;;WAAR;Montferland
Montfoort;80;574,8;0;0;1;7,2;;;WAAR;Montfoort
Mook en Middelaar;49;624,4;0;0;0;0;;;WAAR;Mook en Middelaar
Neder-Betuwe;165;677,9;2;8,2;0;0;;;WAAR;Neder-Betuwe
Nederweert;98;575,8;1;5,9;0;0;;;WAAR;Nederweert
Nieuwegein;441;694,9;4;6,3;1;1,6;;;WAAR;Nieuwegein
Nieuwkoop;199;690,7;3;10,4;0;0;;;WAAR;Nieuwkoop
Nijkerk;256;593;0;0;1;2,3;;;WAAR;Nijkerk
Nijmegen;881;495,9;15;8,4;3;1,7;;;WAAR;Nijmegen
Nissewaard;728;854,3;4;4,7;2;2,3;;;WAAR;Nissewaard
Noardeast-Fryslan;95;210;0;0;0;0;;;WAAR;Noardeast-Fryslan
Noord-Beveland;22;297,6;0;0;1;13,5;;;WAAR;Noord-Beveland
Noordenveld;51;163,2;0;0;0;0;;;WAAR;Noordenveld
Noordoostpolder;128;270,7;2;4,2;1;2,1;;;WAAR;Noordoostpolder
Noordwijk;353;811,3;8;18,4;0;0;;;WAAR;Noordwijk
Nuenen, Gerwen en Nederwetten;122;521,7;0;0;1;4,3;;;WAAR;Nuenen, Gerwen en Nederwetten
Nunspeet;77;276,5;3;10,8;1;3,6;;;WAAR;Nunspeet
Oegstgeest;182;732,7;1;4;0;0;;;WAAR;Oegstgeest
Oirschot;123;657,3;1;5,3;0;0;;;WAAR;Oirschot
Oisterwijk;171;651,6;0;0;0;0;;;WAAR;Oisterwijk
Oldambt;64;167,5;0;0;0;0;;;WAAR;Oldambt
Oldebroek;42;177,6;0;0;0;0;;;WAAR;Oldebroek
Oldenzaal;309;970,6;0;0;7;22;;;WAAR;Oldenzaal
Olst-Wijhe;62;339,7;0;0;0;0;;;WAAR;Olst-Wijhe
Ommen;49;272,1;0;0;0;0;;;WAAR;Ommen
Oost Gelre;173;583,9;2;6,8;3;10,1;;;WAAR;Oost Gelre
Oosterhout;363;648,4;0;0;0;0;;;WAAR;Oosterhout
Ooststellingwerf;82;322;1;3,9;0;0;;;WAAR;Ooststellingwerf
Oostzaan;98;1006,7;0;0;0;0;;;WAAR;Oostzaan
Opmeer;66;557,6;0;0;1;8,4;;;WAAR;Opmeer
Opsterland;66;222;0;0;0;0;;;WAAR;Opsterland
Oss;689;749,6;1;1,1;4;4,4;;;WAAR;Oss
Oude IJsselstreek;117;297;1;2,5;0;0;;;WAAR;Oude IJsselstreek
Ouder-Amstel;113;805,6;1;7,1;0;0;;;WAAR;Ouder-Amstel
Oudewater;63;615,8;3;29,3;1;9,8;;;WAAR;Oudewater
Overbetuwe;206;430;2;4,2;2;4,2;;;WAAR;Overbetuwe
Papendrecht;284;883,7;0;0;2;6,2;;;WAAR;Papendrecht
Peel en Maas;254;584,9;0;0;0;0;;;WAAR;Peel en Maas
Pekela;27;221,4;0;0;0;0;;;WAAR;Pekela
Pijnacker-Nootdorp;455;822,7;1;1,8;0;0;;;WAAR;Pijnacker-Nootdorp
Purmerend;486;598,2;4;4,9;2;2,5;;;WAAR;Purmerend
Putten;75;311;0;0;0;0;;;WAAR;Putten
Raalte;177;469,3;0;0;0;0;;;WAAR;Raalte
Reimerswaal;69;303,6;0;0;0;0;;;WAAR;Reimerswaal
Renkum;139;442,4;3;9,5;1;3,2;;;WAAR;Renkum
Renswoude;30;551,1;0;0;0;0;;;WAAR;Renswoude
Reusel-De Mierden;137;1044,8;1;7,6;0;0;;;WAAR;Reusel-De Mierden
Rheden;195;445,6;1;2,3;1;2,3;;;WAAR;Rheden
Rhenen;172;854,9;1;5;0;0;;;WAAR;Rhenen
Ridderkerk;420;909,3;2;4,3;1;2,2;;;WAAR;Ridderkerk
Rijssen-Holten;232;607,7;1;2,6;0;0;;;WAAR;Rijssen-Holten
Rijswijk (ZH.);518;951,3;2;3,7;6;11;;;WAAR;Rijswijk (ZH.)
Roerdalen;36;175;0;0;0;0;;;WAAR;Roerdalen
Roermond;187;321;1;1,7;1;1,7;;;WAAR;Roermond
Roosendaal;608;787;4;5,2;3;3,9;;;WAAR;Roosendaal
Rotterdam;6102;937,1;47;7,2;25;3,8;;;WAAR;Rotterdam
Rozendaal;0;0;0;0;0;0;;;WAAR;Rozendaal
Rucphen;164;716,8;1;4,4;0;0;;;WAAR;Rucphen
Schagen;244;524,9;1;2,2;0;0;;;WAAR;Schagen
Scherpenzeel;63;637,7;0;0;0;0;;;WAAR;Scherpenzeel
Schiedam;734;932,3;2;2,5;2;2,5;;;WAAR;Schiedam
Schiermonnikoog;2;211,2;1;105,6;0;0;;;WAAR;Schiermonnikoog
Schouwen-Duiveland;101;298,5;0;0;0;0;;;WAAR;Schouwen-Duiveland
's-Gravenhage (gemeente);4470;818,9;57;10,4;22;4;;;WAAR;'s-Gravenhage (gemeente)
's-Hertogenbosch;893;575,7;7;4,5;6;3,9;;;WAAR;'s-Hertogenbosch
Simpelveld;25;236,9;0;0;0;0;;;WAAR;Simpelveld
Sint Anthonis;75;643;0;0;0;0;;;WAAR;Sint Anthonis
Sint-Michielsgestel;205;701,9;0;0;0;0;;;WAAR;Sint-Michielsgestel
Sittard-Geleen;245;265,1;3;3,2;1;1,1;;;WAAR;Sittard-Geleen
Sliedrecht;186;737,5;0;0;0;0;;;WAAR;Sliedrecht
Sluis;39;168;0;0;0;0;;;WAAR;Sluis
Smallingerland;150;267,1;2;3,6;1;1,8;;;WAAR;Smallingerland
Soest;400;858,3;6;12,9;1;2,1;;;WAAR;Soest
Someren;106;547,3;0;0;0;0;;;WAAR;Someren
Son en Breugel;90;519,6;0;0;1;5,8;;;WAAR;Son en Breugel
Stadskanaal;116;366,1;5;15,8;0;0;;;WAAR;Stadskanaal
Staphorst;140;816,6;0;0;0;0;;;WAAR;Staphorst
Stede Broec;90;414,3;0;0;0;0;;;WAAR;Stede Broec
Steenbergen;188;770;3;12,3;0;0;;;WAAR;Steenbergen
Steenwijkerland;111;251,6;0;0;0;0;;;WAAR;Steenwijkerland
Stein (L.);69;275,9;1;4;0;0;;;WAAR;Stein (L.)
Stichtse Vecht;450;693;1;1,5;2;3,1;;;WAAR;Stichtse Vecht
Sudwest-Fryslan;336;373,4;1;1,1;0;0;;;WAAR;Sudwest-Fryslan
Terneuzen;151;277,4;0;0;0;0;;;WAAR;Terneuzen
Terschelling;24;491;0;0;1;20,5;;;WAAR;Terschelling
Texel;31;228,4;1;7,4;0;0;;;WAAR;Texel
Teylingen;291;777,2;0;0;1;2,7;;;WAAR;Teylingen
Tholen;108;419,3;0;0;1;3,9;;;WAAR;Tholen
Tiel;306;725,8;3;7,1;0;0;;;WAAR;Tiel
Tilburg;1346;612,4;6;2,7;4;1,8;;;WAAR;Tilburg
Tubbergen;317;1490;0;0;1;4,7;;;WAAR;Tubbergen
Twenterand;230;681,6;0;0;0;0;;;WAAR;Twenterand
Tynaarlo;91;268,5;2;5,9;1;3;;;WAAR;Tynaarlo
Tytsjerksteradiel;60;187,2;0;0;2;6,2;;;WAAR;Tytsjerksteradiel
Uden;196;465,3;0;0;0;0;;;WAAR;Uden
Uitgeest;86;629,3;2;14,6;0;0;;;WAAR;Uitgeest
Uithoorn;227;770,1;2;6,8;1;3,4;;;WAAR;Uithoorn
Urk;43;204,5;1;4,8;0;0;;;WAAR;Urk
Utrecht (gemeente);3442;962,5;21;5,9;5;1,4;;;WAAR;Utrecht (gemeente)
Utrechtse Heuvelrug;368;742,2;3;6,1;2;4;;;WAAR;Utrechtse Heuvelrug
Vaals;18;178,1;0;0;0;0;;;WAAR;Vaals
Valkenburg aan de Geul;69;421,6;1;6,1;1;6,1;;;WAAR;Valkenburg aan de Geul
Valkenswaard;274;878,4;2;6,4;0;0;;;WAAR;Valkenswaard
Veendam;59;215,5;0;0;0;0;;;WAAR;Veendam
Veenendaal;695;1045,2;3;4,5;2;3;;;WAAR;Veenendaal
Veere;31;141,7;1;4,6;0;0;;;WAAR;Veere
Veldhoven;344;756,6;2;4,4;0;0;;;WAAR;Veldhoven
Velsen;404;588,5;7;10,2;0;0;;;WAAR;Velsen
Venlo;617;606,1;4;3,9;4;3,9;;;WAAR;Venlo
Venray;354;811,7;2;4,6;1;2,3;;;WAAR;Venray
Vijfheerenlanden;336;591,4;4;7;1;1,8;;;WAAR;Vijfheerenlanden
Vlaardingen;748;1019,1;3;4,1;3;4,1;;;WAAR;Vlaardingen
Vlieland;3;259,7;0;0;0;0;;;WAAR;Vlieland
Vlissingen;89;200,6;0;0;0;0;;;WAAR;Vlissingen
Voerendaal;38;304,6;0;0;0;0;;;WAAR;Voerendaal
Voorschoten;161;629;0;0;0;0;;;WAAR;Voorschoten
Voorst;75;305,5;1;4,1;0;0;;;WAAR;Voorst
Vught;154;579,9;0;0;0;0;;;WAAR;Vught
Waadhoeke;139;301,6;0;0;2;4,3;;;WAAR;Waadhoeke
Waalre;112;641,6;0;0;3;17,2;;;WAAR;Waalre
Waalwijk;341;701,1;3;6,2;1;2,1;;;WAAR;Waalwijk
Waddinxveen;238;812,5;3;10,2;0;0;;;WAAR;Waddinxveen
Wageningen;184;463,9;0;0;8;20,2;;;WAAR;Wageningen
Wassenaar;178;676,7;0;0;0;0;;;WAAR;Wassenaar
Waterland;137;786,3;1;5,7;3;17,2;;;WAAR;Waterland
Weert;246;491;3;6;0;0;;;WAAR;Weert
Weesp;179;906,9;0;0;0;0;;;WAAR;Weesp
West Betuwe;290;567,2;3;5,9;0;0;;;WAAR;West Betuwe
West Maas en Waal;107;553,7;1;5,2;1;5,2;;;WAAR;West Maas en Waal
Westerkwartier;115;181,6;0;0;0;0;;;WAAR;Westerkwartier
Westerveld;26;133,6;0;0;0;0;;;WAAR;Westerveld
Westervoort;53;354;0;0;0;0;;;WAAR;Westervoort
Westerwolde;94;365,3;1;3,9;1;3,9;;;WAAR;Westerwolde
Westland;901;816,3;4;3,6;0;0;;;WAAR;Westland
Weststellingwerf;92;355;0;0;1;3,9;;;WAAR;Weststellingwerf
Westvoorne;102;692,4;0;0;0;0;;;WAAR;Westvoorne
Wierden;272;1112,7;0;0;0;0;;;WAAR;Wierden
Wijchen;197;479,2;2;4,9;1;2,4;;;WAAR;Wijchen
Wijdemeren;173;710,2;2;8,2;1;4,1;;;WAAR;Wijdemeren
Wijk bij Duurstede;161;673,2;1;4,2;2;8,4;;;WAAR;Wijk bij Duurstede
Winterswijk;115;398,6;2;6,9;1;3,5;;;WAAR;Winterswijk
Woensdrecht;150;685,7;3;13,7;1;4,6;;;WAAR;Woensdrecht
Woerden;332;634,8;4;7,6;1;1,9;;;WAAR;Woerden
Wormerland;111;682,2;0;0;4;24,6;;;WAAR;Wormerland
Woudenberg;83;621,2;0;0;0;0;;;WAAR;Woudenberg
Zaanstad;1323;843,8;6;3,8;7;4,5;;;WAAR;Zaanstad
Zaltbommel;143;495,1;1;3,5;1;3,5;;;WAAR;Zaltbommel
Zandvoort;69;403,1;0;0;0;0;;;WAAR;Zandvoort
Zeewolde;70;309;0;0;0;0;;;WAAR;Zeewolde
Zeist;432;665,6;3;4,6;1;1,5;;;WAAR;Zeist
Zevenaar;174;397,7;2;4,6;1;2,3;;;WAAR;Zevenaar
Zoetermeer;848;676,9;3;2,4;5;4;;;WAAR;Zoetermeer
Zoeterwoude;67;778,6;0;0;0;0;;;WAAR;Zoeterwoude
Zuidplas;326;742,9;2;4,6;1;2,3;;;WAAR;Zuidplas
Zundert;148;678;0;0;0;0;;;WAAR;Zundert
Zutphen;168;350,5;2;4,2;0;0;;;WAAR;Zutphen
Zwartewaterland;127;559,8;0;0;1;4,4;;;WAAR;Zwartewaterland
Zwijndrecht;426;952,2;2;4,5;1;2,2;;;WAAR;Zwijndrecht
Zwolle;516;400,5;0;0;1;0,8;;;WAAR;Zwolle
