Gemeente;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000;;;;Municipality_name
Heerde;22;118,3;0;0;0;0;;;WAAR;Heerde
Heerenveen;15;29,7;0;0;0;0;;;WAAR;Heerenveen
Heerhugowaard;41;71,2;0;0;0;0;;;WAAR;Heerhugowaard
Heerlen;57;65,5;0;0;0;0;;;WAAR;Heerlen
Heeze-Leende;2;12,4;0;0;0;0;;;WAAR;Heeze-Leende
Heiloo;12;50,1;0;0;0;0;;;WAAR;Heiloo
Hellendoorn;3;8,4;0;0;0;0;;;WAAR;Hellendoorn
Hellevoetsluis;59;147;0;0;0;0;;;WAAR;Hellevoetsluis
Helmond;79;85,5;0;0;0;0;;;WAAR;Helmond
Hendrik-Ido-Ambacht;52;166,7;0;0;0;0;;;WAAR;Hendrik-Ido-Ambacht
Hengelo (O.);44;54,2;1;1,2;0;0;;;WAAR;Hengelo (O.)
Het Hogeland;36;75,3;0;0;0;0;;;WAAR;Het Hogeland
Heumen;18;109,4;0;0;0;0;;;WAAR;Heumen
Heusden;38;85;0;0;0;0;;;WAAR;Heusden
Hillegom;21;94,6;0;0;0;0;;;WAAR;Hillegom
Hilvarenbeek;22;141,8;1;6,4;0;0;;;WAAR;Hilvarenbeek
Hilversum;120;132,1;1;1,1;0;0;;;WAAR;Hilversum
Hoeksche Waard;105;120,1;0;0;0;0;;;WAAR;Hoeksche Waard
Hof van Twente;2;5,7;0;0;0;0;;;WAAR;Hof van Twente
Hollands Kroon;12;24,8;0;0;0;0;;;WAAR;Hollands Kroon
Hoogeveen;8;14,4;1;1,8;0;0;;;WAAR;Hoogeveen
Hoorn;54;73,7;0;0;0;0;;;WAAR;Hoorn
Horst aan de Maas;15;35,4;0;0;0;0;;;WAAR;Horst aan de Maas
Houten;42;83,8;1;2;0;0;;;WAAR;Houten
Huizen;41;99,3;0;0;0;0;;;WAAR;Huizen
Hulst;4;14,5;0;0;0;0;;;WAAR;Hulst
IJsselstein;18;52,8;0;0;0;0;;;WAAR;IJsselstein
Kaag en Braassem;21;76,9;0;0;0;0;;;WAAR;Kaag en Braassem
Kampen;41;75,5;0;0;0;0;;;WAAR;Kampen
Kapelle;2;15,8;0;0;0;0;;;WAAR;Kapelle
Katwijk;45;68,4;0;0;0;0;;;WAAR;Katwijk
Kerkrade;29;63,4;0;0;0;0;;;WAAR;Kerkrade
Koggenland;25;109,9;0;0;0;0;;;WAAR;Koggenland
Krimpen aan den IJssel;24;81,3;0;0;0;0;;;WAAR;Krimpen aan den IJssel
Krimpenerwaard;62;110,1;2;3,6;0;0;;;WAAR;Krimpenerwaard
Laarbeek;7;31,1;0;0;0;0;;;WAAR;Laarbeek
Landerd;7;44,5;0;0;0;0;;;WAAR;Landerd
Landgraaf;12;32;0;0;0;0;;;WAAR;Landgraaf
Landsmeer;17;147,9;0;0;0;0;;;WAAR;Landsmeer
Langedijk;20;71;0;0;0;0;;;WAAR;Langedijk
Lansingerland;131;210;0;0;0;0;;;WAAR;Lansingerland
Laren (NH.);8;70,9;0;0;0;0;;;WAAR;Laren (NH.)
Leeuwarden;107;86,2;1;0,8;0;0;;;WAAR;Leeuwarden
Leiden;313;250,2;3;2,4;0;0;;;WAAR;Leiden
Leiderdorp;12;44,4;0;0;0;0;;;WAAR;Leiderdorp
Leidschendam-Voorburg;135;176,4;3;3,9;1;1,3;;;WAAR;Leidschendam-Voorburg
Lelystad;58;73,8;0;0;0;0;;;WAAR;Lelystad
Leudal;14;39;0;0;0;0;;;WAAR;Leudal
Leusden;31;102;0;0;3;9,9;;;WAAR;Leusden
Lingewaard;43;92,3;1;2,1;0;0;;;WAAR;Lingewaard
Lisse;11;47,9;0;0;0;0;;;WAAR;Lisse
Lochem;17;50,4;0;0;0;0;;;WAAR;Lochem
Loon op Zand;12;51,3;0;0;0;0;;;WAAR;Loon op Zand
Lopik;27;186,6;0;0;0;0;;;WAAR;Lopik
Loppersum;3;31,5;0;0;0;0;;;WAAR;Loppersum
Losser;9;39,7;0;0;0;0;;;WAAR;Losser
Maasdriel;9;36;0;0;0;0;;;WAAR;Maasdriel
Maasgouw;6;25;0;0;0;0;;;WAAR;Maasgouw
Maassluis;43;129,5;1;3;0;0;;;WAAR;Maassluis
Maastricht;63;51,8;0;0;0;0;;;WAAR;Maastricht
Medemblik;11;24,4;0;0;0;0;;;WAAR;Medemblik
Meerssen;3;15,9;0;0;0;0;;;WAAR;Meerssen
Meierijstad;61;75,1;0;0;0;0;;;WAAR;Meierijstad
Meppel;11;32,4;0;0;0;0;;;WAAR;Meppel
Middelburg (Z.);25;51,2;1;2;0;0;;;WAAR;Middelburg (Z.)
Midden-Delfland;23;118,9;1;5,2;0;0;;;WAAR;Midden-Delfland
Midden-Drenthe;7;21,1;0;0;0;0;;;WAAR;Midden-Drenthe
Midden-Groningen;22;36,2;0;0;0;0;;;WAAR;Midden-Groningen
Mill en Sint Hubert;8;73,1;0;0;0;0;;;WAAR;Mill en Sint Hubert
Moerdijk;26;70;0;0;0;0;;;WAAR;Moerdijk
Molenlanden;37;84,3;0;0;1;2,3;;;WAAR;Molenlanden
Montferland;14;38,9;0;0;0;0;;;WAAR;Montferland
Montfoort;11;79;0;0;0;0;;;WAAR;Montfoort
Mook en Middelaar;9;114,7;0;0;0;0;;;WAAR;Mook en Middelaar
Neder-Betuwe;2;8,2;0;0;0;0;;;WAAR;Neder-Betuwe
Nederweert;3;17,6;0;0;0;0;;;WAAR;Nederweert
Nieuwegein;63;99,3;0;0;0;0;;;WAAR;Nieuwegein
Nieuwkoop;15;52,1;0;0;0;0;;;WAAR;Nieuwkoop
Nijkerk;32;74,1;0;0;0;0;;;WAAR;Nijkerk
Nijmegen;415;233,6;4;2,3;0;0;;;WAAR;Nijmegen
Nissewaard;82;96,2;0;0;0;0;;;WAAR;Nissewaard
Noardeast-Fryslan;8;17,7;0;0;0;0;;;WAAR;Noardeast-Fryslan
Noord-Beveland;4;54,1;0;0;0;0;;;WAAR;Noord-Beveland
Noordenveld;14;44,8;0;0;0;0;;;WAAR;Noordenveld
Noordoostpolder;17;35,9;2;4,2;0;0;;;WAAR;Noordoostpolder
Noordwijk;60;137,9;1;2,3;0;0;;;WAAR;Noordwijk
Nuenen, Gerwen en Nederwetten;25;106,9;0;0;0;0;;;WAAR;Nuenen, Gerwen en Nederwetten
Nunspeet;20;71,8;0;0;0;0;;;WAAR;Nunspeet
Oegstgeest;32;128,8;0;0;0;0;;;WAAR;Oegstgeest
Oirschot;15;80,2;0;0;0;0;;;WAAR;Oirschot
Oisterwijk;13;49,5;0;0;0;0;;;WAAR;Oisterwijk
Oldambt;17;44,5;0;0;0;0;;;WAAR;Oldambt
Oldebroek;8;33,8;0;0;0;0;;;WAAR;Oldebroek
Oldenzaal;23;72,2;0;0;0;0;;;WAAR;Oldenzaal
Olst-Wijhe;6;32,9;0;0;0;0;;;WAAR;Olst-Wijhe
Ommen;16;88,8;0;0;0;0;;;WAAR;Ommen
Oost Gelre;32;108;0;0;0;0;;;WAAR;Oost Gelre
Oosterhout;57;101,8;2;3,6;0;0;;;WAAR;Oosterhout
Ooststellingwerf;1;3,9;0;0;0;0;;;WAAR;Ooststellingwerf
Oostzaan;6;61,6;0;0;0;0;;;WAAR;Oostzaan
Opmeer;2;16,9;0;0;0;0;;;WAAR;Opmeer
Opsterland;5;16,8;0;0;0;0;;;WAAR;Opsterland
Oss;118;128,4;1;1,1;0;0;;;WAAR;Oss
Oude IJsselstreek;13;33;0;0;0;0;;;WAAR;Oude IJsselstreek
Ouder-Amstel;36;256,7;0;0;0;0;;;WAAR;Ouder-Amstel
Oudewater;7;68,4;0;0;0;0;;;WAAR;Oudewater
Overbetuwe;46;96;0;0;0;0;;;WAAR;Overbetuwe
Papendrecht;22;68,5;0;0;0;0;;;WAAR;Papendrecht
Peel en Maas;9;20,7;0;0;0;0;;;WAAR;Peel en Maas
Pekela;1;8,2;0;0;0;0;;;WAAR;Pekela
Pijnacker-Nootdorp;90;162,7;4;7,2;0;0;;;WAAR;Pijnacker-Nootdorp
Purmerend;56;68,9;1;1,2;0;0;;;WAAR;Purmerend
Putten;19;78,8;0;0;0;0;;;WAAR;Putten
Raalte;15;39,8;0;0;0;0;;;WAAR;Raalte
Reimerswaal;14;61,6;1;4,4;0;0;;;WAAR;Reimerswaal
Renkum;28;89,1;0;0;0;0;;;WAAR;Renkum
Renswoude;1;18,4;0;0;0;0;;;WAAR;Renswoude
Reusel-De Mierden;20;152,5;0;0;0;0;;;WAAR;Reusel-De Mierden
Rheden;16;36,6;0;0;0;0;;;WAAR;Rheden
Rhenen;11;54,7;0;0;0;0;;;WAAR;Rhenen
Ridderkerk;47;101,8;0;0;0;0;;;WAAR;Ridderkerk
Rijssen-Holten;17;44,5;0;0;0;0;;;WAAR;Rijssen-Holten
Rijswijk (ZH.);108;198,3;2;3,7;0;0;;;WAAR;Rijswijk (ZH.)
Roerdalen;1;4,9;0;0;0;0;;;WAAR;Roerdalen
Roermond;40;68,7;1;1,7;0;0;;;WAAR;Roermond
Roosendaal;46;59,5;0;0;0;0;;;WAAR;Roosendaal
Rotterdam;1709;262,5;23;3,5;1;0,2;;;WAAR;Rotterdam
Rozendaal;0;0;0;0;0;0;;;WAAR;Rozendaal
Rucphen;5;21,9;0;0;0;0;;;WAAR;Rucphen
Schagen;31;66,7;0;0;0;0;;;WAAR;Schagen
Scherpenzeel;3;30,4;0;0;0;0;;;WAAR;Scherpenzeel
Schiedam;185;235;3;3,8;0;0;;;WAAR;Schiedam
Schiermonnikoog;0;0;0;0;0;0;;;WAAR;Schiermonnikoog
Schouwen-Duiveland;22;65;0;0;0;0;;;WAAR;Schouwen-Duiveland
's-Gravenhage (gemeente);1644;301,2;10;1,8;5;0,9;;;WAAR;'s-Gravenhage (gemeente)
's-Hertogenbosch;139;89,6;1;0,6;0;0;;;WAAR;'s-Hertogenbosch
Simpelveld;1;9,5;0;0;0;0;;;WAAR;Simpelveld
Sint Anthonis;7;60;0;0;0;0;;;WAAR;Sint Anthonis
Sint-Michielsgestel;42;143,8;0;0;0;0;;;WAAR;Sint-Michielsgestel
Sittard-Geleen;22;23,8;0;0;0;0;;;WAAR;Sittard-Geleen
Sliedrecht;17;67,4;0;0;0;0;;;WAAR;Sliedrecht
Sluis;0;0;0;0;0;0;;;WAAR;Sluis
Smallingerland;11;19,6;0;0;0;0;;;WAAR;Smallingerland
Soest;47;100,8;0;0;0;0;;;WAAR;Soest
Someren;0;0;0;0;0;0;;;WAAR;Someren
Son en Breugel;5;28,9;0;0;0;0;;;WAAR;Son en Breugel
Stadskanaal;21;66,3;0;0;0;0;;;WAAR;Stadskanaal
Staphorst;4;23,3;0;0;0;0;;;WAAR;Staphorst
Stede Broec;11;50,6;0;0;0;0;;;WAAR;Stede Broec
Steenbergen;12;49,1;0;0;0;0;;;WAAR;Steenbergen
Steenwijkerland;8;18,1;0;0;0;0;;;WAAR;Steenwijkerland
Stein (L.);3;12;0;0;0;0;;;WAAR;Stein (L.)
Stichtse Vecht;95;146,3;1;1,5;0;0;;;WAAR;Stichtse Vecht
Sudwest-Fryslan;24;26,7;0;0;0;0;;;WAAR;Sudwest-Fryslan
Terneuzen;12;22;0;0;0;0;;;WAAR;Terneuzen
Terschelling;1;20,5;0;0;0;0;;;WAAR;Terschelling
Texel;14;103,1;0;0;0;0;;;WAAR;Texel
Teylingen;58;154,9;0;0;0;0;;;WAAR;Teylingen
Tholen;7;27,2;0;0;0;0;;;WAAR;Tholen
Tiel;21;49,8;1;2,4;0;0;;;WAAR;Tiel
Tilburg;200;91;0;0;0;0;;;WAAR;Tilburg
Tubbergen;8;37,6;0;0;0;0;;;WAAR;Tubbergen
Twenterand;2;5,9;0;0;0;0;;;WAAR;Twenterand
Tynaarlo;10;29,5;0;0;0;0;;;WAAR;Tynaarlo
Tytsjerksteradiel;12;37,4;0;0;0;0;;;WAAR;Tytsjerksteradiel
Uden;20;47,5;0;0;0;0;;;WAAR;Uden
Uitgeest;10;73,2;0;0;0;0;;;WAAR;Uitgeest
Uithoorn;43;145,9;0;0;0;0;;;WAAR;Uithoorn
Urk;1;4,8;0;0;0;0;;;WAAR;Urk
Utrecht (gemeente);668;186,8;6;1,7;0;0;;;WAAR;Utrecht (gemeente)
Utrechtse Heuvelrug;38;76,6;0;0;0;0;;;WAAR;Utrechtse Heuvelrug
Vaals;3;29,7;0;0;0;0;;;WAAR;Vaals
Valkenburg aan de Geul;1;6,1;0;0;0;0;;;WAAR;Valkenburg aan de Geul
Valkenswaard;25;80,1;0;0;0;0;;;WAAR;Valkenswaard
Veendam;12;43,8;0;0;0;0;;;WAAR;Veendam
Veenendaal;34;51,1;0;0;0;0;;;WAAR;Veenendaal
Veere;8;36,6;0;0;0;0;;;WAAR;Veere
Veldhoven;29;63,8;0;0;0;0;;;WAAR;Veldhoven
Velsen;75;109,3;0;0;2;2,9;;;WAAR;Velsen
Venlo;53;52,1;1;1;2;2;;;WAAR;Venlo
Venray;31;71,1;0;0;0;0;;;WAAR;Venray
Vijfheerenlanden;91;160,2;0;0;0;0;;;WAAR;Vijfheerenlanden
Vlaardingen;111;151,2;1;1,4;0;0;;;WAAR;Vlaardingen
Vlieland;0;0;0;0;0;0;;;WAAR;Vlieland
Vlissingen;18;40,6;0;0;0;0;;;WAAR;Vlissingen
Voerendaal;1;8;0;0;0;0;;;WAAR;Voerendaal
Voorschoten;28;109,4;0;0;0;0;;;WAAR;Voorschoten
Voorst;4;16,3;0;0;0;0;;;WAAR;Voorst
Vught;18;67,8;0;0;0;0;;;WAAR;Vught
Waadhoeke;7;15,2;0;0;0;0;;;WAAR;Waadhoeke
Waalre;10;57,3;0;0;0;0;;;WAAR;Waalre
Waalwijk;25;51,4;0;0;0;0;;;WAAR;Waalwijk
Waddinxveen;34;116,1;0;0;0;0;;;WAAR;Waddinxveen
Wageningen;60;151,3;0;0;0;0;;;WAAR;Wageningen
Wassenaar;40;152,1;1;3,8;0;0;;;WAAR;Wassenaar
Waterland;17;97,6;0;0;0;0;;;WAAR;Waterland
Weert;17;33,9;0;0;0;0;;;WAAR;Weert
Weesp;60;304;0;0;0;0;;;WAAR;Weesp
West Betuwe;15;29,3;0;0;0;0;;;WAAR;West Betuwe
West Maas en Waal;7;36,2;1;5,2;0;0;;;WAAR;West Maas en Waal
Westerkwartier;14;22,1;0;0;0;0;;;WAAR;Westerkwartier
Westerveld;3;15,4;0;0;0;0;;;WAAR;Westerveld
Westervoort;4;26,7;0;0;0;0;;;WAAR;Westervoort
Westerwolde;6;23,3;0;0;0;0;;;WAAR;Westerwolde
Westland;120;108,7;1;0,9;0;0;;;WAAR;Westland
Weststellingwerf;9;34,7;0;0;0;0;;;WAAR;Weststellingwerf
Westvoorne;18;122,2;0;0;0;0;;;WAAR;Westvoorne
Wierden;16;65,5;2;8,2;0;0;;;WAAR;Wierden
Wijchen;51;124,1;0;0;0;0;;;WAAR;Wijchen
Wijdemeren;26;106,7;0;0;0;0;;;WAAR;Wijdemeren
Wijk bij Duurstede;15;62,7;0;0;0;0;;;WAAR;Wijk bij Duurstede
Winterswijk;6;20,8;0;0;0;0;;;WAAR;Winterswijk
Woensdrecht;9;41,1;0;0;0;0;;;WAAR;Woensdrecht
Woerden;45;86;2;3,8;0;0;;;WAAR;Woerden
Wormerland;8;49,2;0;0;0;0;;;WAAR;Wormerland
Woudenberg;11;82,3;0;0;0;0;;;WAAR;Woudenberg
Zaanstad;211;134,6;3;1,9;1;0,6;;;WAAR;Zaanstad
Zaltbommel;16;55,4;0;0;0;0;;;WAAR;Zaltbommel
Zandvoort;10;58,4;0;0;0;0;;;WAAR;Zandvoort
Zeewolde;20;88,3;0;0;0;0;;;WAAR;Zeewolde
Zeist;70;107,8;0;0;1;1,5;;;WAAR;Zeist
Zevenaar;32;73,1;1;2,3;0;0;;;WAAR;Zevenaar
Zoetermeer;244;194,8;1;0,8;0;0;;;WAAR;Zoetermeer
Zoeterwoude;5;58,1;0;0;0;0;;;WAAR;Zoeterwoude
Zuidplas;95;216,5;1;2,3;0;0;;;WAAR;Zuidplas
Zundert;11;50,4;0;0;0;0;;;WAAR;Zundert
Zutphen;10;20,9;1;2,1;0;0;;;WAAR;Zutphen
Zwartewaterland;20;88,2;0;0;0;0;;;WAAR;Zwartewaterland
Zwijndrecht;72;160,9;1;2,2;0;0;;;WAAR;Zwijndrecht
Zwolle;83;64,4;0;0;0;0;;;WAAR;Zwolle
