Gemeente;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000;;;;
Dantumadiel;39;206,1;0;0;0;0;;;WAAR;Dantumadiel
De Bilt;226;523,9;1;2,3;0;0;;;WAAR;De Bilt
De Fryske Marren;103;199,8;1;1,9;0;0;;;WAAR;De Fryske Marren
De Ronde Venen;202;454,4;1;2,2;0;0;;;WAAR;De Ronde Venen
De Wolden;48;197,3;0;0;0;0;;;WAAR;De Wolden
Delft;503;485,5;2;1,9;0;0;;;WAAR;Delft
Delfzijl;18;72,9;0;0;0;0;;;WAAR;Delfzijl
Den Helder;67;119;0;0;0;0;;;WAAR;Den Helder
Deurne;95;292,6;1;3,1;1;3,1;;;WAAR;Deurne
Deventer;282;280;1;1;1;1;;;WAAR;Deventer
Diemen;231;750,5;0;0;0;0;;;WAAR;Diemen
Dinkelland;146;551,8;0;0;0;0;;;WAAR;Dinkelland
Doesburg;55;496,5;1;9;0;0;;;WAAR;Doesburg
Doetinchem;175;301,7;1;1,7;0;0;;;WAAR;Doetinchem
Dongen;87;331,8;1;3,8;0;0;;;WAAR;Dongen
Dordrecht;552;462,8;1;0,8;3;2,5;;;WAAR;Dordrecht
Drechterland;26;131,9;0;0;0;0;;;WAAR;Drechterland
Drimmelen;57;209;2;7,3;1;3,7;;;WAAR;Drimmelen
Dronten;54;129,9;3;7,2;0;0;;;WAAR;Dronten
Druten;33;174,4;0;0;0;0;;;WAAR;Druten
Duiven;104;413,9;2;8;0;0;;;WAAR;Duiven
Echt-Susteren;42;132,9;0;0;0;0;;;WAAR;Echt-Susteren
Edam-Volendam;241;665,8;1;2,8;0;0;;;WAAR;Edam-Volendam
Ede;456;389,2;6;5,1;3;2,6;;;WAAR;Ede
Eemnes;27;292;0;0;0;0;;;WAAR;Eemnes
Eersel;97;502,3;0;0;0;0;;;WAAR;Eersel
Eijsden-Margraten;84;326;1;3,9;0;0;;;WAAR;Eijsden-Margraten
Eindhoven;809;345,1;1;0,4;4;1,7;;;WAAR;Eindhoven
Elburg;35;151,1;0;0;0;0;;;WAAR;Elburg
Emmen;416;388,6;11;10,3;5;4,7;;;WAAR;Emmen
Enkhuizen;26;139,9;1;5,4;0;0;;;WAAR;Enkhuizen
Enschede;470;294,4;1;0,6;0;0;;;WAAR;Enschede
Epe;54;162,8;0;0;0;0;;;WAAR;Epe
Ermelo;37;137;0;0;0;0;;;WAAR;Ermelo
Etten-Leur;136;310;0;0;0;0;;;WAAR;Etten-Leur
Geertruidenberg;51;236,7;1;4,6;0;0;;;WAAR;Geertruidenberg
Geldrop-Mierlo;125;314,7;0;0;0;0;;;WAAR;Geldrop-Mierlo
Gemert-Bakel;75;244,1;0;0;0;0;;;WAAR;Gemert-Bakel
Gennep;31;183,2;0;0;0;0;;;WAAR;Gennep
Gilze en Rijen;82;310,2;0;0;0;0;;;WAAR;Gilze en Rijen
Goeree-Overflakkee;118;235,8;1;2;0;0;;;WAAR;Goeree-Overflakkee
Goes;56;147,1;1;2,6;0;0;;;WAAR;Goes
Goirle;84;351,4;0;0;1;4,2;;;WAAR;Goirle
Gooise Meren;246;423,7;1;1,7;0;0;;;WAAR;Gooise Meren
Gorinchem;130;351,1;0;0;0;0;;;WAAR;Gorinchem
Gouda;377;513,4;3;4,1;2;2,7;;;WAAR;Gouda
Grave;52;418,1;0;0;0;0;;;WAAR;Grave
Groningen (gemeente);946;406,2;5;2,1;0;0;;;WAAR;Groningen (gemeente)
Gulpen-Wittem;41;289,3;0;0;1;7,1;;;WAAR;Gulpen-Wittem
Haaksbergen;114;468,9;1;4,1;1;4,1;;;WAAR;Haaksbergen
Haaren;35;243,6;0;0;0;0;;;WAAR;Haaren
Haarlem;560;343,8;12;7,4;6;3,7;;;WAAR;Haarlem
Haarlemmermeer;708;453,8;7;4,5;6;3,8;;;WAAR;Haarlemmermeer
Halderberge;120;396,2;0;0;1;3,3;;;WAAR;Halderberge
Hardenberg;109;178,8;0;0;0;0;;;WAAR;Hardenberg
Harderwijk;142;293,3;0;0;0;0;;;WAAR;Harderwijk
Hardinxveld-Giessendam;66;360,8;0;0;0;0;;;WAAR;Hardinxveld-Giessendam
Harlingen;23;146,3;0;0;0;0;;;WAAR;Harlingen
Hattem;27;221,1;0;0;0;0;;;WAAR;Hattem
Heemskerk;144;367,5;1;2,6;3;7,7;;;WAAR;Heemskerk
Heemstede;64;235;0;0;0;0;;;WAAR;Heemstede
Heerde;19;102,2;0;0;0;0;;;WAAR;Heerde
Heerenveen;101;200;2;4;1;2;;;WAAR;Heerenveen
Heerhugowaard;83;144,1;0;0;0;0;;;WAAR;Heerhugowaard
Heerlen;76;87,3;0;0;0;0;;;WAAR;Heerlen
Heeze-Leende;68;421;0;0;0;0;;;WAAR;Heeze-Leende
Heiloo;43;179,4;0;0;0;0;;;WAAR;Heiloo
Hellendoorn;79;220;3;8,4;1;2,8;;;WAAR;Hellendoorn
Hellevoetsluis;132;328,8;2;5;0;0;;;WAAR;Hellevoetsluis
Helmond;400;432,8;1;1,1;0;0;;;WAAR;Helmond
Hendrik-Ido-Ambacht;182;583,3;0;0;0;0;;;WAAR;Hendrik-Ido-Ambacht
Hengelo (O.);359;442,4;9;11,1;4;4,9;;;WAAR;Hengelo (O.)
Het Hogeland;90;188,3;1;2,1;1;2,1;;;WAAR;Het Hogeland
Heumen;104;632,1;1;6,1;2;12,2;;;WAAR;Heumen
Heusden;159;355,8;0;0;1;2,2;;;WAAR;Heusden
Hillegom;85;382,7;0;0;0;0;;;WAAR;Hillegom
Hilvarenbeek;41;264,2;0;0;0;0;;;WAAR;Hilvarenbeek
Hilversum;275;302,8;0;0;1;1,1;;;WAAR;Hilversum
Hoeksche Waard;452;517,2;2;2,3;1;1,1;;;WAAR;Hoeksche Waard
Hof van Twente;169;482,6;0;0;1;2,9;;;WAAR;Hof van Twente
Hollands Kroon;79;163,1;0;0;0;0;;;WAAR;Hollands Kroon
Hoogeveen;116;208,3;5;9;0;0;;;WAAR;Hoogeveen
Hoorn;142;193,8;1;1,4;0;0;;;WAAR;Hoorn
Horst aan de Maas;125;294,6;0;0;3;7,1;;;WAAR;Horst aan de Maas
Houten;150;299,1;3;6;0;0;;;WAAR;Houten
Huizen;155;375,5;2;4,8;0;0;;;WAAR;Huizen
Hulst;49;177,8;1;3,6;0;0;;;WAAR;Hulst
IJsselstein;140;410,4;1;2,9;0;0;;;WAAR;IJsselstein
Kaag en Braassem;104;381;0;0;0;0;;;WAAR;Kaag en Braassem
Kampen;88;162;0;0;0;0;;;WAAR;Kampen
Kapelle;15;118,2;0;0;0;0;;;WAAR;Kapelle
Katwijk;331;503,4;5;7,6;0;0;;;WAAR;Katwijk
Kerkrade;41;89,6;0;0;0;0;;;WAAR;Kerkrade
Koggenland;53;233;0;0;0;0;;;WAAR;Koggenland
Krimpen aan den IJssel;201;680,8;1;3,4;0;0;;;WAAR;Krimpen aan den IJssel
Krimpenerwaard;262;465,2;0;0;0;0;;;WAAR;Krimpenerwaard
Laarbeek;61;270,8;0;0;0;0;;;WAAR;Laarbeek
Landerd;82;521,3;0;0;0;0;;;WAAR;Landerd
Landgraaf;38;101,5;1;2,7;0;0;;;WAAR;Landgraaf
Landsmeer;43;374,2;1;8,7;0;0;;;WAAR;Landsmeer
Langedijk;94;333,8;2;7,1;2;7,1;;;WAAR;Langedijk
Lansingerland;314;503,3;2;3,2;4;6,4;;;WAAR;Lansingerland
Laren (NH.);38;336,9;1;8,9;1;8,9;;;WAAR;Laren (NH.)
Leeuwarden;456;367,5;4;3,2;0;0;;;WAAR;Leeuwarden
Leiden;556;444,4;3;2,4;1;0,8;;;WAAR;Leiden
Leiderdorp;153;565,5;2;7,4;0;0;;;WAAR;Leiderdorp
Leidschendam-Voorburg;350;457,3;3;3,9;4;5,2;;;WAAR;Leidschendam-Voorburg
Lelystad;190;241,7;4;5,1;0;0;;;WAAR;Lelystad
Leudal;52;144,9;0;0;0;0;;;WAAR;Leudal
Leusden;117;384,9;0;0;0;0;;;WAAR;Leusden
Lingewaard;145;311,2;0;0;1;2,1;;;WAAR;Lingewaard
Lisse;61;265,7;1;4,4;0;0;;;WAAR;Lisse
Lochem;97;287,6;0;0;0;0;;;WAAR;Lochem
Loon op Zand;96;410,1;0;0;2;8,5;;;WAAR;Loon op Zand
Lopik;57;394;1;6,9;0;0;;;WAAR;Lopik
Loppersum;8;83,9;0;0;0;0;;;WAAR;Loppersum
Losser;96;423,2;1;4,4;0;0;;;WAAR;Losser
Maasdriel;85;339,6;1;4;0;0;;;WAAR;Maasdriel
Maasgouw;27;112,7;0;0;0;0;;;WAAR;Maasgouw
Maassluis;195;587,1;0;0;0;0;;;WAAR;Maassluis
Maastricht;202;166,2;0;0;0;0;;;WAAR;Maastricht
Medemblik;82;181,8;0;0;0;0;;;WAAR;Medemblik
Meerssen;22;116,8;0;0;0;0;;;WAAR;Meerssen
Meierijstad;219;269,7;0;0;0;0;;;WAAR;Meierijstad
Meppel;51;150,4;0;0;0;0;;;WAAR;Meppel
Middelburg (Z.);44;90,1;0;0;0;0;;;WAAR;Middelburg (Z.)
Midden-Delfland;83;429,1;0;0;0;0;;;WAAR;Midden-Delfland
Midden-Drenthe;47;141,6;0;0;0;0;;;WAAR;Midden-Drenthe
Midden-Groningen;79;129,9;0;0;0;0;;;WAAR;Midden-Groningen
Mill en Sint Hubert;68;621,6;0;0;0;0;;;WAAR;Mill en Sint Hubert
Moerdijk;136;366,3;0;0;1;2,7;;;WAAR;Moerdijk
Molenlanden;164;373,5;0;0;0;0;;;WAAR;Molenlanden
Montferland;63;174,9;0;0;0;0;;;WAAR;Montferland
Montfoort;50;359,3;0;0;0;0;;;WAAR;Montfoort
Mook en Middelaar;28;356,8;0;0;0;0;;;WAAR;Mook en Middelaar
Neder-Betuwe;78;320,5;4;16,4;0;0;;;WAAR;Neder-Betuwe
Nederweert;55;323,2;0;0;0;0;;;WAAR;Nederweert
Nieuwegein;220;346,7;3;4,7;0;0;;;WAAR;Nieuwegein
Nieuwkoop;119;413;1;3,5;1;3,5;;;WAAR;Nieuwkoop
Nijkerk;202;467,9;0;0;0;0;;;WAAR;Nijkerk
Nijmegen;658;370,4;10;5,6;2;1,1;;;WAAR;Nijmegen
Nissewaard;435;510,4;2;2,3;1;1,2;;;WAAR;Nissewaard
Noardeast-Fryslan;45;99,5;0;0;0;0;;;WAAR;Noardeast-Fryslan
Noord-Beveland;18;243,5;0;0;0;0;;;WAAR;Noord-Beveland
Noordenveld;84;268,8;1;3,2;6;19,2;;;WAAR;Noordenveld
Noordoostpolder;109;230,5;0;0;0;0;;;WAAR;Noordoostpolder
Noordwijk;174;399,9;1;2,3;0;0;;;WAAR;Noordwijk
Nuenen, Gerwen en Nederwetten;83;355;0;0;0;0;;;WAAR;Nuenen, Gerwen en Nederwetten
Nunspeet;64;229,8;2;7,2;0;0;;;WAAR;Nunspeet
Oegstgeest;92;370,4;1;4;0;0;;;WAAR;Oegstgeest
Oirschot;98;523,7;0;0;0;0;;;WAAR;Oirschot
Oisterwijk;60;228,6;0;0;0;0;;;WAAR;Oisterwijk
Oldambt;59;154,4;2;5,2;0;0;;;WAAR;Oldambt
Oldebroek;34;143,8;0;0;0;0;;;WAAR;Oldebroek
Oldenzaal;135;424;0;0;0;0;;;WAAR;Oldenzaal
Olst-Wijhe;50;273,9;0;0;0;0;;;WAAR;Olst-Wijhe
Ommen;20;111,1;0;0;0;0;;;WAAR;Ommen
Oost Gelre;116;391,5;0;0;0;0;;;WAAR;Oost Gelre
Oosterhout;160;285,8;1;1,8;0;0;;;WAAR;Oosterhout
Ooststellingwerf;42;164,9;0;0;1;3,9;;;WAAR;Ooststellingwerf
Oostzaan;71;729,3;0;0;0;0;;;WAAR;Oostzaan
Opmeer;6;50,7;0;0;0;0;;;WAAR;Opmeer
Opsterland;43;144,6;1;3,4;0;0;;;WAAR;Opsterland
Oss;393;427,6;5;5,4;1;1,1;;;WAAR;Oss
Oude IJsselstreek;99;251,3;1;2,5;0;0;;;WAAR;Oude IJsselstreek
Ouder-Amstel;83;591,8;0;0;0;0;;;WAAR;Ouder-Amstel
Oudewater;43;420,3;0;0;0;0;;;WAAR;Oudewater
Overbetuwe;154;321,5;0;0;0;0;;;WAAR;Overbetuwe
Papendrecht;117;364,1;0;0;0;0;;;WAAR;Papendrecht
Peel en Maas;119;274;0;0;0;0;;;WAAR;Peel en Maas
Pekela;24;196,8;1;8,2;0;0;;;WAAR;Pekela
Pijnacker-Nootdorp;256;462,9;0;0;1;1,8;;;WAAR;Pijnacker-Nootdorp
Purmerend;308;379,1;2;2,5;1;1,2;;;WAAR;Purmerend
Putten;54;224;0;0;1;4,1;;;WAAR;Putten
Raalte;101;267,8;1;2,7;1;2,7;;;WAAR;Raalte
Reimerswaal;53;233,2;0;0;0;0;;;WAAR;Reimerswaal
Renkum;143;455,1;0;0;2;6,4;;;WAAR;Renkum
Renswoude;17;312,3;0;0;0;0;;;WAAR;Renswoude
Reusel-De Mierden;110;838,9;1;7,6;0;0;;;WAAR;Reusel-De Mierden
Rheden;94;214,8;0;0;0;0;;;WAAR;Rheden
Rhenen;66;328;0;0;0;0;;;WAAR;Rhenen
Ridderkerk;251;543,4;1;2,2;1;2,2;;;WAAR;Ridderkerk
Rijssen-Holten;96;251,5;0;0;1;2,6;;;WAAR;Rijssen-Holten
Rijswijk (ZH.);246;451,8;5;9,2;1;1,8;;;WAAR;Rijswijk (ZH.)
Roerdalen;24;116,7;0;0;0;0;;;WAAR;Roerdalen
Roermond;103;176,8;2;3,4;0;0;;;WAAR;Roermond
Roosendaal;343;444;4;5,2;1;1,3;;;WAAR;Roosendaal
Rotterdam;4193;643,9;38;5,8;11;1,7;;;WAAR;Rotterdam
Rozendaal;6;352,1;0;0;0;0;;;WAAR;Rozendaal
Rucphen;141;616,3;1;4,4;0;0;;;WAAR;Rucphen
Schagen;79;170;0;0;0;0;;;WAAR;Schagen
Scherpenzeel;31;313,8;1;10,1;0;0;;;WAAR;Scherpenzeel
Schiedam;412;523,3;1;1,3;0;0;;;WAAR;Schiedam
Schiermonnikoog;0;0;0;0;0;0;;;WAAR;Schiermonnikoog
Schouwen-Duiveland;54;159,6;0;0;4;11,8;;;WAAR;Schouwen-Duiveland
's-Gravenhage (gemeente);3351;613,9;36;6,6;20;3,7;;;WAAR;'s-Gravenhage (gemeente)
's-Hertogenbosch;515;332;4;2,6;2;1,3;;;WAAR;'s-Hertogenbosch
Simpelveld;9;85,3;0;0;0;0;;;WAAR;Simpelveld
Sint Anthonis;36;308,6;0;0;0;0;;;WAAR;Sint Anthonis
Sint-Michielsgestel;93;318,4;1;3,4;0;0;;;WAAR;Sint-Michielsgestel
Sittard-Geleen;137;148,2;3;3,2;1;1,1;;;WAAR;Sittard-Geleen
Sliedrecht;84;333,1;0;0;0;0;;;WAAR;Sliedrecht
Sluis;6;25,9;0;0;0;0;;;WAAR;Sluis
Smallingerland;104;185,2;0;0;1;1,8;;;WAAR;Smallingerland
Soest;281;602,9;1;2,1;0;0;;;WAAR;Soest
Someren;30;154,9;0;0;0;0;;;WAAR;Someren
Son en Breugel;55;317,5;0;0;0;0;;;WAAR;Son en Breugel
Stadskanaal;53;167,3;0;0;0;0;;;WAAR;Stadskanaal
Staphorst;77;449,1;0;0;0;0;;;WAAR;Staphorst
Stede Broec;31;142,7;1;4,6;0;0;;;WAAR;Stede Broec
Steenbergen;94;385;0;0;0;0;;;WAAR;Steenbergen
Steenwijkerland;116;262,9;1;2,3;0;0;;;WAAR;Steenwijkerland
Stein (L.);35;140;1;4;0;0;;;WAAR;Stein (L.)
Stichtse Vecht;272;418,9;2;3,1;0;0;;;WAAR;Stichtse Vecht
Sudwest-Fryslan;201;223,4;0;0;0;0;;;WAAR;Sudwest-Fryslan
Terneuzen;63;115,8;0;0;0;0;;;WAAR;Terneuzen
Terschelling;20;409,2;0;0;0;0;;;WAAR;Terschelling
Texel;13;95,8;0;0;0;0;;;WAAR;Texel
Teylingen;136;363,2;2;5,3;1;2,7;;;WAAR;Teylingen
Tholen;59;229,1;2;7,8;0;0;;;WAAR;Tholen
Tiel;168;398,5;1;2,4;0;0;;;WAAR;Tiel
Tilburg;763;347,2;2;0,9;1;0,5;;;WAAR;Tilburg
Tubbergen;154;723,9;0;0;0;0;;;WAAR;Tubbergen
Twenterand;79;234,1;0;0;1;3;;;WAAR;Twenterand
Tynaarlo;80;236,1;0;0;0;0;;;WAAR;Tynaarlo
Tytsjerksteradiel;81;252,7;1;3,1;0;0;;;WAAR;Tytsjerksteradiel
Uden;76;180,4;0;0;0;0;;;WAAR;Uden
Uitgeest;61;446,4;0;0;0;0;;;WAAR;Uitgeest
Uithoorn;127;430,8;0;0;0;0;;;WAAR;Uithoorn
Urk;12;57,1;0;0;0;0;;;WAAR;Urk
Utrecht (gemeente);2341;654,6;15;4,2;0;0;;;WAAR;Utrecht (gemeente)
Utrechtse Heuvelrug;227;457,8;0;0;1;2;;;WAAR;Utrechtse Heuvelrug
Vaals;7;69,3;0;0;0;0;;;WAAR;Vaals
Valkenburg aan de Geul;31;189,4;0;0;0;0;;;WAAR;Valkenburg aan de Geul
Valkenswaard;103;330,2;0;0;0;0;;;WAAR;Valkenswaard
Veendam;46;168;0;0;0;0;;;WAAR;Veendam
Veenendaal;284;427,1;2;3;3;4,5;;;WAAR;Veenendaal
Veere;15;68,6;0;0;0;0;;;WAAR;Veere
Veldhoven;192;422,3;0;0;2;4,4;;;WAAR;Veldhoven
Velsen;198;288,4;5;7,3;1;1,5;;;WAAR;Velsen
Venlo;324;318,3;2;2;1;1;;;WAAR;Venlo
Venray;135;309,5;1;2,3;1;2,3;;;WAAR;Venray
Vijfheerenlanden;258;454,1;2;3,5;3;5,3;;;WAAR;Vijfheerenlanden
Vlaardingen;427;581,8;1;1,4;1;1,4;;;WAAR;Vlaardingen
Vlieland;7;606,1;0;0;0;0;;;WAAR;Vlieland
Vlissingen;57;128,5;0;0;0;0;;;WAAR;Vlissingen
Voerendaal;12;96,2;0;0;0;0;;;WAAR;Voerendaal
Voorschoten;82;320,4;1;3,9;0;0;;;WAAR;Voorschoten
Voorst;41;167;0;0;0;0;;;WAAR;Voorst
Vught;87;327,6;0;0;0;0;;;WAAR;Vught
Waadhoeke;103;223,5;0;0;0;0;;;WAAR;Waadhoeke
Waalre;72;412,5;0;0;0;0;;;WAAR;Waalre
Waalwijk;150;308,4;1;2,1;0;0;;;WAAR;Waalwijk
Waddinxveen;116;396;2;6,8;0;0;;;WAAR;Waddinxveen
Wageningen;183;461,4;0;0;0;0;;;WAAR;Wageningen
Wassenaar;105;399,2;0;0;1;3,8;;;WAAR;Wassenaar
Waterland;76;436,2;0;0;0;0;;;WAAR;Waterland
Weert;149;297,4;1;2;1;2;;;WAAR;Weert
Weesp;112;567,4;0;0;0;0;;;WAAR;Weesp
West Betuwe;128;250,4;2;3,9;2;3,9;;;WAAR;West Betuwe
West Maas en Waal;49;253,6;0;0;0;0;;;WAAR;West Maas en Waal
Westerkwartier;125;197,4;3;4,7;0;0;;;WAAR;Westerkwartier
Westerveld;26;133,6;0;0;0;0;;;WAAR;Westerveld
Westervoort;40;267,2;0;0;0;0;;;WAAR;Westervoort
Westerwolde;46;178,8;3;11,7;1;3,9;;;WAAR;Westerwolde
Westland;492;445,8;1;0,9;0;0;;;WAAR;Westland
Weststellingwerf;40;154,4;0;0;0;0;;;WAAR;Weststellingwerf
Westvoorne;78;529,5;0;0;0;0;;;WAAR;Westvoorne
Wierden;74;302,7;0;0;0;0;;;WAAR;Wierden
Wijchen;131;318,7;4;9,7;0;0;;;WAAR;Wijchen
Wijdemeren;90;369,5;1;4,1;0;0;;;WAAR;Wijdemeren
Wijk bij Duurstede;72;301,1;0;0;1;4,2;;;WAAR;Wijk bij Duurstede
Winterswijk;32;110,9;0;0;0;0;;;WAAR;Winterswijk
Woensdrecht;88;402,3;1;4,6;0;0;;;WAAR;Woensdrecht
Woerden;212;405,4;5;9,6;1;1,9;;;WAAR;Woerden
Wormerland;76;467,1;0;0;0;0;;;WAAR;Wormerland
Woudenberg;58;434,1;0;0;0;0;;;WAAR;Woudenberg
Zaanstad;694;442,6;2;1,3;2;1,3;;;WAAR;Zaanstad
Zaltbommel;86;297,8;1;3,5;0;0;;;WAAR;Zaltbommel
Zandvoort;45;262,9;0;0;0;0;;;WAAR;Zandvoort
Zeewolde;40;176,6;0;0;0;0;;;WAAR;Zeewolde
Zeist;290;446,8;2;3,1;1;1,5;;;WAAR;Zeist
Zevenaar;93;212,6;2;4,6;0;0;;;WAAR;Zevenaar
Zoetermeer;618;493,3;1;0,8;0;0;;;WAAR;Zoetermeer
Zoeterwoude;33;383,5;0;0;0;0;;;WAAR;Zoeterwoude
Zuidplas;208;474;2;4,6;0;0;;;WAAR;Zuidplas
Zundert;79;361,9;0;0;0;0;;;WAAR;Zundert
Zutphen;98;204,4;0;0;0;0;;;WAAR;Zutphen
Zwartewaterland;38;167,5;0;0;0;0;;;WAAR;Zwartewaterland
Zwijndrecht;262;585,6;0;0;2;4,5;;;WAAR;Zwijndrecht
Zwolle;230;178,5;0;0;0;0;;;WAAR;Zwolle
