"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Arnhem";202;"Arnhem";161348;"18-11-2020";"01-12-2020";695;430,7;3;1,9;7;4,3
"Assen";106;"Assen";68599;"18-11-2020";"01-12-2020";163;237,6;5;7,3;2;2,9
"Asten";743;"Asten";16721;"18-11-2020";"01-12-2020";66;394,7;1;6;0;0
"Baarle-Nassau";744;"Baarle-Nassau";6859;"18-11-2020";"01-12-2020";33;481,1;1;14,6;2;29,2
"Baarn";308;"Baarn";24868;"18-11-2020";"01-12-2020";84;337,8;1;4;0;0
"Barendrecht";489;"Barendrecht";48714;"18-11-2020";"01-12-2020";175;359,2;3;6,2;1;2,1
"Barneveld";203;"Barneveld";59082;"18-11-2020";"01-12-2020";298;504,4;0;0;2;3,4
"Beek";888;"Beek";15865;"18-11-2020";"01-12-2020";55;346,7;0;0;1;6,3
"Beekdaelen";1954;"Beekdaelen";35938;"18-11-2020";"01-12-2020";104;289,4;0;0;1;2,8
"Beemster";370;"Beemster";10022;"18-11-2020";"01-12-2020";13;129,7;0;0;0;0
"Beesel";889;"Beesel";13482;"18-11-2020";"01-12-2020";31;229,9;0;0;1;7,4
"Berg en Dal";1945;"Berg en Dal";34992;"18-11-2020";"01-12-2020";132;377,2;1;2,9;1;2,9
"Bergeijk";1724;"Bergeijk";18635;"18-11-2020";"01-12-2020";129;692,2;0;0;0;0
"Bergen (L.)";893;"Bergen (L.)";13085;"18-11-2020";"01-12-2020";30;229,3;0;0;0;0
"Bergen (NH.)";373;"Bergen (NH.)";29839;"18-11-2020";"01-12-2020";106;355,2;2;6,7;0;0
"Bergen op Zoom";748;"Bergen op Zoom";67496;"18-11-2020";"01-12-2020";283;419,3;4;5,9;1;1,5
"Berkelland";1859;"Berkelland";43747;"18-11-2020";"01-12-2020";155;354,3;3;6,9;4;9,1
"Bernheze";1721;"Bernheze";31240;"18-11-2020";"01-12-2020";107;342,5;0;0;0;0
"Best";753;"Best";29988;"18-11-2020";"01-12-2020";104;346,8;1;3,3;0;0
"Beuningen";209;"Beuningen";25890;"18-11-2020";"01-12-2020";77;297,4;1;3,9;0;0
"Beverwijk";375;"Beverwijk";41626;"18-11-2020";"01-12-2020";120;288,3;0;0;0;0
"Bladel";1728;"Bladel";20390;"18-11-2020";"01-12-2020";93;456,1;1;4,9;1;4,9
"Blaricum";376;"Blaricum";11540;"18-11-2020";"01-12-2020";38;329,3;0;0;0;0
"Bloemendaal";377;"Bloemendaal";23571;"18-11-2020";"01-12-2020";43;182,4;0;0;0;0
"Bodegraven-Reeuwijk";1901;"Bodegraven-Reeuwijk";34872;"18-11-2020";"01-12-2020";221;633,7;4;11,5;1;2,9
"Boekel";755;"Boekel";10785;"18-11-2020";"01-12-2020";14;129,8;0;0;0;0
"Borger-Odoorn";1681;"Borger-Odoorn";25559;"18-11-2020";"01-12-2020";70;273,9;0;0;1;3,9
"Borne";147;"Borne";23312;"18-11-2020";"01-12-2020";93;398,9;0;0;0;0
"Borsele";654;"Borsele";22739;"18-11-2020";"01-12-2020";40;175,9;1;4,4;0;0
"Boxmeer";756;"Boxmeer";29365;"18-11-2020";"01-12-2020";102;347,4;0;0;0;0
"Boxtel";757;"Boxtel";30801;"18-11-2020";"01-12-2020";139;451,3;1;3,2;1;3,2
"Breda";758;"Breda";184069;"18-11-2020";"01-12-2020";616;334,7;2;1,1;0;0
"Brielle";501;"Brielle";17271;"18-11-2020";"01-12-2020";47;272,1;1;5,8;0;0
"Bronckhorst";1876;"Bronckhorst";36055;"18-11-2020";"01-12-2020";116;321,7;0;0;0;0
"Brummen";213;"Brummen";20726;"18-11-2020";"01-12-2020";33;159,2;0;0;0;0
"Brunssum";899;"Brunssum";27821;"18-11-2020";"01-12-2020";59;212,1;1;3,6;0;0
"Bunnik";312;"Bunnik";15191;"18-11-2020";"01-12-2020";66;434,5;1;6,6;0;0
"Bunschoten";313;"Bunschoten";21866;"18-11-2020";"01-12-2020";269;1230,2;4;18,3;1;4,6
"Buren";214;"Buren";26749;"18-11-2020";"01-12-2020";86;321,5;3;11,2;0;0
"Capelle aan den IJssel";502;"Capelle aan den IJssel";67122;"18-11-2020";"01-12-2020";259;385,9;3;4,5;5;7,4
"Castricum";383;"Castricum";35986;"18-11-2020";"01-12-2020";145;402,9;0;0;1;2,8
"Coevorden";109;"Coevorden";35297;"18-11-2020";"01-12-2020";100;283,3;1;2,8;0;0
"Cranendonck";1706;"Cranendonck";21138;"18-11-2020";"01-12-2020";113;534,6;0;0;0;0
"Cuijk";1684;"Cuijk";25130;"18-11-2020";"01-12-2020";95;378;0;0;0;0
"Culemborg";216;"Culemborg";28955;"18-11-2020";"01-12-2020";127;438,6;2;6,9;0;0
"Dalfsen";148;"Dalfsen";28587;"18-11-2020";"01-12-2020";53;185,4;0;0;0;0
"Dantumadiel";1891;"Dantumadiel";18922;"18-11-2020";"01-12-2020";31;163,8;0;0;0;0
"De Bilt";310;"De Bilt";43137;"18-11-2020";"01-12-2020";127;294,4;1;2,3;3;7
"De Fryske Marren";1940;"De Fryske Marren";51564;"18-11-2020";"01-12-2020";75;145,5;0;0;1;1,9
"De Ronde Venen";736;"De Ronde Venen";44456;"18-11-2020";"01-12-2020";175;393,6;5;11,2;2;4,5
"De Wolden";1690;"De Wolden";24330;"18-11-2020";"01-12-2020";58;238,4;0;0;0;0
"Delft";503;"Delft";103595;"18-11-2020";"01-12-2020";343;331,1;3;2,9;8;7,7
"Delfzijl";10;"Delfzijl";24678;"18-11-2020";"01-12-2020";56;226,9;0;0;0;0
"Den Helder";400;"Den Helder";56296;"18-11-2020";"01-12-2020";144;255,8;0;0;1;1,8
"Deurne";762;"Deurne";32471;"18-11-2020";"01-12-2020";118;363,4;0;0;1;3,1
"Deventer";150;"Deventer";100719;"18-11-2020";"01-12-2020";375;372,3;1;1;1;1
"Diemen";384;"Diemen";30780;"18-11-2020";"01-12-2020";155;503,6;2;6,5;1;3,2
"Dinkelland";1774;"Dinkelland";26461;"18-11-2020";"01-12-2020";166;627,3;1;3,8;1;3,8
"Doesburg";221;"Doesburg";11077;"18-11-2020";"01-12-2020";22;198,6;0;0;0;0
"Doetinchem";222;"Doetinchem";58001;"18-11-2020";"01-12-2020";163;281;2;3,4;0;0
"Dongen";766;"Dongen";26222;"18-11-2020";"01-12-2020";161;614;1;3,8;1;3,8
"Dordrecht";505;"Dordrecht";119284;"18-11-2020";"01-12-2020";568;476,2;4;3,4;10;8,4
"Drechterland";498;"Drechterland";19719;"18-11-2020";"01-12-2020";46;233,3;0;0;0;0
"Drimmelen";1719;"Drimmelen";27272;"18-11-2020";"01-12-2020";84;308;1;3,7;1;3,7
"Dronten";303;"Dronten";41555;"18-11-2020";"01-12-2020";166;399,5;1;2,4;0;0
"Druten";225;"Druten";18926;"18-11-2020";"01-12-2020";51;269,5;0;0;1;5,3
"Duiven";226;"Duiven";25126;"18-11-2020";"01-12-2020";157;624,9;0;0;0;0
"Echt-Susteren";1711;"Echt-Susteren";31610;"18-11-2020";"01-12-2020";63;199,3;0;0;0;0
"Edam-Volendam";385;"Edam-Volendam";36197;"18-11-2020";"01-12-2020";82;226,5;4;11,1;0;0
"Ede";228;"Ede";117165;"18-11-2020";"01-12-2020";518;442,1;2;1,7;5;4,3
"Eemnes";317;"Eemnes";9247;"18-11-2020";"01-12-2020";26;281,2;0;0;0;0
"Eersel";770;"Eersel";19313;"18-11-2020";"01-12-2020";122;631,7;0;0;1;5,2
"Eijsden-Margraten";1903;"Eijsden-Margraten";25768;"18-11-2020";"01-12-2020";80;310,5;0;0;1;3,9
"Eindhoven";772;"Eindhoven";234394;"18-11-2020";"01-12-2020";863;368,2;7;3;7;3
"Elburg";230;"Elburg";23161;"18-11-2020";"01-12-2020";108;466,3;1;4,3;1;4,3
"Emmen";114;"Emmen";107048;"18-11-2020";"01-12-2020";296;276,5;2;1,9;5;4,7
"Enkhuizen";388;"Enkhuizen";18591;"18-11-2020";"01-12-2020";69;371,1;0;0;0;0
"Enschede";153;"Enschede";159640;"18-11-2020";"01-12-2020";684;428,5;6;3,8;7;4,4
"Epe";232;"Epe";33178;"18-11-2020";"01-12-2020";75;226,1;0;0;1;3
"Ermelo";233;"Ermelo";27008;"18-11-2020";"01-12-2020";118;436,9;0;0;1;3,7
"Etten-Leur";777;"Etten-Leur";43878;"18-11-2020";"01-12-2020";138;314,5;1;2,3;0;0
"Geertruidenberg";779;"Geertruidenberg";21544;"18-11-2020";"01-12-2020";104;482,7;0;0;0;0
"Geldrop-Mierlo";1771;"Geldrop-Mierlo";39726;"18-11-2020";"01-12-2020";172;433;0;0;0;0
"Gemert-Bakel";1652;"Gemert-Bakel";30723;"18-11-2020";"01-12-2020";69;224,6;0;0;0;0
"Gennep";907;"Gennep";16921;"18-11-2020";"01-12-2020";83;490,5;0;0;0;0
"Gilze en Rijen";784;"Gilze en Rijen";26431;"18-11-2020";"01-12-2020";163;616,7;1;3,8;0;0
"Goeree-Overflakkee";1924;"Goeree-Overflakkee";50049;"18-11-2020";"01-12-2020";163;325,7;0;0;1;2
"Goes";664;"Goes";38082;"18-11-2020";"01-12-2020";57;149,7;1;2,6;0;0
"Goirle";785;"Goirle";23904;"18-11-2020";"01-12-2020";103;430,9;0;0;0;0
"Gooise Meren";1942;"Gooise Meren";58055;"18-11-2020";"01-12-2020";170;292,8;2;3,4;1;1,7
"Gorinchem";512;"Gorinchem";37022;"18-11-2020";"01-12-2020";184;497;0;0;0;0
"Gouda";513;"Gouda";73427;"18-11-2020";"01-12-2020";438;596,5;10;13,6;7;9,5
"Grave";786;"Grave";12436;"18-11-2020";"01-12-2020";46;369,9;0;0;2;16,1
"'s-Gravenhage";518;"'s-Gravenhage";545838;"18-11-2020";"01-12-2020";1543;282,7;32;5,9;4;0,7
"Groningen";14;"Groningen";232874;"18-11-2020";"01-12-2020";316;135,7;2;0,9;1;0,4
"Gulpen-Wittem";1729;"Gulpen-Wittem";14171;"18-11-2020";"01-12-2020";42;296,4;0;0;0;0
"Haaksbergen";158;"Haaksbergen";24311;"18-11-2020";"01-12-2020";117;481,3;1;4,1;3;12,3
"Haaren";788;"Haaren";14370;"18-11-2020";"01-12-2020";73;508;0;0;1;7
"Haarlem";392;"Haarlem";162902;"18-11-2020";"01-12-2020";504;309,4;6;3,7;9;5,5
"Haarlemmermeer";394;"Haarlemmermeer";156002;"18-11-2020";"01-12-2020";573;367,3;3;1,9;2;1,3
"Halderberge";1655;"Halderberge";30284;"18-11-2020";"01-12-2020";120;396,2;0;0;0;0
"Hardenberg";160;"Hardenberg";60948;"18-11-2020";"01-12-2020";147;241,2;4;6,6;1;1,6
"Harderwijk";243;"Harderwijk";48414;"18-11-2020";"01-12-2020";151;311,9;1;2,1;0;0
"Hardinxveld-Giessendam";523;"Hardinxveld-Giessendam";18295;"18-11-2020";"01-12-2020";92;502,9;0;0;0;0
"Harlingen";72;"Harlingen";15722;"18-11-2020";"01-12-2020";23;146,3;0;0;0;0
"Hattem";244;"Hattem";12209;"18-11-2020";"01-12-2020";35;286,7;0;0;0;0
"Heemskerk";396;"Heemskerk";39182;"18-11-2020";"01-12-2020";174;444,1;2;5,1;1;2,6
"Heemstede";397;"Heemstede";27234;"18-11-2020";"01-12-2020";96;352,5;1;3,7;1;3,7
"Heerde";246;"Heerde";18589;"18-11-2020";"01-12-2020";14;75,3;0;0;0;0
"Heerenveen";74;"Heerenveen";50493;"18-11-2020";"01-12-2020";64;126,8;0;0;1;2
"Heerhugowaard";398;"Heerhugowaard";57587;"18-11-2020";"01-12-2020";166;288,3;0;0;1;1,7
"Heerlen";917;"Heerlen";87086;"18-11-2020";"01-12-2020";217;249,2;0;0;2;2,3
"Heeze-Leende";1658;"Heeze-Leende";16152;"18-11-2020";"01-12-2020";56;346,7;0;0;0;0
"Heiloo";399;"Heiloo";23968;"18-11-2020";"01-12-2020";77;321,3;1;4,2;0;0
"Hellendoorn";163;"Hellendoorn";35916;"18-11-2020";"01-12-2020";170;473,3;0;0;0;0
"Hellevoetsluis";530;"Hellevoetsluis";40142;"18-11-2020";"01-12-2020";116;289;2;5;2;5
"Helmond";794;"Helmond";92423;"18-11-2020";"01-12-2020";325;351,6;2;2,2;0;0
"Hendrik-Ido-Ambacht";531;"Hendrik-Ido-Ambacht";31202;"18-11-2020";"01-12-2020";106;339,7;0;0;0;0
"Hengelo";164;"Hengelo";81140;"18-11-2020";"01-12-2020";307;378,4;2;2,5;2;2,5
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155111;"18-11-2020";"01-12-2020";690;444,8;3;1,9;4;2,6
"Het Hogeland";1966;"Het Hogeland";47801;"18-11-2020";"01-12-2020";92;192,5;0;0;0;0
"Heumen";252;"Heumen";16454;"18-11-2020";"01-12-2020";47;285,6;0;0;0;0
"Heusden";797;"Heusden";44692;"18-11-2020";"01-12-2020";256;572,8;2;4,5;5;11,2
"Hillegom";534;"Hillegom";22209;"18-11-2020";"01-12-2020";67;301,7;0;0;0;0
"Hilvarenbeek";798;"Hilvarenbeek";15518;"18-11-2020";"01-12-2020";42;270,7;0;0;0;0
"Hilversum";402;"Hilversum";90831;"18-11-2020";"01-12-2020";241;265,3;0;0;4;4,4
"Hoeksche Waard";1963;"Hoeksche Waard";87401;"18-11-2020";"01-12-2020";291;332,9;0;0;1;1,1
"Hof van Twente";1735;"Hof van Twente";35017;"18-11-2020";"01-12-2020";166;474,1;2;5,7;4;11,4
"Hollands Kroon";1911;"Hollands Kroon";48432;"18-11-2020";"01-12-2020";117;241,6;0;0;1;2,1
"Hoogeveen";118;"Hoogeveen";55699;"18-11-2020";"01-12-2020";100;179,5;1;1,8;0;0
"Hoorn";405;"Hoorn";73261;"18-11-2020";"01-12-2020";245;334,4;1;1,4;0;0
"Horst aan de Maas";1507;"Horst aan de Maas";42429;"18-11-2020";"01-12-2020";209;492,6;1;2,4;4;9,4
"Houten";321;"Houten";50146;"18-11-2020";"01-12-2020";162;323,1;2;4;2;4
"Huizen";406;"Huizen";41273;"18-11-2020";"01-12-2020";142;344,1;1;2,4;0;0
"Hulst";677;"Hulst";27556;"18-11-2020";"01-12-2020";101;366,5;1;3,6;2;7,3
"IJsselstein";353;"IJsselstein";34109;"18-11-2020";"01-12-2020";138;404,6;1;2,9;0;0
"Kaag en Braassem";1884;"Kaag en Braassem";27297;"18-11-2020";"01-12-2020";99;362,7;1;3,7;0;0
"Kampen";166;"Kampen";54319;"18-11-2020";"01-12-2020";175;322,2;2;3,7;1;1,8
"Kapelle";678;"Kapelle";12695;"18-11-2020";"01-12-2020";14;110,3;0;0;0;0
"Katwijk";537;"Katwijk";65753;"18-11-2020";"01-12-2020";279;424,3;1;1,5;1;1,5
"Kerkrade";928;"Kerkrade";45749;"18-11-2020";"01-12-2020";71;155,2;0;0;1;2,2
"Koggenland";1598;"Koggenland";22749;"18-11-2020";"01-12-2020";100;439,6;0;0;1;4,4
"Krimpen aan den IJssel";542;"Krimpen aan den IJssel";29526;"18-11-2020";"01-12-2020";123;416,6;0;0;1;3,4
"Krimpenerwaard";1931;"Krimpenerwaard";56319;"18-11-2020";"01-12-2020";229;406,6;4;7,1;4;7,1
"Laarbeek";1659;"Laarbeek";22523;"18-11-2020";"01-12-2020";114;506,1;0;0;0;0
"Landerd";1685;"Landerd";15730;"18-11-2020";"01-12-2020";74;470,4;1;6,4;1;6,4
"Landgraaf";882;"Landgraaf";37445;"18-11-2020";"01-12-2020";107;285,8;0;0;2;5,3
"Landsmeer";415;"Landsmeer";11491;"18-11-2020";"01-12-2020";37;322;0;0;0;0
"Langedijk";416;"Langedijk";28163;"18-11-2020";"01-12-2020";91;323,1;1;3,6;0;0
"Lansingerland";1621;"Lansingerland";62384;"18-11-2020";"01-12-2020";228;365,5;1;1,6;2;3,2
"Laren";417;"Laren";11280;"18-11-2020";"01-12-2020";32;283,7;0;0;1;8,9
"Leeuwarden";80;"Leeuwarden";124084;"18-11-2020";"01-12-2020";199;160,4;3;2,4;0;0
"Leiden";546;"Leiden";125099;"18-11-2020";"01-12-2020";406;324,5;5;4;2;1,6
"Leiderdorp";547;"Leiderdorp";27056;"18-11-2020";"01-12-2020";95;351,1;0;0;0;0
"Leidschendam-Voorburg";1916;"Leidschendam-Voorburg";76534;"18-11-2020";"01-12-2020";253;330,6;7;9,1;7;9,1
"Lelystad";995;"Lelystad";78598;"18-11-2020";"01-12-2020";262;333,3;0;0;3;3,8
"Leudal";1640;"Leudal";35879;"18-11-2020";"01-12-2020";132;367,9;0;0;1;2,8
"Leusden";327;"Leusden";30401;"18-11-2020";"01-12-2020";98;322,4;0;0;0;0
"Lingewaard";1705;"Lingewaard";46601;"18-11-2020";"01-12-2020";176;377,7;2;4,3;0;0
"Lisse";553;"Lisse";22955;"18-11-2020";"01-12-2020";67;291,9;1;4,4;0;0
"Lochem";262;"Lochem";33729;"18-11-2020";"01-12-2020";101;299,4;0;0;3;8,9
"Loon op Zand";809;"Loon op Zand";23408;"18-11-2020";"01-12-2020";125;534;1;4,3;2;8,5
"Lopik";331;"Lopik";14467;"18-11-2020";"01-12-2020";50;345,6;0;0;0;0
"Loppersum";24;"Loppersum";9537;"18-11-2020";"01-12-2020";16;167,8;0;0;0;0
"Losser";168;"Losser";22683;"18-11-2020";"01-12-2020";153;674,5;1;4,4;1;4,4
"Maasdriel";263;"Maasdriel";25030;"18-11-2020";"01-12-2020";121;483,4;0;0;2;8
"Maasgouw";1641;"Maasgouw";23965;"18-11-2020";"01-12-2020";57;237,8;0;0;0;0
"Maassluis";556;"Maassluis";33213;"18-11-2020";"01-12-2020";143;430,6;1;3;0;0
"Maastricht";935;"Maastricht";121575;"18-11-2020";"01-12-2020";409;336,4;4;3,3;0;0
"Medemblik";420;"Medemblik";45101;"18-11-2020";"01-12-2020";133;294,9;0;0;0;0
"Meerssen";938;"Meerssen";18828;"18-11-2020";"01-12-2020";64;339,9;0;0;0;0
"Meierijstad";1948;"Meierijstad";81194;"18-11-2020";"01-12-2020";288;354,7;0;0;0;0
"Meppel";119;"Meppel";33920;"18-11-2020";"01-12-2020";83;244,7;0;0;0;0
"Middelburg";687;"Middelburg";48822;"18-11-2020";"01-12-2020";72;147,5;0;0;1;2
"Midden-Delfland";1842;"Midden-Delfland";19341;"18-11-2020";"01-12-2020";99;511,9;0;0;1;5,2
"Midden-Drenthe";1731;"Midden-Drenthe";33185;"18-11-2020";"01-12-2020";54;162,7;0;0;1;3
"Midden-Groningen";1952;"Midden-Groningen";60797;"18-11-2020";"01-12-2020";180;296,1;2;3,3;3;4,9
"Mill en Sint Hubert";815;"Mill en Sint Hubert";10939;"18-11-2020";"01-12-2020";31;283,4;0;0;0;0
"Moerdijk";1709;"Moerdijk";37129;"18-11-2020";"01-12-2020";117;315,1;1;2,7;0;0
"Molenlanden";1978;"Molenlanden";43909;"18-11-2020";"01-12-2020";219;498,8;0;0;0;0
"Montferland";1955;"Montferland";36011;"18-11-2020";"01-12-2020";84;233,3;0;0;0;0
"Montfoort";335;"Montfoort";13917;"18-11-2020";"01-12-2020";58;416,8;0;0;0;0
"Mook en Middelaar";944;"Mook en Middelaar";7847;"18-11-2020";"01-12-2020";18;229,4;0;0;1;12,7
"Neder-Betuwe";1740;"Neder-Betuwe";24339;"18-11-2020";"01-12-2020";187;768,3;1;4,1;2;8,2
"Nederweert";946;"Nederweert";17019;"18-11-2020";"01-12-2020";95;558,2;0;0;1;5,9
"Nieuwegein";356;"Nieuwegein";63462;"18-11-2020";"01-12-2020";212;334,1;2;3,2;0;0
"Nieuwkoop";569;"Nieuwkoop";28811;"18-11-2020";"01-12-2020";139;482,5;0;0;0;0
"Nijkerk";267;"Nijkerk";43171;"18-11-2020";"01-12-2020";184;426,2;1;2,3;0;0
"Nijmegen";268;"Nijmegen";177659;"18-11-2020";"01-12-2020";467;262,9;3;1,7;6;3,4
"Nissewaard";1930;"Nissewaard";85219;"18-11-2020";"01-12-2020";395;463,5;2;2,3;7;8,2
"Noardeast-Fryslân";1970;"Noardeast-Fryslân";45228;"18-11-2020";"01-12-2020";87;192,4;1;2,2;2;4,4
"Noord-Beveland";1695;"Noord-Beveland";7392;"18-11-2020";"01-12-2020";5;67,6;2;27,1;0;0
"Noordenveld";1699;"Noordenveld";31253;"18-11-2020";"01-12-2020";36;115,2;0;0;0;0
"Noordoostpolder";171;"Noordoostpolder";47291;"18-11-2020";"01-12-2020";276;583,6;1;2,1;4;8,5
"Noordwijk";575;"Noordwijk";43508;"18-11-2020";"01-12-2020";150;344,8;1;2,3;0;0
"Nuenen, Gerwen en Nederwetten";820;"Nuenen, Gerwen en Nederwetten";23383;"18-11-2020";"01-12-2020";94;402;0;0;1;4,3
"Nunspeet";302;"Nunspeet";27851;"18-11-2020";"01-12-2020";110;395;0;0;0;0
"Oegstgeest";579;"Oegstgeest";24840;"18-11-2020";"01-12-2020";110;442,8;1;4;3;12,1
"Oirschot";823;"Oirschot";18714;"18-11-2020";"01-12-2020";75;400,8;0;0;1;5,3
"Oisterwijk";824;"Oisterwijk";26245;"18-11-2020";"01-12-2020";143;544,9;0;0;0;0
"Oldambt";1895;"Oldambt";38209;"18-11-2020";"01-12-2020";67;175,4;0;0;1;2,6
"Oldebroek";269;"Oldebroek";23646;"18-11-2020";"01-12-2020";57;241,1;0;0;0;0
"Oldenzaal";173;"Oldenzaal";31836;"18-11-2020";"01-12-2020";158;496,3;3;9,4;6;18,8
"Olst-Wijhe";1773;"Olst-Wijhe";18252;"18-11-2020";"01-12-2020";26;142,5;0;0;0;0
"Ommen";175;"Ommen";18009;"18-11-2020";"01-12-2020";32;177,7;0;0;1;5,6
"Oost Gelre";1586;"Oost Gelre";29627;"18-11-2020";"01-12-2020";71;239,6;1;3,4;4;13,5
"Oosterhout";826;"Oosterhout";55982;"18-11-2020";"01-12-2020";230;410,8;0;0;1;1,8
"Ooststellingwerf";85;"Ooststellingwerf";25469;"18-11-2020";"01-12-2020";83;325,9;1;3,9;0;0
"Oostzaan";431;"Oostzaan";9735;"18-11-2020";"01-12-2020";33;339;0;0;0;0
"Opmeer";432;"Opmeer";11836;"18-11-2020";"01-12-2020";48;405,5;0;0;0;0
"Opsterland";86;"Opsterland";29733;"18-11-2020";"01-12-2020";56;188,3;0;0;0;0
"Oss";828;"Oss";91915;"18-11-2020";"01-12-2020";257;279,6;0;0;4;4,4
"Oude IJsselstreek";1509;"Oude IJsselstreek";39388;"18-11-2020";"01-12-2020";153;388,4;2;5,1;2;5,1
"Ouder-Amstel";437;"Ouder-Amstel";14026;"18-11-2020";"01-12-2020";61;434,9;0;0;0;0
"Oudewater";589;"Oudewater";10230;"18-11-2020";"01-12-2020";43;420,3;0;0;0;0
"Overbetuwe";1734;"Overbetuwe";47906;"18-11-2020";"01-12-2020";143;298,5;0;0;0;0
"Papendrecht";590;"Papendrecht";32136;"18-11-2020";"01-12-2020";112;348,5;1;3,1;2;6,2
"Peel en Maas";1894;"Peel en Maas";43425;"18-11-2020";"01-12-2020";108;248,7;1;2,3;0;0
"Pekela";765;"Pekela";12196;"18-11-2020";"01-12-2020";9;73,8;0;0;0;0
"Pijnacker-Nootdorp";1926;"Pijnacker-Nootdorp";55308;"18-11-2020";"01-12-2020";220;397,8;0;0;2;3,6
"Purmerend";439;"Purmerend";81249;"18-11-2020";"01-12-2020";206;253,5;0;0;2;2,5
"Putten";273;"Putten";24112;"18-11-2020";"01-12-2020";139;576,5;0;0;2;8,3
"Raalte";177;"Raalte";37712;"18-11-2020";"01-12-2020";124;328,8;0;0;0;0
"Reimerswaal";703;"Reimerswaal";22730;"18-11-2020";"01-12-2020";80;352;1;4,4;0;0
"Renkum";274;"Renkum";31419;"18-11-2020";"01-12-2020";88;280,1;0;0;0;0
"Renswoude";339;"Renswoude";5444;"18-11-2020";"01-12-2020";15;275,5;0;0;0;0
"Reusel-De Mierden";1667;"Reusel-De Mierden";13112;"18-11-2020";"01-12-2020";39;297,4;0;0;1;7,6
"Rheden";275;"Rheden";43761;"18-11-2020";"01-12-2020";143;326,8;0;0;0;0
"Rhenen";340;"Rhenen";20119;"18-11-2020";"01-12-2020";111;551,7;0;0;0;0
"Ridderkerk";597;"Ridderkerk";46189;"18-11-2020";"01-12-2020";198;428,7;1;2,2;5;10,8
"Rijssen-Holten";1742;"Rijssen-Holten";38177;"18-11-2020";"01-12-2020";167;437,4;1;2,6;0;0
"Rijswijk";603;"Rijswijk";54450;"18-11-2020";"01-12-2020";170;312,2;3;5,5;2;3,7
"Roerdalen";1669;"Roerdalen";20574;"18-11-2020";"01-12-2020";60;291,6;0;0;0;0
"Roermond";957;"Roermond";58260;"18-11-2020";"01-12-2020";213;365,6;0;0;2;3,4
"Roosendaal";1674;"Roosendaal";77251;"18-11-2020";"01-12-2020";381;493,2;5;6,5;1;1,3
"Rotterdam";599;"Rotterdam";651157;"18-11-2020";"01-12-2020";2768;425,1;35;5,4;22;3,4
"Rozendaal";277;"Rozendaal";1704;"18-11-2020";"01-12-2020";10;586,9;0;0;0;0
"Rucphen";840;"Rucphen";22878;"18-11-2020";"01-12-2020";82;358,4;2;8,7;0;0
"Schagen";441;"Schagen";46483;"18-11-2020";"01-12-2020";225;484;1;2,2;0;0
"Scherpenzeel";279;"Scherpenzeel";9880;"18-11-2020";"01-12-2020";46;465,6;0;0;0;0
"Schiedam";606;"Schiedam";78730;"18-11-2020";"01-12-2020";446;566,5;10;12,7;1;1,3
